Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link,Citations,Article URL
Developmental Science,12, 1,2009,Co-speech gesture as input in verb learning,"Whitney Goodrich, Carla L. Hudson Kam","Department of Psychology, University of California, Berkeley, USA; Department of Psychology, University of California, Berkeley, USA",81-87,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00735.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00735.x,59,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00735.x
Developmental Science,12, 1,2009,To generalize or not to generalize: spatial categories are influenced by physical attributes and language,"Susan J. Hespos, Thomas B. Piccin","Department of Psychology, Northwestern University, USA; Department of Psychology, Northwestern University, USA",88-95,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00749.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00749.x,18,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00749.x
Developmental Science,12, 1,2009,"Toddlers can adaptively change how they categorize: same objects, same session, two different categorical distinctions","Jessica S. Horst, Ann E. Ellis, Larissa K. Samuelson, Erika Trejo, Samantha L. Worzalla, Jessica R. Peltan, Lisa M. Oakes",". Department of Psychology, University of Iowa, USA; . Department of Psychology, Grinnell College, USA; . Department of Psychology, University of Iowa, USA; . Iowa Center for Developmental and Learning Sciences, USA; . Department of Psychology, University of Iowa, USA; . Department of Psychology, Grinnell College, USA; . Department of Psychology, Grinnell College, USA; . Department of Psychology, University of Iowa, USA",96-105,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00737.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00737.x,15,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00737.x
Developmental Science,12, 1,2009,Training and transfer effects of executive functions in preschool children,"Lisa B. Thorell, Sofia Lindqvist, Sissela Bergman Nutley, Gunilla Bohlin, Torkel Klingberg","Department of Clinical Neuroscience, Stockholm Brain Institute, Karolinska Institutet, Sweden; Department of Psychology, Uppsala University, Sweden; Department of Women and Child Health, Stockholm Brain Institute, Karolinska Institutet, Sweden; Department of Psychology, Uppsala University, Sweden; Department of Women and Child Health, Stockholm Brain Institute, Karolinska Institutet, Sweden",106-113,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00745.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00745.x,625,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00745.x
Developmental Science,12, 1,2009,What makes relational reasoning smart? Revisiting the perceptual-to-relational shift in the development of generalization,"Megan J. Bulloch, John E. Opfer","Department of Psychology, The Ohio State University, USA; Department of Psychology, The Ohio State University, USA",114-122,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00738.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00738.x,35,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00738.x
Developmental Science,12, 1,2009,Logic and belief across the lifespan: the rise and fall of belief inhibition during syllogistic reasoning,"Wim De Neys, Elke Van Gelder","Experimental Psychology Lab, University of Leuven, Belgium; Experimental Psychology Lab, University of Leuven, Belgium",123-130,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00746.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00746.x,48,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00746.x
Developmental Science,12, 1,2009,"At 11 months, prosody still outranks statistics","Elizabeth K. Johnson, Amanda H. Seidl","Department of Psychology, University of Toronto, Canada; Purdue University, W. Lafayette, Indiana, USA",131-141,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00740.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00740.x,66,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00740.x
Developmental Science,12, 1,2009,Recognizing the role of perception in action at 6 months,"Yuyan Luo, Susan C. Johnson","Department of Psychological Sciences, University of Missouri-Columbia, USA; Department of Psychology, Stanford University, USA",142-149,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00741.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00741.x,113,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00741.x
Developmental Science,12, 1,2009,The relationship between second-order false belief and display rules reasoning: the integration of cognitive and affective social understanding,"Mika Naito, Yoshimi Seki","Department of School Education, Joetsu University of Education, Japan; Department of School Education, Joetsu University of Education, Japan",150-164,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00748.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00748.x,30,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00748.x
Developmental Science,12, 1,2009,Behavioral genetic analyses of prosocial behavior in adolescents,"Alice M. Gregory, Jade H. Light-Häusermann, Frühling Rijsdijk, Thalia C. Eley"," Department of Psychology, Goldsmiths College, University of London, UK;  Social, Genetic, & Developmental Psychiatry Centre, Institute of Psychiatry, King's College London, UK;  Social, Genetic, & Developmental Psychiatry Centre, Institute of Psychiatry, King's College London, UK;  Social, Genetic, & Developmental Psychiatry Centre, Institute of Psychiatry, King's College London, UK;  Social, Genetic, & Developmental Psychiatry Centre, Institute of Psychiatry, King's College London, UK",165-174,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00739.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00739.x,55,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00739.x
Developmental Science,12, 1,2009,Motor and cognitive control in a normative sample of 7-year-olds,"Claudia M. Roebers, Marianne Kauer","School of Psychology, University of Bern, Switzerland; School of Psychology, University of Bern, Switzerland",175-181,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00755.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00755.x,177,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00755.x
Developmental Science,12, 1,2009,Early gesture selectively predicts later language learning,"Meredith L. Rowe, Susan Goldin-Meadow","Department of Psychology, University of Chicago, USA; Department of Psychology, University of Chicago, USA",182-187,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00764.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00764.x,238,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00764.x
Developmental Science,12, 1,2009,Preschoolers continue to trust a more accurate informant 1 week after exposure to accuracy information,"Kathleen Corriveau, Paul L. Harris","Harvard Graduate School of Education, USA; Harvard Graduate School of Education, USA",188-193,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00763.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00763.x,148,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00763.x
Developmental Science,12, 1,2009,Biological and environmental initial conditions shape the trajectories of cognitive and social-emotional development across the first years of life,"Ruth Feldman, Arthur I. Eidelman"," Department of Psychology and the Gonda Brain Sciences Center, Bar-Ilan University, Israel;  Hebrew University School of Medicine, Israel",194-200,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00761.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00761.x,129,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00761.x
Developmental Science,12, 1,2009,The narrow fellow in the grass: human infants associate snakes and fear,"Judy S. DeLoache, Vanessa LoBue","Department of Psychology, University of Virginia, USA; Department of Psychology, University of Virginia, USA",201-207,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00753.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00753.x,107,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00753.x
Developmental Science,12, 2,2009,Electrophysiological indices of memory for temporal order in early childhood: implications for the development of recollection,"Tracy Riggins, Neely C. Miller, Patricia J. Bauer, Michael K. Georgieff, Charles A. Nelson",". Department of Psychology, University of Maryland, USA; . Center for Neurobehavioral Development, University of Minnesota, USA; . Department of Psychology, Emory University, USA; . Department of Pediatrics & Center for Neurobehavioral Development, University of Minnesota, USA; . Harvard Medical School and Developmental Medicine Center, Children's Hospital Boston, USA",209-219,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00757.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00757.x,38,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00757.x
Developmental Science,12, 2,2009,Age-related changes in transient and oscillatory brain responses to auditory stimulation during early adolescence,"Catherine Poulsen, Terence W. Picton, Tomáš Paus",". Cognitive Neuroscience Unit, Montreal Neurological Institute, McGill University, Canada; . Rotman Research Institute at Baycrest, Toronto, Canada; . Cognitive Neuroscience Unit, Montreal Neurological Institute, McGill University, Canada; . Brain & Body Centre, University of Nottingham, UK",220-235,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00760.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00760.x,45,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00760.x
Developmental Science,12, 2,2009,Holistic processing for faces and cars in preschool-aged children and adults: evidence from the composite effect,"Viola Macchi Cassia, Marta Picozzi, Dana Kuefner, Emanuela Bricolo, Chiara Turati","Dipartimento di Psicologia, Università degli Studi di Milano-Bicocca, Italy; Dipartimento di Psicologia, Università degli Studi di Milano-Bicocca, Italy; Dipartimento di Psicologia, Università degli Studi di Milano-Bicocca, Italy; Dipartimento di Psicologia, Università degli Studi di Milano-Bicocca, Italy; Dipartimento di Psicologia, Università degli Studi di Milano-Bicocca, Italy",236-248,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00765.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00765.x,76,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00765.x
Developmental Science,12, 2,2009,Anticipatory concern: a study in autism,"Jessica A. Hobson, Ruth Harris, Rosa García-Pérez, R. Peter Hobson","Institute of Child Health, University College London, UK; Tavistock Clinic, London, UK; Institute of Child Health, University College London, UK; Tavistock Clinic, London, UK; Institute of Child Health, University College London, UK; Tavistock Clinic, London, UK",249-263,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00762.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00762.x,47,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00762.x
Developmental Science,12, 2,2009,Infants use shared experience to interpret pointing gestures,"Kristin Liebal, Tanya Behne, Malinda Carpenter, Michael Tomasello","Department of Developmental and Comparative Psychology, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany; Department of Developmental and Comparative Psychology, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany; School of Psychological Sciences, University of Manchester, UK; Department of Developmental and Comparative Psychology, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany; Department of Developmental and Comparative Psychology, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany",264-271,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00758.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00758.x,108,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00758.x
Developmental Science,12, 2,2009,Using the antisaccade task to investigate the relationship between the development of inhibition and the development of intelligence,"Fiona Michel, Mike Anderson","School of Psychology, University of Western Australia, Australia; School of Psychology, University of Western Australia, Australia",272-288,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00759.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00759.x,22,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00759.x
Developmental Science,12, 2,2009,Rethinking attentional development: reflexive and volitional orienting in children and adults,"Jelena Ristic, Alan Kingstone"," Department of Psychology, University of California Santa Barbara, USA;  Department of Psychology, University of British Columbia, Canada",289-296,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00756.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00756.x,46,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00756.x
Developmental Science,12, 2,2009,Embodied infant attention,"Steven S. Robertson, Sarah L. Johnson","Department of Human Development, Cornell University, USA; Department of Human Development, Cornell University, USA",297-304,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00766.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00766.x,14,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00766.x
Developmental Science,12, 2,2009,More than just another face in the crowd: superior detection of threatening facial expressions in children and adults,Vanessa LoBue,"Department of Psychology, University of Virginia, USA",305-313,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00767.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00767.x,112,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00767.x
Developmental Science,12, 2,2009,Ten-month-old infants use prior information to identify an actor's goal,"Jessica A. Sommerville, Catharyn C. Crane","Department of Psychology and Institute for Learning and Brain Sciences, University of Washington, USA; Department of Psychology and Institute for Learning and Brain Sciences, University of Washington, USA",314-325,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00787.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00787.x,25,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00787.x
Developmental Science,12, 2,2009,Adult brains don't fully overcome biases that lead to incorrect performance during cognitive development: an fMRI study in young adults completing a Piaget-like task,"Gaëlle Leroux, Jeanne Spiess, Laure Zago, Sandrine Rossi, Amélie Lubin, Marie-Renée Turbelin, Bernard Mazoyer, Nathalie Tzourio-Mazoyer, Olivier Houdé, Marc Joliot","Groupe d’Imagerie Neurofonctionnelle, Universities of Caen and Paris Descartes, Caen, France; Groupe d’Imagerie Neurofonctionnelle, Universities of Caen and Paris Descartes, Caen, France; Groupe d’Imagerie Neurofonctionnelle, Universities of Caen and Paris Descartes, Caen, France; Groupe d’Imagerie Neurofonctionnelle, Universities of Caen and Paris Descartes, Caen, France; Groupe d’Imagerie Neurofonctionnelle, Universities of Caen and Paris Descartes, Caen, France; Groupe d’Imagerie Neurofonctionnelle, Universities of Caen and Paris Descartes, Caen, France; Groupe d’Imagerie Neurofonctionnelle, Universities of Caen and Paris Descartes, Caen, France; . Institut Universitaire de France, Paris, France; Groupe d’Imagerie Neurofonctionnelle, Universities of Caen and Paris Descartes, Caen, France; Groupe d’Imagerie Neurofonctionnelle, Universities of Caen and Paris Descartes, Caen, France; . Institut Universitaire de France, Paris, France; Groupe d’Imagerie Neurofonctionnelle, Universities of Caen and Paris Descartes, Caen, France",326-338,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00785.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00785.x,28,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00785.x
Developmental Science,12, 2,2009,Speaker variability augments phonological processing in early word learning,"Gwyneth C. Rost, Bob McMurray","Department of Communication Sciences and Disorders, University of Iowa, USA; Department of Psychology, University of Iowa, USA",339-349,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00786.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00786.x,212,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00786.x
Developmental Science,12, 2,2009,Programmed to learn? The ontogeny of mirror neurons,"Marco Del Giudice, Valeria Manera, Christian Keysers","Center for Cognitive Science, Department of Psychology, University of Turin, Torino, Italy; Center for Cognitive Science, Department of Psychology, University of Turin, Torino, Italy; BCN NeuroImaging Center, University of Groningen, Groningen, The Netherlands",350-363,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00783.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00783.x,137,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00783.x
Developmental Science,12, 3,2009,Priming third-party ostracism increases affiliative imitation in children,"Harriet Over, Malinda Carpenter","Department of Developmental and Comparative Psychology, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany; School of Psychology, Cardiff University, UK; Department of Developmental and Comparative Psychology, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany",F1-F8,FAST-TRACK REPORT,https://doi.org/10.1111/j.1467-7687.2008.00820.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00820.x,188,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00820.x
Developmental Science,12, 3,2009,Core computational principles of language acquisition: can statistical learning do the job? Introduction to Special Section,"Bob McMurray, George Hollich"," Department of Psychology and the Delta Center, University of Iowa, Iowa City, USA;  Department of Psychology, Purdue University, West Lafayette, IN, USA",365-368,SPECIAL SECTION: CORE COMPUTATIONAL PRINCIPLES OF LANGUAGE ACQUISITION: CAN STATISTICAL LEARNING DO THE JOB,https://doi.org/10.1111/j.1467-7687.2009.00821.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00821.x,10,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00821.x
Developmental Science,12, 3,2009,Statistical learning of phonetic categories: insights from a computational approach,"Bob McMurray, Richard N. Aslin, Joseph C. Toscano",". Department of Psychology and the Delta Center, University of Iowa, Iowa City, USA; . Department of Brain and Cognitive Sciences, University of Rochester, Rochester, USA; . Department of Psychology and the Delta Center, University of Iowa, Iowa City, USA",369-378,SPECIAL SECTION: CORE COMPUTATIONAL PRINCIPLES OF LANGUAGE ACQUISITION: CAN STATISTICAL LEARNING DO THE JOB,https://doi.org/10.1111/j.1467-7687.2009.00822.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00822.x,107,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00822.x
Developmental Science,12, 3,2009,Comparing infants’ preference for correlated audiovisual speech with signal-level computational models,"George Hollich, Christopher G. Prince","Department of Psychological Sciences, Purdue University, West Lafayette, USA; Department of Computer Science, University of Minnesota Duluth, Duluth, USA",379-387,SPECIAL SECTION: CORE COMPUTATIONAL PRINCIPLES OF LANGUAGE ACQUISITION: CAN STATISTICAL LEARNING DO THE JOB,https://doi.org/10.1111/j.1467-7687.2009.00823.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00823.x,5,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00823.x
Developmental Science,12, 3,2009,The secret is in the sound: from unsegmented speech to lexical categories,"Morten H. Christiansen, Luca Onnis, Stephen A. Hockema",". Department of Psychology, Cornell University, Ithaca, USA; . Department of Second Language Studies, University of Hawaii, Honolulu, USA; . Faculty of Information Studies, University of Toronto, Toronto, Canada",388-395,SPECIAL SECTION: CORE COMPUTATIONAL PRINCIPLES OF LANGUAGE ACQUISITION: CAN STATISTICAL LEARNING DO THE JOB,https://doi.org/10.1111/j.1467-7687.2009.00824.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00824.x,23,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00824.x
Developmental Science,12, 3,2009,Categorizing words using ‘frequent frames’: what cross-linguistic analyses reveal about distributional acquisition strategies,"Emmanuel Chemla, Toben H. Mintz, Savita Bernal, Anne Christophe","Laboratoire de Sciences Cognitives et Psycholinguistique, DEC-ENS/EHESS, CNRS, Paris, France; University of Southern California, Los Angeles, USA; Laboratoire de Sciences Cognitives et Psycholinguistique, DEC-ENS/EHESS, CNRS, Paris, France; Laboratoire de Sciences Cognitives et Psycholinguistique, DEC-ENS/EHESS, CNRS, Paris, France; Maternité Port-Royal, AP-HP, Paris, France",396-406,SPECIAL SECTION: CORE COMPUTATIONAL PRINCIPLES OF LANGUAGE ACQUISITION: CAN STATISTICAL LEARNING DO THE JOB,https://doi.org/10.1111/j.1467-7687.2009.00825.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00825.x,50,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00825.x
Developmental Science,12, 3,2009,A core principle of studying language acquisition: it's a developmental system,"Larissa K. Samuelson, Melanie Soderstrom, Erin Conwell, Naomi Feldman, James Morgan","Department of Psychology and Delta Center, University of Iowa, Iowa City, USA",407-409,SPECIAL SECTION: CORE COMPUTATIONAL PRINCIPLES OF LANGUAGE ACQUISITION: CAN STATISTICAL LEARNING DO THE JOB,https://doi.org/10.1111/j.1467-7687.2009.00826.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00826.x,1,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00826.x
Developmental Science,12, 3,2009,A core principle of studying language acquisition: it's a developmental system,Larissa K. Samuelson,"Department of Psychology and Delta Center, University of Iowa, Iowa City, USA",407-409,SPECIAL SECTION: CORE COMPUTATIONAL PRINCIPLES OF LANGUAGE ACQUISITION: CAN STATISTICAL LEARNING DO THE JOB,https://doi.org/10.1111/j.1467-7687.2009.00826.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00826.x,1,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00826.x
Developmental Science,12, 3,2009,The learner as statistician: three principles of computational success in language acquisition,"Melanie Soderstrom, Erin Conwell, Naomi Feldman, James Morgan","Department of Psychology, University of Manitoba, Winnipeg, Canada; Department of Psychology, Harvard University, Cambridge, USA; . Department of Cognitive and Linguistic Sciences, Brown University, Providence, USA; . Department of Cognitive and Linguistic Sciences, Brown University, Providence, USA",409-411,SPECIAL SECTION: CORE COMPUTATIONAL PRINCIPLES OF LANGUAGE ACQUISITION: CAN STATISTICAL LEARNING DO THE JOB,https://doi.org/10.1111/j.1467-7687.2009.00827.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00827.x,8,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00827.x
Developmental Science,12, 3,2009,Fourteen-month-old infants learn similar-sounding words,"Katherine A. Yoshida, Christopher T. Fennell, Daniel Swingley, Janet F. Werker",". Department of Psychology, University of British Columbia, Canada; . School of Psychology, University of Ottawa, Canada; . Department of Psychology, University of Pennsylvania, USA; . Department of Psychology, University of British Columbia, Canada",412-418,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00789.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00789.x,124,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00789.x
Developmental Science,12, 3,2009,French-learning toddlers use gender information on determiners during word recognition,"Marieke Van Heugten, Rushen Shi","Département de psychologie, Université du Québec à Montréal, Canada; Department of Psychology, University of Toronto, Canada; Département de psychologie, Université du Québec à Montréal, Canada",419-425,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00788.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00788.x,60,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00788.x
Developmental Science,12, 3,2009,Choosing your informant: weighing familiarity and recent accuracy,"Kathleen Corriveau, Paul L. Harris","Harvard Graduate School of Education, USA; Harvard Graduate School of Education, USA",426-437,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00792.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00792.x,272,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00792.x
Developmental Science,12, 3,2009,The development of change blindness: children's attentional priorities whilst viewing naturalistic scenes,"S. Fletcher-Watson, J.M. Collis, J.M. Findlay, S.R. Leekam","Department of Psychology, University of Durham, Durham, UK; Department of Psychology, University of Durham, Durham, UK; Department of Psychology, University of Durham, Durham, UK; Department of Psychology, University of Durham, Durham, UK",438-445,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00784.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00784.x,22,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00784.x
Developmental Science,12, 3,2009,Plasticity of ability to form cross-modal representations in infant Japanese macaques,"Ikuma Adachi, Hiroko Kuwahata, Kazuo Fujita, Masaki Tomonaga, Tetsuro Matsuzawa","Department of Psychology, Graduate School of Letters, Kyoto University, Japan; Department of Psychology, Graduate School of Letters, Kyoto University, Japan; Department of Psychology, Graduate School of Letters, Kyoto University, Japan; Section of Language and Intelligence, Primate Research Institute, Kyoto University, Japan; Section of Language and Intelligence, Primate Research Institute, Kyoto University, Japan",446-452,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00780.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00780.x,14,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00780.x
Developmental Science,12, 3,2009,The relative salience of discrete and continuous quantity in young infants,"Sara Cordes, Elizabeth M. Brannon","Duke University Center for Cognitive Neuroscience, Durham, USA; Duke University Center for Cognitive Neuroscience, Durham, USA",453-463,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00781.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00781.x,59,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00781.x
Developmental Science,12, 3,2009,The race that precedes coactivation: development of multisensory facilitation in children,"Ayla Barutchu, David P Crewther, Sheila G. Crewther","School of Psychological Science, La Trobe University, Bundoora, Australia; School of Psychological Science, La Trobe University, Bundoora, Australia; Brain Sciences Institute, Swinburne University, Hawthorn, Australia; School of Psychological Science, La Trobe University, Bundoora, Australia",464-473,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00782.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00782.x,76,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00782.x
Developmental Science,12, 3,2009,Increasing convergence between imagined and executed movement across development: evidence for the emergence of movement representations,"Karen Caeyenberghs, Peter H. Wilson, Dominique Van Roon, Stephan P. Swinnen, Bouwien C.M. Smits-Engelsman","Department of Biomedical Kinesiology, K.U.Leuven, Belgium; School of Health Sciences, RMIT University, Australia; Department of Biomedical Kinesiology, K.U.Leuven, Belgium; Department of Biomedical Kinesiology, K.U.Leuven, Belgium; Department of Biomedical Kinesiology, K.U.Leuven, Belgium; Avans+, University for Professionals, Breda, The Netherlands",474-483,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00803.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00803.x,53,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00803.x
Developmental Science,12, 3,2009,Synaesthesia: learned or lost?,"Roi Cohen Kadosh, Avishai Henik, Vincent Walsh","Institute of Cognitive Neuroscience & Department of Psychology, University College London, UK; Department of Psychology, Ben-Gurion University of the Negev, Israel; Institute of Cognitive Neuroscience & Department of Psychology, University College London, UK",484-491,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00798.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00798.x,18,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00798.x
Developmental Science,12, 3,N/A,Face processing at birth: a Thatcher illusion study,"Irene Leo, Francesca Simion",N/A,492-498,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00791.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00791.x,N/A,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00791.x
