Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link,Citations
Psychological Science,17,8,2006,Reducing Sedentary Behavior: The Relationship Between Park Area and the Physical Activity of Youth,"Leonard H. Epstein, Samina Raja, Samuel S. Gold, Rocco A. Paluch","Department of Pediatrics, University at Buffalo; Department of Urban and Regional Planning, University at Buffalo; Council of Governments of the Central Naugatuck Valley, Waterbury, CT; Department of Pediatrics, University at Buffalo; Department of Biostatistics, University at Buffalo; Department of Pediatrics, University at Buffalo",pp. 654–659,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01761.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01761.x,84
Psychological Science,17,8,2006,How Do I Love Thee? Let Me Count the Words: The Social Effects of Expressive Writing,"Richard B. Slatcher, James W. Pennebaker",The University of Texas at Austin,pp. 660–664,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01762.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01762.x,116
Psychological Science,17,8,2006,When Actions Speak Louder Than Words: Improving Children's Flexibility in a Card-Sorting Task,"Jennifer J. Brace, J. Bruce Morton, Yuko Munakata","University of Colorado at Boulder; University of Western Ontario, London, Ontario, Canada; University of Colorado at Boulder",pp. 665–669,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01763.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01763.x,42
Psychological Science,17,8,2006,Naps Promote Abstraction in Language-Learning Infants,"Rebecca L. Gómez, Richard R. Bootzin, Lynn Nadel",University of Arizona,pp. 670–674,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01764.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01764.x,271
Psychological Science,17,8,2006,Individual Differences in Second-Language Proficiency: Does Musical Ability Matter?,"L. Robert Slevc, Akira Miyake","University of California, San Diego; University of Colorado, Boulder",pp. 675–681,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01765.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01765.x,209
Psychological Science,17,8,2006,Comparing Sign Language and Speech Reveals a Universal Limit on Short-Term Memory Capacity,"Margaret Wilson, Karen Emmorey","University of California, Santa Cruz; San Diego State University",pp. 682–683,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01766.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01766.x,35
Psychological Science,17,8,2006,Learning Words and Rules: Abstract Knowledge of Word Order in Early Sentence Comprehension,"Yael Gertner, Cynthia Fisher, Julie Eisengart",University of Illinois; University of Illinois; Northwestern University Feinberg School of Medicine,pp. 684–691,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01767.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01767.x,192
Psychological Science,17,8,2006,It's the Thought That Counts: Specific Brain Regions for One Component of Theory of Mind,"Rebecca Saxe, Lindsey J. Powell","Department of Psychology, Harvard University; Department of Brain and Cognitive Sciences, MIT; Department of Psychology, Harvard University",pp. 692–699,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01768.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01768.x,542
Psychological Science,17,8,2006,"When Memory Fails, Intuition Reigns: Midazolam Enhances Implicit Inference in Humans","Michael J. Frank, Randall C. O'Reilly, Tim Curran","Department of Psychology and Program in Neuroscience, University of Arizona; Department of Psychology, University of Colorado at Boulder; Department of Psychology, University of Colorado at Boulder",pp. 700–707,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01769.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01769.x,80
Psychological Science,17,8,2006,Earliest Recollections of Self and Others in European American and Taiwanese Young Adults,Qi Wang,Cornell University,pp. 708–714,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01770.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01770.x,85
Psychological Science,17,8,2006,Nonproportional Sampling and the Amplification of Correlations,"Yaakov Kareev, Klaus Fiedler","The Hebrew University of Jerusalem, Jerusalem, Israel; University of Heidelberg, Heidelberg, Germany",pp. 715–720,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01771.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01771.x,12
Psychological Science,17,8,2006,Hypnotic Suggestion Modulates Cognitive Conflict: The Case of the Flanker Compatibility Effect,"Cristina Iani, Federico Ricci, Elena Gherri, Sandro Rubichi","Università di Modena e Reggio Emilia, Reggio Emilia, Italy",pp. 721–727,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01772.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01772.x,43
Psychological Science,17,8,2006,Object-Based Anisotropies in the Flash-Lag Effect,"Katsumi Watanabe, Kenji Yokoi","The University of Tokyo, Tokyo, Japan; National Institute of Advanced Industrial Science and Technology, Tsukuba, Japan; Japan Science and Technology Agency, Kawaguchi, Japan; The University of Tokyo, Tokyo, Japan",pp. 728–735,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01773.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01773.x,12
Psychological Science,17,9,2006,Language and Action Control: The Acquisition of Action Goals in Early Childhood,"Jutta Kray, Rena Eenshuistra, Hannah Kerstner, Maaike Weidema, Bernhard Hommel","Saarland University, Saarbrücken, Germany; Leiden University, Leiden, The Netherlands; Saarland University, Saarbrücken, Germany; Leiden University, Leiden, The Netherlands; Leiden University, Leiden, The Netherlands",pp. 737–741,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01774.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01774.x,22
Psychological Science,17,9,2006,Examining the Word Identification Stages Hypothesized by the E-Z Reader Model,"Eyal M. Reingold, Keith Rayner","University of Toronto at Mississauga, Mississauga, Ontario, Canada; University of Massachusetts, Amherst",pp. 742–746,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01775.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01775.x,56
Psychological Science,17,9,2006,Tactful or Doubtful?: Expectations of Politeness Explain the Severity Bias in the Interpretation of Probability Phrases,"Jean-François Bonnefon, Gaëlle Villejoubert","Laboratoire Travail et Cognition, Centre National de la Recherche Scientifique, Toulouse, France; Leeds University Business School, the University of Leeds, Leeds, United Kingdom",pp. 747–751,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01776.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01776.x,64
Psychological Science,17,9,2006,Attention Speeds Binocular Rivalry,"Chris L.E. Paffen, David Alais, Frans A.J. Verstraten","Experimental Psychology, Helmholtz Institute, Universiteit Utrecht, Utrecht, The Netherlands; Department of Physiology and Institute for Biomedical Research, School of Medical Science, University of Sydney, New South Wales, Australia; Experimental Psychology, Helmholtz Institute, Universiteit Utrecht, Utrecht, The Netherlands",pp. 752–756,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01777.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01777.x,85
Psychological Science,17,9,2006,Adults Don't Always Know Best: Preschoolers Use Past Reliability Over Age When Learning New Words,"Vikram K. Jaswal, Leslie A. Neely",University of Virginia,pp. 757–758,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01778.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01778.x,320
Psychological Science,17,9,2006,Beliefs About Essences and the Reality of Mental Disorders,"Woo-kyoung Ahn, Elizabeth H. Flanagan, Jessecae K. Marsh, Charles A. Sanislow",Yale University,pp. 759–766,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01779.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01779.x,54
Psychological Science,17,9,2006,Optimal Predictions in Everyday Cognition,"Thomas L. Griffiths, Joshua B. Tenenbaum","Department of Cognitive and Linguistic Sciences, Brown University, and; Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology",pp. 767–773,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01780.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01780.x,296
Psychological Science,17,9,2006,On How to Be Unpredictable: Evidence From the Voluntary Task-Switching Paradigm,"Ulrich Mayr, Theodor Bell",University of Oregon,pp. 774–780,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01781.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01781.x,89
Psychological Science,17,9,2006,Rapid Development of Feature Binding in Visual Short-Term Memory,"Lisa M. Oakes, Shannon Ross-Sheehy, Steven J. Luck","University of Iowa, Iowa City",pp. 781–787,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01782.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01782.x,78
Psychological Science,17,9,2006,Motor Limitation in Dual-Task Processing Under Ballistic Movement Conditions,"Rolf Ulrich, Susana Ruiz Fernández, Ines Jentzsch, Bettina Rolke","University of Tübingen, Tübingen, Germany;; University of Tübingen, Tübingen, Germany;; University of St. Andrews, St. Andrews, Scotland, United Kingdom; and; University of Tübingen, Tübingen, Germany;; University of Tübingen, Tübingen, Germany;; University of Glasgow, Glasgow, Scotland, United Kingdom",pp. 788–793,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01783.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01783.x,29
Psychological Science,17,9,2006,Moving Farther but Faster: An Exception to Fitts's Law,"Jos J. Adam, Robin Mol, Jay Pratt, Martin H. Fischer","Department of Movement Sciences, University of Maastricht, Maastricht, The Netherlands; Department of Movement Sciences, University of Maastricht, Maastricht, The Netherlands; Department of Psychology, University of Toronto, Toronto, Ontario, Canada; and; Department of Psychology, University of Dundee, Dundee, Scotland",pp. 794–798,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01784.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01784.x,41
Psychological Science,17,9,2006,Prototypes Are Attractive Because They Are Easy on the Mind,"Piotr Winkielman, Jamin Halberstadt, Tedra Fazendeiro, Steve Catty","University of California, San Diego; University of Otago, Dunedin, New Zealand; and; University of Denver; University of Otago, Dunedin, New Zealand; and",pp. 799–806,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01785.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01785.x,329
Psychological Science,17,9,2006,Manic Thinking: Independent Effects of Thought Speed and Thought Content on Mood,"Emily Pronin, Daniel M. Wegner",Princeton University and; Harvard University,pp. 807–813,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01786.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01786.x,33
Psychological Science,17,9,2006,"Contextual Diversity, Not Word Frequency, Determines Word-Naming and Lexical Decision Times","James S. Adelman, Gordon D.A. Brown, José F. Quesada","University of Warwick, Coventry, United Kingdom",pp. 814–823,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01787.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01787.x,274
Psychological Science,17,10,2006,Decoupling Neural Networks From Reality: Dissociative Experiences in Torture Victims Are Reflected in Abnormal Brain Waves in Left Frontal Cortex,"William J. Ray, Michael Odenwald, Frank Neuner, Maggie Schauer","University of Konstanz and Center for Psychiatry, Reichenau, Germany; Penn State University; University of Konstanz and Center for Psychiatry, Reichenau, Germany; University of Konstanz and Center for Psychiatry, Reichenau, Germany; University of Konstanz and Center for Psychiatry, Reichenau, Germany; University of Konstanz and Center for Psychiatry, Reichenau, Germany; University of Konstanz and Center for Psychiatry, Reichenau, Germany; University of Konstanz and Center for Psychiatry, Reichenau, Germany; University of Konstanz and Center for Psychiatry, Reichenau, Germany",pp. 825–829,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01788.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01788.x,26
Psychological Science,17,10,2006,"Major Histocompatibility Complex Alleles, Sexual Responsivity, and Unfaithfulness in Romantic Couples","Christine E. Garver-Apgar, Steven W. Gangestad, Randy Thornhill","Department of Psychology, University of New Mexico, Albuquerque; Department of Psychology, University of New Mexico, Albuquerque; Department of Biology, University of New Mexico, Albuquerque; Department of Biology, University of New Mexico, Albuquerque; Department of Biology, University of New Mexico, Albuquerque",pp. 830–835,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01789.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01789.x,131
Psychological Science,17,10,2006,They All Look the Same to Me (Unless They're Angry): From Out-Group Homogeneity to Out-Group Heterogeneity,"Joshua M. Ackerman, Jenessa R. Shapiro, Steven L. Neuberg","Arizona State University, Vancouver, British Columbia, Canada; Arizona State University, Vancouver, British Columbia, Canada; Arizona State University, Vancouver, British Columbia, Canada; Arizona State University, Vancouver, British Columbia, Canada; Arizona State University, Vancouver, British Columbia, Canada; Arizona State University, Vancouver, British Columbia, Canada; Florida State University, Vancouver, British Columbia, Canada; University of British Columbia, Vancouver, British Columbia, Canada",pp. 836–840,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01790.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01790.x,205
Psychological Science,17,10,2006,Is Belief Reasoning Automatic?,"Ian A. Apperly, Kevin J. Riggs, Andrew Simpson, Claudia Chiavarino, Dana Samson","University of Birmingham, Birmingham, United Kingdom; London Metropolitan University, London, United Kingdom; London Metropolitan University, London, United Kingdom; University of Birmingham, Birmingham, United Kingdom; University of Birmingham, Birmingham, United Kingdom",pp. 841–844,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01791.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01791.x,125
Psychological Science,17,10,2006,Children's Biased Evaluations of Lucky Versus Unlucky People and Their Social Groups,"Kristina R. Olson, Mahzarin R. Banaji, Carol S. Dweck, Elizabeth S. Spelke",Harvard University; Harvard University; Stanford University; Harvard University,pp. 845–846,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01792.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01792.x,49
Psychological Science,17,10,2006,Dehumanizing the Lowest of the Low: Neuroimaging Responses to Extreme Out-Groups,"Lasana T. Harris, Susan T. Fiske","Department of Psychology; Center for the Study of Brain, Mind, and Behavior; Princeton University",pp. 847–853,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01793.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01793.x,652
Psychological Science,17,10,2006,Fitting in Matters: Markers of In-Group Belonging and Academic Outcomes,"Daphna Oyserman, Daniel Brickman, Deborah Bybee, Aaron Celious","Institute for Social Research, The University of Michigan",pp. 854–861,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01794.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01794.x,51
Psychological Science,17,10,2006,The Contact Hypothesis Revisited: Status Bias in the Reduction of Implicit Prejudice in the United States and Lebanon,"P.J. Henry, Curtis D. Hardin","DePaul University, The City University of New York; Brooklyn College and the Graduate Center, The City University of New York",pp. 862–868,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01795.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01795.x,50
Psychological Science,17,10,2006,Heterosocial Perceptual Organization: Application of the Choice Model to Sexual Coercion,"Coreen Farris, Richard J. Viken, Teresa A. Treat, Richard M. McFall",Indiana University; Indiana University; Yale University; Indiana University,pp. 869–875,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01796.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01796.x,31
Psychological Science,17,10,2006,What You See Is What You Get: Functional Equivalence of a Perceptually Filled-In Surface and a Physically Presented Stimulus,"Alejandro Lleras, Cathleen M. Moore",The University of Illinois at Urbana-Champaign; Penn State University,pp. 876–881,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01797.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01797.x,4
Psychological Science,17,10,2006,The Prepared Mind: Neural Activity Prior to Problem Presentation Predicts Subsequent Solution by Sudden Insight,"John Kounios, Jennifer L. Frymiare, Edward M. Bowden, Jessica I. Fleck","Department of Psychology, Drexel University; Department of Psychology, University of Wisconsin-Madison; Department of Psychology and Cognitive Brain Mapping Group, Northwestern University; Department of Psychology, Drexel University; Department of Psychology and Cognitive Brain Mapping Group, Northwestern University; Department of Psychology and Cognitive Brain Mapping Group, Northwestern University; Department of Psychology and Cognitive Brain Mapping Group, Northwestern University",pp. 882–890,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01798.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01798.x,252
Psychological Science,17,10,2006,Sleep Facilitates Consolidation of Emotional Declarative Memory,"Peter Hu, Melinda Stylos-Allan, Matthew P. Walker","Sleep and Neuroimaging Laboratory, Department of Psychiatry, Beth Israel Deaconess Medical Center, Harvard Medical School",pp. 891–898,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01799.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01799.x,264
Psychological Science,17,10,2006,Choosing an Inferior Alternative,"J. Edward Russo, Kurt A. Carlson, Margaret G. Meloy","Johnson Graduate School of Management, Cornell University; Fuqua School of Business, Duke University; Smeal School of Business, The Pennsylvania State University",pp. 899–904,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01800.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01800.x,65
Psychological Science,17,10,2006,Statistical Learning Within and Between Modalities: Pitting Abstract Against Stimulus-Specific Representations,"Christopher M. Conway, Morten H. Christiansen",Indiana University; Cornell University,pp. 905–912,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01801.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01801.x,180
Psychological Science,17,10,2006,Black Americans Reduce the Racial IQ Gap: Evidence From Standardization Samples,"William T. Dickens, James R. Flynn","Economic Studies, Brookings Institution, Washington, DC; Department of Political Studies, University of Otago, Dunedin, New Zealand",pp. 913–920,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01802.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01802.x,74
Psychological Science,17,10,2006,The Totality of Available Evidence Shows the Race IQ Gap Still Remains,"J. Philippe Rushton, Arthur R. Jensen","The University of Western Ontario, London, Ontario, Canada; The University of California at Berkeley",pp. 921–922,Article commentary,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01803.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01803.x,20
Psychological Science,17,10,2006,Common Ground and Differences,"William T. Dickens, James R. Flynn","Economic Studies, Brookings Institution, Washington, DC; Department of Political Studies, University of Otago, Dunedin, New Zealand",pp. 923–924,Article commentary,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01804.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01804.x,5
Psychological Science,17,11,2006,Nonconscious Priming After 17 Years: Invulnerable Implicit Memory?,David B. Mitchell,Kennesaw State University,pp. 925–929,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01805.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01805.x,70
Psychological Science,17,11,2006,Becoming a Face Expert,"Catherine J. Mondloch, Daphne Maurer, Sara Ahola","Brock University, St. Catharines, Ontario, Canada; McMaster University, Hamilton, Ontario, Canada; McMaster University, Hamilton, Ontario, Canada",pp. 930–934,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01806.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01806.x,110
Psychological Science,17,11,2006,Can Florida Become Like the Next Florida?: When Metaphoric Comparisons Fail,"Sam Glucksberg, Catrinel Haught",Princeton University,pp. 935–938,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01807.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01807.x,36
Psychological Science,17,11,2006,Hungry for Money: The Desire for Caloric Resources Increases the Desire for Financial Resources and Vice Versa,"Barbara Briers, Mario Pandelaere, Siegfried Dewitte, Luk Warlop","HEC School of Management, Paris, France; School for Mass Communication Research, Katholieke Universiteit Leuven, Leuven, Belgium; Department of Marketing and Organization, Katholieke Universiteit Leuven, Leuven, Belgium; Department of Marketing and Organization, Katholieke Universiteit Leuven, Leuven, Belgium",pp. 939–943,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01808.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01808.x,154
Psychological Science,17,11,2006,Choking and Excelling Under Pressure,"Arthur B. Markman, W. Todd Maddox, Darrell A. Worthy",University of Texas at Austin,pp. 944–948,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01809.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01809.x,87
Psychological Science,17,11,2006,Color Blindness and Interracial Interaction: Playing the Political Correctness Game,"Michael I. Norton, Samuel R. Sommers, Evan P. Apfelbaum, Natassia Pura, Dan Ariely",Harvard Business School; Tufts University; Tufts University; Tufts University; Massachusetts Institute of Technology,pp. 949–953,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01810.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01810.x,146
Psychological Science,17,11,2006,Of Two Minds: Forming and Changing Valence-Inconsistent Implicit and Explicit Attitudes,"Robert J. Rydell, Allen R. McConnell, Diane M. Mackie, Laura M. Strain","University of California, Santa Barbara; Miami University; University of California, Santa Barbara; Miami University",pp. 954–958,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01811.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01811.x,145
Psychological Science,17,11,2006,Accentuate the Negative: The Positive Effects of Negative Acknowledgment,"Andrew Ward, Lyle Brenner",Swarthmore College; University of Florida,pp. 959–962,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01812.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01812.x,25
Psychological Science,17,11,2006,From Affective Valence to Motivational Direction: The Frontal Asymmetry of Emotion Revised,"Jack van Honk, Dennis J.L.G. Schutter","Utrecht University, Utrecht, The Netherlands",pp. 963–965,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01813.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01813.x,95
Psychological Science,17,11,2006,Pigeons See Correspondence Between Objects and Their Pictures,"Marcia L. Spetch, Alinda Friedman","University of Alberta, Edmonton, Alberta, Canada",pp. 966–972,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01814.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01814.x,23
Psychological Science,17,11,2006,"Attentional Cues in Real Scenes, Saccadic Targeting, and Bayesian Priors","Miguel P. Eckstein, Barbara A. Drescher, Steven S. Shimozaki","University of California, Santa Barbara",pp. 973–980,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01815.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01815.x,96
Psychological Science,17,11,2006,Humans Rapidly Estimate Expected Gain in Movement Planning,"Julia Trommershäuser, Michael S. Landy, Laurence T. Maloney","Department of Psychology, Giessen University, Giessen, Germany, and; Department of Psychology and Center for Neural Science, New York University; Department of Psychology and Center for Neural Science, New York University",pp. 981–988,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01816.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01816.x,63
Psychological Science,17,11,2006,Are Juvenile Offenders Extreme Future Discounters?,"Margo Wilson, Martin Daly","McMaster University, Hamilton, Ontario, Canada",pp. 989–994,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01817.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01817.x,43
Psychological Science,17,11,2006,Attenuating the Link Between Threatened Egotism and Aggression,"Sara Konrath, Brad J. Bushman, W. Keith Campbell","University of Michigan; University of Michigan; Vrije Universiteit, Amsterdam, The Netherlands; University of Georgia",pp. 995–1001,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01818.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01818.x,115
Psychological Science,17,11,2006,Forgetting of Prior Remembering in Persons Reporting Recovered Memories of Childhood Sexual Abuse,"Elke Geraerts, Michelle M. Arnold, D. Stephen Lindsay","Department of Experimental Psychology, Maastricht University, Maastricht, The Netherlands; School of Psychology, University of Southampton, Southampton, United Kingdom; Department of Psychology, University of Victoria, Victoria, British Columbia, Canada; Department of Experimental Psychology, Maastricht University, Maastricht, The Netherlands; Faculty of Law, Maastricht University, Maastricht, The Netherlands; Department of Experimental Psychology, Maastricht University, Maastricht, The Netherlands; Department of Experimental Psychology, Maastricht University, Maastricht, The Netherlands",pp. 1002–1008,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01819.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01819.x,36
Psychological Science,17,12,2006,Vision Following Extended Congenital Blindness,"Yuri Ostrovsky, Aaron Andalman, Pawan Sinha","Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology",pp. 1009–1014,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01827.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01827.x,115
Psychological Science,17,12,2006,Object Substitution Masking Interferes With Semantic Processing: Evidence From Event-Related Potentials,"Jason E. Reiss, James E. Hoffman",University of Delaware,pp. 1015–1020,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01820.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01820.x,21
Psychological Science,17,12,2006,The Time Course of Orthographic and Phonological Code Activation,"Jonathan Grainger, Kristi Kiyonaga, Phillip J. Holcomb","CNRS and University of Provence, Marseille, France; Tufts University; Tufts University",pp. 1021–1026,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01821.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01821.x,175
Psychological Science,17,12,2006,Satisfaction Guaranteed: The Effect of Spatial Biases on Responses to Likert Scales,"Michael E.R. Nicholls, Catherine A. Orr, Matia Okubo, Andrea Loftus","University of Melbourne, Parkville, Victoria, Australia",pp. 1027–1028,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01822.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2006.01822.x,45
