Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link
Psychonomic Bulletin & Review,17,4,2010,Erratum to: Judging familiarity and emotion from very brief musical excerpts,"Filipic, S., Tillmann, B., Bigand, E.",N/A,601-601,Erratum,https://doi.org/10.3758/PBR.17.4.601,https://link.springer.com/content/pdf/10.3758/PBR.17.4.601.pdf
Psychonomic Bulletin & Review,17,4,2010,Cuing effects of faces are dependent on handedness and visual field,"Ferneyhough, Emma, Stanley, Damian A., Phelps, Elizabeth A., Carrasco, Marisa","Psychology Department, New York University, 6 Washington Place, 10003, New York, NY",529-535,Brief Reports,https://doi.org/10.3758/PBR.17.4.529,https://link.springer.com/content/pdf/10.3758/PBR.17.4.529.pdf
Psychonomic Bulletin & Review,17,4,2010,Subjective recalibration of advisors' probability estimates,"Shlomi, Yaron, Wallsten, Thomas S.","Department of Psychology, University of Maryland, 20742-4411, College Park, MD",492-498,Brief Reports,https://doi.org/10.3758/PBR.17.4.492,https://link.springer.com/content/pdf/10.3758/PBR.17.4.492.pdf
Psychonomic Bulletin & Review,17,4,2010,Toward a complete decision model of item and source recognition: A discrete-state approach,"Klauer, Karl Christoph, Kellen, David","Institut für Psychologie, Albert-Ludwigs-Universität Freiburg, D-79085, Freiburg, Germany; University of Lisbon, Lisbon, Portugal",465-478,Theoretical and Review Articles,https://doi.org/10.3758/PBR.17.4.465,https://link.springer.com/content/pdf/10.3758/PBR.17.4.465.pdf
Psychonomic Bulletin & Review,17,4,2010,Biased feedback in spatial recall yields a violation of delta rule learning,"Lipinski, John, Spencer, John P., Samuelson, Larissa K.","Institut für Neuroinformatik, Ruhr-Universität Bochum, Universitätsstr. 150, Gebäude ND, Raum NDEF 04/589b, 44780, Bochum, Germany; University of Iowa, Iowa City, Iowa",581-588,Brief Reports,https://doi.org/10.3758/PBR.17.4.581,https://link.springer.com/content/pdf/10.3758/PBR.17.4.581.pdf
Psychonomic Bulletin & Review,17,4,2010,Supertaskers: Profiles in extraordinary multitasking ability,"Watson, Jason M., Strayer, David L.","Department of Psychology, University of Utah, 380 S. 1530 E. RM 502, 84112, Salt Lake City, UT",479-485,Brief Reports,https://doi.org/10.3758/PBR.17.4.479,https://link.springer.com/content/pdf/10.3758/PBR.17.4.479.pdf
Psychonomic Bulletin & Review,17,4,2010,Do young chimpanzees have extraordinary working memory?,"Cook, Peter, Wilson, Margaret","Department of Cognitive Psychology, University of California, 95064, Santa Cruz, CA",599-600,Notes and Comment,https://doi.org/10.3758/PBR.17.4.599,https://link.springer.com/content/pdf/10.3758/PBR.17.4.599.pdf
Psychonomic Bulletin & Review,17,4,2010,Value associations of irrelevant stimuli modify rapid visual orienting,"Rutherford, Helena J. V., O'Brien, Jennifer L., Raymond, Jane E.","School of Psychology, Bangor University, Brigantia Building, Penrallt Road, LL57 2AS, Bangor, Gwynedd, Wales",536-542,Brief Reports,https://doi.org/10.3758/PBR.17.4.536,https://link.springer.com/content/pdf/10.3758/PBR.17.4.536.pdf
Psychonomic Bulletin & Review,17,4,2010,Sample size bias in the estimation of means,"Smith, Andrew R., Price, Paul C.","Department of Psychology, University of Iowa, 52242, Iowa City, IA; California State University, Fresno, California",499-503,Brief Reports,https://doi.org/10.3758/PBR.17.4.499,https://link.springer.com/content/pdf/10.3758/PBR.17.4.499.pdf
Psychonomic Bulletin & Review,17,4,2010,Exemplar models as a mechanism for performing Bayesian inference,"Shi, Lei, Griffiths, Thomas L., Feldman, Naomi H., Sanborn, Adam N.","Department of Psychology, University of California, Berkeley, 3210 Tolman Hall #1650, 94720-1650, Berkeley, CA; Brown University, Providence, Rhode Island; University College London, London, England",443-464,Theoretical and Review Articles,https://doi.org/10.3758/PBR.17.4.443,https://link.springer.com/content/pdf/10.3758/PBR.17.4.443.pdf
Psychonomic Bulletin & Review,17,5,2010,"Quantity, not quality: the relationship between fluid intelligence and working memory capacity","Fukuda, Keisuke, Vogel, Edward, Mayr, Ulrich, Awh, Edward","Department of Psychology, University of Oregon, 1227 University of Oregon, 97405, Eugene, OR",673-679,Brief Reports,https://doi.org/10.3758/17.5.673,https://link.springer.com/content/pdf/10.3758/17.5.673.pdf
Psychonomic Bulletin & Review,17,4,2010,The action dynamics of overcoming the truth,"Duran, Nicholas D., Dale, Rick, McNamara, Danielle S.","Department of Psychology, University of Memphis, 202 Psychology Building, 38152-3230, Memphis, TN",486-491,Brief Reports,https://doi.org/10.3758/PBR.17.4.486,https://link.springer.com/content/pdf/10.3758/PBR.17.4.486.pdf
Psychonomic Bulletin & Review,17,5,2010,Eye—response lags during a continuous monitoring task,"Howard, Christina J., Troscianko, Tom, Gilchrist, Iain D.","Department of Experimental Psychology, University of Bristol, 12A Priory Road, BS8 1TU, Bristol, England",710-717,Brief Reports,https://doi.org/10.3758/PBR.17.5.710,https://link.springer.com/content/pdf/10.3758/PBR.17.5.710.pdf
Psychonomic Bulletin & Review,17,5,2010,Retrieval-induced forgetting in young children,"Aslan, Alp, Bäuml, Karl-Heinz T.","Department of Experimental Psychology, Regensburg University, 93040, Regensburg, Germany",704-709,Brief Reports,https://doi.org/10.3758/PBR.17.5.704,https://link.springer.com/content/pdf/10.3758/PBR.17.5.704.pdf
Psychonomic Bulletin & Review,17,5,2010,Now you see it … and now again: Semantic interference reflects lexical competition in speech production with and without articulation,"Abdel Rahman, Rasha, Aristei, Sabrina","Humboldt-Universität zu Berlin, Rudower Chaussee 18, 12489, Berlin, Germany",657-661,Brief Reports,https://doi.org/10.3758/PBR.17.5.657,https://link.springer.com/content/pdf/10.3758/PBR.17.5.657.pdf
Psychonomic Bulletin & Review,17,5,2010,Sequence effects in estimating spatial location,"Crawford, L. Elizabeth, Duffy, Sean","Department of Psychology, University of Richmond, 28 Westhampton Way, 23173, Richmond, VA; Rutgers University, Camden, New Jersey",725-730,Brief Reports,https://doi.org/10.3758/PBR.17.5.725,https://link.springer.com/content/pdf/10.3758/PBR.17.5.725.pdf
Psychonomic Bulletin & Review,17,5,2010,Representing serial action and perception,"Abrahamse, Elger L., Jiménez, Luis, Verwey, Willem B., Clegg, Benjamin A.","Department of Cognitive Psychology and Ergonomics, Faculty of Behavioral Sciences, University of Twente, P.O. Box 217, 7500 AE, Enschede, The Netherlands; University of Santiago, Santiago, Spain; Colorado State University, Fort Collins, Colorado",603-623,Theoretical and Review Articles,https://doi.org/10.3758/PBR.17.5.603,https://link.springer.com/content/pdf/10.3758/PBR.17.5.603.pdf
Psychonomic Bulletin & Review,17,5,2010,Subtle linguistic cues influence perceived blame and financial liability,"Fausey, Caitlin M., Boroditsky, Lera","Department of Psychological and Brain Sciences, Indiana University, 1101 E. 10th Street, 47405, Bloomington, IN",644-650,Brief Reports,https://doi.org/10.3758/PBR.17.5.644,https://link.springer.com/content/pdf/10.3758/PBR.17.5.644.pdf
Psychonomic Bulletin & Review,17,5,2010,Improving visual short-term memory by sequencing the stimulus array,"Ihssen, Niklas, Linden, David E. J., Shapiro, Kimron L.","Bangor University, Bangor, Wales",680-686,Brief Reports,https://doi.org/10.3758/PBR.17.5.680,https://link.springer.com/content/pdf/10.3758/PBR.17.5.680.pdf
Psychonomic Bulletin & Review,17,5,2010,Word category conversion causes processing costs: Evidence from adjectival passives,"Stolterfoht, Britta, Gese, Helga, Maienborn, Claudia","University of Tübingen, Tübingen, Germany",651-656,Brief Reports,https://doi.org/10.3758/PBR.17.5.651,https://link.springer.com/content/pdf/10.3758/PBR.17.5.651.pdf
Psychonomic Bulletin & Review,17,5,2010,Improving visual short-term memory by sequencing the stimulus array,"Ihssen, Niklas, Linden, David E. J., Shapiro, Kimron L.","Bangor University, Bangor, Wales",680-686,Brief Reports,https://doi.org/10.3758/PBR.17.5.680,https://link.springer.com/content/pdf/10.3758/PBR.17.5.680.pdf
Psychonomic Bulletin & Review,17,5,2010,The influence of working memory load on the Simon effect,"Zhao, Xiao, Chen, Antao, West, Robert","School of Psychology, Southwest University, 400715, Chongqing, China; Iowa State University, Ames, Iowa",687-692,Brief Reports,https://doi.org/10.3758/PBR.17.5.687,https://link.springer.com/content/pdf/10.3758/PBR.17.5.687.pdf
Psychonomic Bulletin & Review,17,5,2010,Coordinating spatial referencing using shared gaze,"Neider, Mark B., Chen, Xin, Dickinson, Christopher A., Brennan, Susan E., Zelinsky, Gregory J.","Beckman Institute for Advanced Science and Technology, University of Illinois at Urbana-Chapaign, 61801, Urbana, IL; Stony Brook University, Stony Brook, New York; Appalachian State University, Boone, North Carolina; Stony Brook University, Stony Brook, New York",718-724,Brief Reports,https://doi.org/10.3758/PBR.17.5.718,https://link.springer.com/content/pdf/10.3758/PBR.17.5.718.pdf
Psychonomic Bulletin & Review,17,5,2010,"Making strides in modeling individual differences: Reply to Leite, Ratcliff, and White (2007)","Myerson, Joel, Hale, Sandra, Chen, Jing","Department of Psychology, Washington University, St. Louis, 63130, MO; Grand Valley State University, Allendale, Michigan",756-762,Notes and Comment,https://doi.org/10.3758/PBR.17.5.756,https://link.springer.com/content/pdf/10.3758/PBR.17.5.756.pdf
Psychonomic Bulletin & Review,17,5,2010,"Form and meaning in early morphological processing: Comment on Feldman, O’Connor, and Moscoso del Prado Martín (2009)","Davis, Matthew H., Rastle, Kathleen","Medical Research Council, Cognition; MRC Cognition and Brain Sciences Unit, 15 Chaucer Road, CB2 7EF, Cambridge, England; Royal Holloway, University of London, Egham, England",749-755,Notes and Comment,https://doi.org/10.3758/PBR.17.5.749,https://link.springer.com/content/pdf/10.3758/PBR.17.5.749.pdf
Psychonomic Bulletin & Review,17,5,2010,The surface structure and the deep structure of sequential control: What can we learn from task span switch costs?,"Mayr, Ulrich","Department of Psychology, University of Oregon, 97403, Eugene, OR",693-698,Brief Reports,https://doi.org/10.3758/PBR.17.5.693,https://link.springer.com/content/pdf/10.3758/PBR.17.5.693.pdf
Psychonomic Bulletin & Review,17,5,2010,Prospects behind bars: Analyzing decisions under risk in a prison population,"Pachur, Thorsten, Hanoch, Yaniv, Gummerum, Michaela","University of Basel, Basel, Switzerland; School of Psychology, University of Plymouth, Drake Circus, PL4 8AA, Plymouth, England",630-636,Brief Reports,https://doi.org/10.3758/PBR.17.5.630,https://link.springer.com/content/pdf/10.3758/PBR.17.5.630.pdf
Psychonomic Bulletin & Review,17,5,2010,"Featural selective attention, exemplar representation, and the inverse base-rate effect","Johansen, Mark K., Fouquet, Nathalie, Shanks, David R.","School of Psychology, Cardiff University, Tower Building, Park Place, CF10 3AT, Cardiff, Wales; Swansea University, Swansea, Wales; University College London, London, England",637-643,Brief Reports,https://doi.org/10.3758/PBR.17.5.637,https://link.springer.com/content/pdf/10.3758/PBR.17.5.637.pdf
Psychonomic Bulletin & Review,17,5,2010,Object substitution masking and the object updating hypothesis,"Pilling, Michael, Gellatly, Angus","The Open University, Milton Keynes, England",737-742,Brief Reports,https://doi.org/10.3758/PBR.17.5.737,https://link.springer.com/content/pdf/10.3758/PBR.17.5.737.pdf
Psychonomic Bulletin & Review,17,5,2010,Perceptual integrality of componential and configural information in faces,"Amishav, Rama, Kimchi, Ruth","Department of Psychology, University of Haifa, 31905, Haifa, Israel",743-748,Brief Reports,https://doi.org/10.3758/PBR.17.5.743,https://link.springer.com/content/pdf/10.3758/PBR.17.5.743.pdf
Psychonomic Bulletin & Review,17,5,2010,"Features, as well as space and time, guide object persistence","Moore, Cathleen M., Stephens, Teresa, Hein, Elisabeth","E11 Seashore Hall, University of Iowa, 52242, Iowa City, IA",731-736,Brief Reports,https://doi.org/10.3758/PBR.17.5.731,https://link.springer.com/content/pdf/10.3758/PBR.17.5.731.pdf
Psychonomic Bulletin & Review,17,5,2010,Evaluating the random representation assumption of lexical semantics in cognitive models,"Johns, Brendan T., Jones, Michael N.","Department of Psychological and Brain Sciences, Indiana University, 1101 E. 10th Street, 47404, Bloomington, IN",662-672,Brief Reports,https://doi.org/10.3758/PBR.17.5.662,https://link.springer.com/content/pdf/10.3758/PBR.17.5.662.pdf
Psychonomic Bulletin & Review,17,5,2010,Subjective randomness and natural scene statistics,"Hsu, Anne S., Griffiths, Thomas L., Schreiber, Ethan","University College London, London, England; Department of Psychology, University of California, 3210 Tolman Hall #1650, 94720-1650, Berkeley, CA; University of California, Los Angeles, California",624-629,Brief Reports,https://doi.org/10.3758/PBR.17.5.624,https://link.springer.com/content/pdf/10.3758/PBR.17.5.624.pdf
Psychonomic Bulletin & Review,18,1,2011,Indecision on decisional separability,"Mack, Michael L., Richler, Jennifer J., Gauthier, Isabel, Palmeri, Thomas J.","Psychology Department, Vanderbilt University, PMB 407817, 2301 Vanderbilt Place, Nashville, TN, 37240-7817, USA",1-9,Article,https://doi.org/10.3758/s13423-010-0017-1,https://link.springer.com/content/pdf/10.3758/s13423-010-0017-1.pdf
Psychonomic Bulletin & Review,18,1,2011,Post-conflict slowing: cognitive adaptation after conflict processing,"Verguts, Tom, Notebaert, Wim, Kunde, Wilfried, Wühr, Peter","Department of Psychology, Ghent University, H. Dunantlaan 2, 9000, Ghent, Belgium; Institut für Psychologie, Technische Universität Dortmund, Dortmund, Germany",76-82,Article,https://doi.org/10.3758/s13423-010-0016-2,https://link.springer.com/content/pdf/10.3758/s13423-010-0016-2.pdf
Psychonomic Bulletin & Review,18,1,2011,Visual noise disrupts conceptual integration in reading,"Gao, Xuefei, Stine-Morrow, Elizabeth A. L., Noh, Soo Rim, Eskew, Rhea T.","Beckman Institute and Department of Educational Psychology, University of Illinois at Urbana-Champaign, IL, 61801, Urbana, USA; Department of Psychology, Brandeis University, MA, 02454, Waltham, USA; Department of Psychology, Northeastern University, MA, 02115, Boston, USA",83-88,Article,https://doi.org/10.3758/s13423-010-0014-4,https://link.springer.com/content/pdf/10.3758/s13423-010-0014-4.pdf
Psychonomic Bulletin & Review,18,1,2011,Scale and construal: How larger measurement units shrink length estimates and expand mental horizons,"Maglio, Sam J., Trope, Yaacov","Department of Psychology, New York University, 6 Washington Place, Room 755B, New York, NY, 10003, USA",165-170,Article,https://doi.org/10.3758/s13423-010-0025-1,https://link.springer.com/content/pdf/10.3758/s13423-010-0025-1.pdf
Psychonomic Bulletin & Review,18,1,2011,Correct acceptance weighs more than correct rejection: a decision bias induced by question framing,"Kareev, Yaakov, Trope, Yaacov","School of Education and The Center for the Study of Rationality, The Hebrew University of Jerusalem, Jerusalem, 91904, Israel; New York University, New York, NY, USA",103-109,Article,https://doi.org/10.3758/s13423-010-0019-z,https://link.springer.com/content/pdf/10.3758/s13423-010-0019-z.pdf
Psychonomic Bulletin & Review,18,1,2011,Are things that are hard to physically move also hard to imagine moving?,"Flusberg, Stephen J., Boroditsky, Lera","Department of Psychology, 450 Serra Mall, Bldg. 420, Stanford, CA, 94305, USA",158-164,Article,https://doi.org/10.3758/s13423-010-0024-2,https://link.springer.com/content/pdf/10.3758/s13423-010-0024-2.pdf
Psychonomic Bulletin & Review,18,1,2011,The predictive mirror: interactions of mirror and affordance processes during action observation,"Bach, Patric, Bayliss, Andrew P., Tipper, Steven P.","School of Psychology, Bangor University, Bangor, UK; School of Psychology, University of Queensland, St Lucia, Queensland, 4072, Australia; School of Psychology, University of Plymouth, Plymouth, UK",171-176,Article,https://doi.org/10.3758/s13423-010-0029-x,https://link.springer.com/content/pdf/10.3758/s13423-010-0029-x.pdf
Psychonomic Bulletin & Review,18,1,2011,Perceptual congruency of audio-visual speech affects ventriloquism with bilateral visual stimuli,"Kanaya, Shoko, Yokosawa, Kazuhiko","Department of Psychology Graduate School of Humanities and Sociology, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-0033, Japan",123-128,Article,https://doi.org/10.3758/s13423-010-0027-z,https://link.springer.com/content/pdf/10.3758/s13423-010-0027-z.pdf
Psychonomic Bulletin & Review,18,1,2011,The distractor frequency effect in a delayed picture-word interference task: further evidence for a late locus of distractor exclusion,"Dhooge, Elisah, Hartsuiker, Robert J.","Department of Experimental Psychology, Ghent University, Henri Dunantlaan 2, 9000, Ghent, Belgium",116-122,Article,https://doi.org/10.3758/s13423-010-0026-0,https://link.springer.com/content/pdf/10.3758/s13423-010-0026-0.pdf
Psychonomic Bulletin & Review,18,1,2011,Sensori-motor spatial training of number magnitude representation,"Fischer, Ursula, Moeller, Korbinian, Bientzle, Martina, Cress, Ulrike, Nuerk, Hans-Christoph","Knowledge Media Research Center, Konrad-Adenauer-Straße 40, 72072, Tuebingen, Germany; Institute of Psychology, Eberhard Karls University, Tuebingen, Germany",177-183,Article,https://doi.org/10.3758/s13423-010-0031-3,https://link.springer.com/content/pdf/10.3758/s13423-010-0031-3.pdf
Psychonomic Bulletin & Review,18,1,2011,Listener vs. speaker-oriented aspects of speech: Studying the disfluencies of individuals with autism spectrum disorders,"Lake, Johanna K., Humphreys, Karin R., Cardy, Shannon","Department of Psychology, Neuroscience & Behaviour, McMaster University, 1280 Main St West, Hamilton, Ontario, L8S 4K1, Canada",135-140,Article,https://doi.org/10.3758/s13423-010-0037-x,https://link.springer.com/content/pdf/10.3758/s13423-010-0037-x.pdf
Psychonomic Bulletin & Review,18,1,2011,"Task preparation and task inhibition: a comment on Koch, Gade, Schuch, & Philipp (2010)","Grange, James A., Houghton, George","School of Psychology, Keele University, Dorothy Hodgkin Building, Keele, Staffordshire, ST5 5BG, UK; School of Psychology, Bangor University, Bangor, Wales, UK",211-216,Article,https://doi.org/10.3758/s13423-010-0023-3,https://link.springer.com/content/pdf/10.3758/s13423-010-0023-3.pdf
Psychonomic Bulletin & Review,18,1,2011,Increased gaze following for fearful faces. It depends on what you’re looking for!,"Kuhn, Gustav, Tipples, Jason","Department of Psychology, Brunel University, Uxbridge, Middlesex, UB8 3PH, UK; Department of Psychology, The University of Hull, Hull, HU6 7RX, UK",89-95,Article,https://doi.org/10.3758/s13423-010-0033-1,https://link.springer.com/content/pdf/10.3758/s13423-010-0033-1.pdf
Psychonomic Bulletin & Review,18,1,2011,Contrasting cue-density effects in causal and prediction judgments,"Vadillo, Miguel A., Musca, Serban C., Blanco, Fernando, Matute, Helena","Departamento de Fundamentos y Métodos de la Psicología, Universidad de Deusto, Apdo. 1, 48080, Bilbao, Spain; CRPCC (EA 1285), Université Rennes 2, F-35000, Rennes, France; Katholieke Universiteit Leuven, Leuven, Belgium",110-115,Article,https://doi.org/10.3758/s13423-010-0032-2,https://link.springer.com/content/pdf/10.3758/s13423-010-0032-2.pdf
Psychonomic Bulletin & Review,18,1,2011,When bad stress goes good: increased threat reactivity predicts improved category learning performance,"Ell, Shawn W., Cosley, Brandon, McCoy, Shannon K.","Department of Psychology, University of Maine, 5742 Little Hall, Room 301, Orono, ME, 04469-5742, USA; Graduate School of Biomedical Sciences, University of Maine, 5742 Little Hall, Room 301, Orono, ME, 04469-5742, USA",96-102,Article,https://doi.org/10.3758/s13423-010-0018-0,https://link.springer.com/content/pdf/10.3758/s13423-010-0018-0.pdf
Psychonomic Bulletin & Review,18,1,2011,Neither backward masking of T2 nor task switching is necessary for the attentional blink,"Jannati, Ali, Spalek, Thomas M., Di Lollo, Vincent","Department of Psychology, Simon Fraser University, 8888 University Drive, Burnaby, BC, Canada, V5A 1S6",70-75,Article,https://doi.org/10.3758/s13423-010-0015-3,https://link.springer.com/content/pdf/10.3758/s13423-010-0015-3.pdf
Psychonomic Bulletin & Review,18,1,2011,The signature of inhibition in theory of mind: children’s predictions of behavior based on avoidance desire,"Petrashek, Adam R., Friedman, Ori","Department of Psychology, University of Waterloo, 200 University Avenue W, Waterloo, ON, Canada, N2L 3G1",199-203,Article,https://doi.org/10.3758/s13423-010-0036-y,https://link.springer.com/content/pdf/10.3758/s13423-010-0036-y.pdf
Psychonomic Bulletin & Review,18,1,2011,Model discrimination through adaptive experimentation,"Cavagnaro, Daniel R., Pitt, Mark A., Myung, Jay I.","Department of Psychology, The Ohio State University, 1835 Neil Avenue, Columbus, OH, 43210, USA",204-210,Article,https://doi.org/10.3758/s13423-010-0030-4,https://link.springer.com/content/pdf/10.3758/s13423-010-0030-4.pdf
Psychonomic Bulletin & Review,18,1,2011,Who dunnit? Cross-linguistic differences in eye-witness memory,"Fausey, Caitlin M., Boroditsky, Lera","Department of Psychological and Brain Sciences, Indiana University, 1101 E. 10th Street, Bloomington, IN, 47405, USA; Department of Psychology, Stanford University, Jordan Hall, 450 Serra Mall, Stanford, CA, 94305 2130, USA",150-157,Article,https://doi.org/10.3758/s13423-010-0021-5,https://link.springer.com/content/pdf/10.3758/s13423-010-0021-5.pdf
Psychonomic Bulletin & Review,18,1,2011,Diffusion versus linear ballistic accumulation: different models but the same conclusions about psychological processes?,"Donkin, Chris, Brown, Scott, Heathcote, Andrew, Wagenmakers, Eric-Jan","Indiana University, Bloomington, IN, USA; The University of Newcastle, Newcastle, Australia; University of Amsterdam, Amsterdam, Netherlands",61-69,Article,https://doi.org/10.3758/s13423-010-0022-4,https://link.springer.com/content/pdf/10.3758/s13423-010-0022-4.pdf
Psychonomic Bulletin & Review,18,1,2011,Modeling working memory: a computational implementation of the Time-Based Resource-Sharing theory,"Oberauer, Klaus, Lewandowsky, Stephan","Department of Experimental Psychology, University of Bristol, Bristol, UK; Department of Psychology, University of Zurich, Binzmühlestrasse 14/22, 8050, Zurich, Switzerland; University of Western Australia, Perth, Australia",10-45,Article,https://doi.org/10.3758/s13423-010-0020-6,https://link.springer.com/content/pdf/10.3758/s13423-010-0020-6.pdf
Psychonomic Bulletin & Review,18,1,2011,Selecting landmarks in novel environments,"Miller, Jared, Carlson, Laura","Department of Psychology, University of Notre Dame, Notre Dame, IN, 46556, USA",184-191,Article,https://doi.org/10.3758/s13423-010-0038-9,https://link.springer.com/content/pdf/10.3758/s13423-010-0038-9.pdf
Psychonomic Bulletin & Review,18,2,2011,Time limits and gender differences on paper-and-pencil tests of mental rotation: a meta-analysis,"Voyer, Daniel","Department of Psychology, University of New Brunswick, PO Box 4400, Fredericton, New Brunswick, E3B 5A3, Canada",267-277,Article,https://doi.org/10.3758/s13423-010-0042-0,https://link.springer.com/content/pdf/10.3758/s13423-010-0042-0.pdf
Psychonomic Bulletin & Review,18,1,2011,Does working memory training work? The promise and challenges of enhancing cognition by training working memory,"Morrison, Alexandra B., Chein, Jason M.","Department of Psychology, Temple University, 6th floor Weiss Hall, Philadelphia, PA, 19122, USA",46-60,Article,https://doi.org/10.3758/s13423-010-0034-0,https://link.springer.com/content/pdf/10.3758/s13423-010-0034-0.pdf
Psychonomic Bulletin & Review,18,2,2011,"When and why rare events are underweighted: A direct comparison of the sampling, partial feedback, full feedback and description choice paradigms","Camilleri, Adrian R., Newell, Ben R.","School of Psychology, University of New South Wales, Sydney, 2052, Australia",377-384,Article,https://doi.org/10.3758/s13423-010-0040-2,https://link.springer.com/content/pdf/10.3758/s13423-010-0040-2.pdf
Psychonomic Bulletin & Review,18,2,2011,Can expectancies produce placebo effects for implicit learning?,"Colagiuri, Ben, Livesey, Evan J., Harris, Justin A.","School of Psychology, University of Sydney, Sydney, Australia; Centre for Complementary Medicine Research, University of Western Sydney, Campbelltown Building 5 Locked Bag 1797 Penrith South DC, NSW, 1797, Sydney, Australia",399-405,Article,https://doi.org/10.3758/s13423-010-0041-1,https://link.springer.com/content/pdf/10.3758/s13423-010-0041-1.pdf
Psychonomic Bulletin & Review,18,1,2011,"Young children reorient by computing layout geometry, not by matching images of the environment","Lee, Sang Ah, Spelke, Elizabeth S.","Department of Psychology, Harvard University, 33 Kirkland Street, Cambridge, MA, 02138, USA",192-198,Article,https://doi.org/10.3758/s13423-010-0035-z,https://link.springer.com/content/pdf/10.3758/s13423-010-0035-z.pdf
Psychonomic Bulletin & Review,17,6,2010,Walking through doorways causes forgetting: Environmental integration,"Radvansky, Gabriel A., Tamplin, Andrea K., Krawietz, Sabine A.","Department of Psychology, University of Notre Dame, 46556, Notre Dame, IN",900-904,Brief Report,https://doi.org/10.3758/PBR.17.6.900,https://link.springer.com/content/pdf/10.3758/PBR.17.6.900.pdf
Psychonomic Bulletin & Review,18,1,2011,Subsyllabic structure reflected in letter confusability effects in Korean word recognition,"Lee, Chang H., Taft, Marcus","Department of Psychology, Sogang University, Shinsu-Dong, Mapo-Gu, Seoul, 121-742, South Korea; University of New South Wales, Sydney, Australia",129-134,Article,https://doi.org/10.3758/s13423-010-0028-y,https://link.springer.com/content/pdf/10.3758/s13423-010-0028-y.pdf
Psychonomic Bulletin & Review,17,6,2010,Monetary reward increases attentional effort in the flanker task,"Hübner, Ronald, Schlösser, Jan","Fachbereich Psychologie, Universität Konstanz, Fach D29, D-78457, Konstanz, Germany",821-826,Brief Report,https://doi.org/10.3758/PBR.17.6.821,https://link.springer.com/content/pdf/10.3758/PBR.17.6.821.pdf
Psychonomic Bulletin & Review,17,6,2010,Morphemic ambiguity resolution in Chinese: Activation of the subordinate meaning with a prior dominant-biased context,"Tsang, Yiu-Kei, Chen, Hsuan-Chih","Department of Psychology, Chinese University of Hong Kong, Shatin, N.T., Hong Kong",875-881,Brief Report,https://doi.org/10.3758/PBR.17.6.875,https://link.springer.com/content/pdf/10.3758/PBR.17.6.875.pdf
Psychonomic Bulletin & Review,17,6,2010,Can associative information be strategically separated from item information in word-pair recognition?,"Jou, Jerwen","Department of Psychology and Anthropology, University of Texas-Pan American, 1201 West University Drive, 78539-2999, Edinburg, TX",778-783,Brief Report,https://doi.org/10.3758/PBR.17.6.778,https://link.springer.com/content/pdf/10.3758/PBR.17.6.778.pdf
Psychonomic Bulletin & Review,17,6,2010,Single-letter coloring and spatial cuing do not eliminate or reduce a semantic contribution to the Stroop effect,"Augustinova, Maria, Flaudias, Valentin, Ferrand, Ludovic","Laboratoire de Psychologie Sociale et Cognitive, CNRS and University Blaise Pascal, 34, avenue Carnot, 63037, Clermont-Ferrand, France",827-833,Brief Report,https://doi.org/10.3758/PBR.17.6.827,https://link.springer.com/content/pdf/10.3758/PBR.17.6.827.pdf
Psychonomic Bulletin & Review,17,6,2010,Speeded induction under uncertainty: The influence of multiple categories and feature conjunctions,"Newell, Ben R., Paton, Helen, Hayes, Brett K., Griffiths, Oren","School of Psychology, University of New South Wales, 2052, Sydney, NSW, Australia",869-874,Brief Report,https://doi.org/10.3758/PBR.17.6.869,https://link.springer.com/content/pdf/10.3758/PBR.17.6.869.pdf
Psychonomic Bulletin & Review,17,6,2010,Attentional capture under high perceptual load,"Cosman, Joshua D., Vecera, Shaun P.","Departments of Neuroscience and Psychology, University of Iowa, E305 Seashore Hall, 52242-1407, Iowa City, IA",815-820,Brief Report,https://doi.org/10.3758/PBR.17.6.815,https://link.springer.com/content/pdf/10.3758/PBR.17.6.815.pdf
Psychonomic Bulletin & Review,17,6,2010,Dissociating between cardinal and ordinal and between the value and size magnitudes of coins,"Fitousi, Daniel","Pennsylvania State University, University Park, Pennsylvania; Department of Neuroscience and Behavioral Disorders, Duke-NUS Graduate Medical School, Singapore",889-894,Brief Report,https://doi.org/10.3758/PBR.17.6.889,https://link.springer.com/content/pdf/10.3758/PBR.17.6.889.pdf
Psychonomic Bulletin & Review,17,6,2010,Spatial short-term memory assists in maintaining occluded objects,"Lee, Hyunkyu, Vecera, Shaun P.","University of Illinois at Urbana-Champaign, Urbana, Illinois; Department of Psychology, University of Iowa, E11 Seashore Hall, 52242-1407, Iowa City, IA",846-852,Brief Report,https://doi.org/10.3758/PBR.17.6.846,https://link.springer.com/content/pdf/10.3758/PBR.17.6.846.pdf
Psychonomic Bulletin & Review,17,6,2010,Unilateral muscle contractions enhance creative thinking,"Goldstein, Abraham, Revivo, Ketty, Kreitler, Michal, Metuki, Nili","Gonda Brain Research Center, Bar-Ilan University, 52900, Ramat Gan, Israel",895-899,Brief Report,https://doi.org/10.3758/PBR.17.6.895,https://link.springer.com/content/pdf/10.3758/PBR.17.6.895.pdf
