Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Does temporal integration of face parts reflect holistic processing?,"Cheung, Olivia S., Richler, Jennifer J., Phillips, W. Stewart, Gauthier, Isabel","Department of Psychology, Vanderbilt University, Nashville, TN, 37240, USA; Martinos Center for Biomedical Imaging, Department of Radiology, Massachusetts General Hospital, Harvard Medical School, 149 Thirteenth Street, Room 2301, Charlestown, MA, 02129, USA",476-483,Article,https://doi.org/10.3758/s13423-011-0051-7,https://link.springer.com/content/pdf/10.3758/s13423-011-0051-7.pdf
Psychonomic Bulletin & Review,18.0,2.0,2011.0,Familiarity does not aid access to features,"Huang, Liqiang","Department of Psychology, The Chinese University of Hong Kong, Hong Kong, China",278-286,Article,https://doi.org/10.3758/s13423-011-0052-6,https://link.springer.com/content/pdf/10.3758/s13423-011-0052-6.pdf
Psychonomic Bulletin & Review,18.0,2.0,2011.0,Categorizing entities by common role,"Goldwater, Micah B., Markman, Arthur B.","Northwestern University, Evanston, IL, USA; University of Texas at Austin, Austin, TX, USA",406-413,Article,https://doi.org/10.3758/s13423-011-0058-0,https://link.springer.com/content/pdf/10.3758/s13423-011-0058-0.pdf
Psychonomic Bulletin & Review,18.0,2.0,2011.0,When objects are close to me: Affordances in the peripersonal space,"Costantini, Marcello, Ambrosini, Ettore, Scorolli, Claudia, Borghi, Anna M.","Department of Neuroscience and Imaging, University G. d’Annunzio, Via dei Vestini, 33, 66013, Chieti, Italy; University of Bologna, Bologna, Italy; National Research Council (CNR), Rome, Italy; Department of Psychology, Viale Berti Pichat, 5, 40100, Bologna, Italy",302-308,Article,https://doi.org/10.3758/s13423-011-0054-4,https://link.springer.com/content/pdf/10.3758/s13423-011-0054-4.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Are survival processing memory advantages based on ancestral priorities?,"Soderstrom, Nicholas C., McCabe, David P.","Department of Psychology, Colorado State University, Fort Collins, CO, 80523-1876, USA",564-569,Article,https://doi.org/10.3758/s13423-011-0060-6,https://link.springer.com/content/pdf/10.3758/s13423-011-0060-6.pdf
Psychonomic Bulletin & Review,18.0,2.0,2011.0,Rapid changes in visual-spatial attention distort object shape,"Fortenbaugh, Francesca C., Prinzmetal, William, Robertson, Lynn C.","Veterans Administration, Martinez, CA, USA; Department of Psychology, University of California, 4143 Tolman Hall #5050, Berkeley, CA, 94720, USA",287-294,Article,https://doi.org/10.3758/s13423-011-0061-5,https://link.springer.com/content/pdf/10.3758/s13423-011-0061-5.pdf
Psychonomic Bulletin & Review,18.0,2.0,2011.0,Reaction time distribution analysis of spatial correspondence effects,"Proctor, Robert W., Miles, James D., Baroni, Giulia","Department of Psychological Sciences, Purdue University, 703 Third St., W. Lafayette, IN, 47907-2081, USA; Communication Disciplines Department, University of Bologna, Via A. Gardino, 23 - 40122, Bologna, Italy",242-266,Article,https://doi.org/10.3758/s13423-011-0053-5,https://link.springer.com/content/pdf/10.3758/s13423-011-0053-5.pdf
Psychonomic Bulletin & Review,18.0,2.0,2011.0,Numerical bias in bounded and unbounded number line tasks,"Cohen, Dale J., Blanc-Goldhammer, Daryn","Department of Psychology, University of North Carolina Wilmington, 601 South College Road, Wilmington, NC, 28403-5612, USA",331-338,Article,https://doi.org/10.3758/s13423-011-0059-z,https://link.springer.com/content/pdf/10.3758/s13423-011-0059-z.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Action–effect associations revealed by eye movements,"Herwig, Arvid, Horstmann, Gernot","Department of Psychology, Bielefeld University, P. O. Box 100131, D-33501, Bielefeld, Germany",531-537,Article,https://doi.org/10.3758/s13423-011-0063-3,https://link.springer.com/content/pdf/10.3758/s13423-011-0063-3.pdf
Psychonomic Bulletin & Review,18.0,2.0,2011.0,Surprise influences hindsight–foresight differences in temporal judgments of animated automobile accidents,"Calvillo, Dustin P., Gomes, Dayna M.","Psychology Department, California State University San Marcos, 333 South Twin Oaks Valley Road, San Marcos, CA, 92096, USA; California State University, Los Angeles, Los Angeles, CA, USA",385-391,Article,https://doi.org/10.3758/s13423-011-0062-4,https://link.springer.com/content/pdf/10.3758/s13423-011-0062-4.pdf
Psychonomic Bulletin & Review,18.0,2.0,2011.0,Object-based representations govern both the storage of information in visual short-term memory and the retrieval of information from it,"Quinlan, Philip T., Cohen, Dale J.","Department of Psychology, University of York, Heslington, York, YO10 5DD, UK; University of North Carolina, Wilmington, NC, USA",316-323,Article,https://doi.org/10.3758/s13423-011-0064-2,https://link.springer.com/content/pdf/10.3758/s13423-011-0064-2.pdf
Psychonomic Bulletin & Review,18.0,2.0,2011.0,Magnitude comparison revisited: An alternative approach to binary choice under uncertainty,"Brown, Norman R., Tan, Shawn","Department of Psychology, University of Alberta, Edmonton, AB, T6G 2E9, Canada",392-398,Article,https://doi.org/10.3758/s13423-011-0057-1,https://link.springer.com/content/pdf/10.3758/s13423-011-0057-1.pdf
Psychonomic Bulletin & Review,18.0,2.0,2011.0,Long-range correlation properties in motor timing are individual and task specific,"Torre, Kjerstin, Balasubramaniam, Ramesh, Rheaume, Nicole, Lemoine, Loic, Zelaznik, Howard N.","Movement to Health (M2H), Montpellier-1 University EuroMov, 700, avenue du Pic Saint Loup - 34090, Montpellier, France; Sensorimotor Neuroscience Laboratory, McMaster University, Hamilton, Canada; Department of Health and Kinesiology, Purdue University, West Lafayette, USA",339-346,Article,https://doi.org/10.3758/s13423-011-0049-1,https://link.springer.com/content/pdf/10.3758/s13423-011-0049-1.pdf
Psychonomic Bulletin & Review,18.0,2.0,2011.0,How to measure working memory capacity in the change detection paradigm,"Rouder, Jeffrey N., Morey, Richard D., Morey, Candice C., Cowan, Nelson","Department of Psychological Sciences, University of Missouri, 210 McAlester Hall, Columbia, MO, 65211, USA; University of Groningen, Groningen, Netherlands",324-330,Article,https://doi.org/10.3758/s13423-011-0055-3,https://link.springer.com/content/pdf/10.3758/s13423-011-0055-3.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Correcting false information in memory: Manipulating the strength of misinformation encoding and its retraction,"Ecker, Ullrich K. H., Lewandowsky, Stephan, Swire, Briony, Chang, Darren","School of Psychology, University of Western Australia, Crawley, WA, 6009, Australia",570-578,Article,https://doi.org/10.3758/s13423-011-0065-1,https://link.springer.com/content/pdf/10.3758/s13423-011-0065-1.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Auditory and visual memory in musicians and nonmusicians,"Cohen, Michael A., Evans, Karla K., Horowitz, Todd S., Wolfe, Jeremy M.","Department of Psychology, Harvard University, Cambridge, MA, USA; Visual Attention Laboratory, Harvard Medical School/Brigham and Women’s Hospital, Boston, MA, USA",586-591,Article,https://doi.org/10.3758/s13423-011-0074-0,https://link.springer.com/content/pdf/10.3758/s13423-011-0074-0.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Can a mind have two time lines? Exploring space–time mapping in Mandarin and English speakers,"Miles, Lynden K., Tan, Lucy, Noble, Grant D., Lumsden, Joanne, Macrae, C. Neil","School of Psychology, University of Aberdeen, King’s College, Aberdeen, AB24 3FX, Scotland, UK; University of Queensland, Brisbane, Australia",598-604,Article,https://doi.org/10.3758/s13423-011-0068-y,https://link.springer.com/content/pdf/10.3758/s13423-011-0068-y.pdf
Psychonomic Bulletin & Review,18.0,2.0,2011.0,"Five down, Absquatulated: Crossword puzzle clues to how the mind works","Nickerson, Raymond S.","Department of Psychology, Tufts University, Medford, Massachusetts",217-241,Article,https://doi.org/10.3758/s13423-011-0069-x,https://link.springer.com/content/pdf/10.3758/s13423-011-0069-x.pdf
Psychonomic Bulletin & Review,18.0,2.0,2011.0,Turning the attentional blink on and off: Opposing effects of spatial and temporal noise,"Martin, Elwyn W., Enns, James T., Shapiro, Kimron L.","Bangor University Centre for Cognitive Neuroscience, Wales, UK; Department of Psychology, University of British Columbia, Vancouver, BC, Canada; School of Psychology, Bangor University, Penrallt Road, Brigantia Building, UK, Wales, LL57 2AS",295-301,Article,https://doi.org/10.3758/s13423-011-0056-2,https://link.springer.com/content/pdf/10.3758/s13423-011-0056-2.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,How many pixels make a memory? Picture memory for small pictures,"Wolfe, Jeremy M., Kuzmova, Yoana I.","Harvard Medical School and Visual Attention Lab, Brigham & Women’s Hospital, 64 Sidney St. Suite. 170, Cambridge, MA, 02139-4170, USA",469-475,Article,https://doi.org/10.3758/s13423-011-0075-z,https://link.springer.com/content/pdf/10.3758/s13423-011-0075-z.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Effects of university affiliation and “school spirit” on color preferences: Berkeley versus Stanford,"Schloss, Karen B., Poggesi, Rosa M., Palmer, Stephen E.","Psychology Department, University of California, Berkeley, CA, 94720-1650, USA",498-504,Article,https://doi.org/10.3758/s13423-011-0073-1,https://link.springer.com/content/pdf/10.3758/s13423-011-0073-1.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,What determines saccade timing in sequences of coordinated eye and hand movements?,"W. Remington, Roger, Wu, Shu-Chieh, Pashler, Harold","School of Psychology, University of Queensland, St Lucia, QLD, 4072, Australia; San Jose State University and NASA Ames Research Center, Moffett Field, CA,, USA; University of California at San Diego, San Diego, CA,, USA",538-543,Article,https://doi.org/10.3758/s13423-011-0066-0,https://link.springer.com/content/pdf/10.3758/s13423-011-0066-0.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Rapid averaging? Not so fast!,"Whiting, Brittany F., Oriet, Chris","University of Regina, Regina, SK, Canada; Department of Psychology, University of Regina, 3737 Wascana Parkway, Regina, SK, Canada, S4S 0A2",484-489,Article,https://doi.org/10.3758/s13423-011-0071-3,https://link.springer.com/content/pdf/10.3758/s13423-011-0071-3.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Activation of learned action sequences by auditory feedback,"Pfordresher, Peter Q., Keller, Peter E., Koch, Iring, Palmer, Caroline, Yildirim, Ece","Department of Psychology, University at Buffalo, 355 Park Hall, Buffalo, NY, 14260, USA; Max Planck Institute for Human Cognitive and Brain Sciences, Leipzig, Germany; RWTH Aachen University, Aachen, Germany; McGill University, Montreal, Quebec, Canada",544-549,Article,https://doi.org/10.3758/s13423-011-0077-x,https://link.springer.com/content/pdf/10.3758/s13423-011-0077-x.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,How to switch on and switch off semantic priming effects for natural and artifactual categories: activation processes in category memory depend on focusing specific feature dimensions,"Bermeitinger, Christina, Wentura, Dirk, Frings, Christian","Department of Psychology, University of Hildesheim, Marienburger Platz 22, 31141, Hildesheim, Germany; Saarland University, Saarbrücken, Germany",579-585,Article,https://doi.org/10.3758/s13423-011-0067-z,https://link.springer.com/content/pdf/10.3758/s13423-011-0067-z.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Observing neighborhood effects without neighbors,"Suárez, Lidia, Tan, Seok Hui, Yap, Melvin J., Goh, Winston D.","Department of Psychology, Faculty of Arts and Social Sciences, National University of Singapore, Block AS4, 9 Arts Link, Singapore, 117570, Singapore",605-611,Article,https://doi.org/10.3758/s13423-011-0078-9,https://link.springer.com/content/pdf/10.3758/s13423-011-0078-9.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Temporal information affects the performance of numerosity discrimination: Behavioral evidence for a shared system for numerosity and temporal processing,"Tokita, Midori, Ishiguchi, Akira","Graduate School of Humanities and Sciences, Ochanomizu University, 2-1-1, Otsuka, Bunkyo-ku, Tokyo, 112–8610, Japan",550-556,Article,https://doi.org/10.3758/s13423-011-0072-2,https://link.springer.com/content/pdf/10.3758/s13423-011-0072-2.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Dissociable perceptual-learning mechanisms revealed by diffusion-model analysis,"Petrov, Alexander A., Van Horn, Nicholas M., Ratcliff, Roger","Department of Psychology, Ohio State University, 200B Lazenby Hall, Columbus, OH, 43210, USA",490-497,Article,https://doi.org/10.3758/s13423-011-0079-8,https://link.springer.com/content/pdf/10.3758/s13423-011-0079-8.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Evidence for goal-independent attentional capture from validity effects with unexpected novel color cues—A response to Burnham (2007),"Horstmann, Gernot, Becker, Stefanie I.","Department of Psychology, Bielefeld University, PO-Box 100 131, Bielefeld, 33 501, Germany; School of Psychology, University of Queensland, St Lucia, Queensland, Australia",512-517,Article,https://doi.org/10.3758/s13423-011-0080-2,https://link.springer.com/content/pdf/10.3758/s13423-011-0080-2.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Audiotactile interactions in temporal perception,"Occelli, Valeria, Spence, Charles, Zampini, Massimiliano","Department of Cognitive Sciences and Education, University of Trento, Corso Bettini, 31, 38068, Rovereto, TN, Italy; Oxford University, Oxford, UK; Center for Mind/Brain Sciences, Department of Cognitive Sciences and Education, University of Trento, Rovereto, TN, Italy",429-454,Article,https://doi.org/10.3758/s13423-011-0070-4,https://link.springer.com/content/pdf/10.3758/s13423-011-0070-4.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Adults’ number-line estimation strategies: Evidence from eye movements,"Sullivan, Jessica L., Juhasz, Barbara J., Slattery, Timothy J., Barth, Hilary C.","Department of Psychology, Wesleyan University, Middletown, CT, 06459, USA; Department of Psychology, University of California at San Diego, 9500 Gilman #0109, La Jolla, CA, 92093, USA",557-563,Article,https://doi.org/10.3758/s13423-011-0081-1,https://link.springer.com/content/pdf/10.3758/s13423-011-0081-1.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Lack of control enhances accurate and inaccurate identification responses to degraded visual objects,"Vannucci, Manila, Mazzoni, Giuliana, Cartocci, Giulia","Department of Psychology, University of Florence, Via San Salvi 12, Padiglione 26, Florence, Italy; Department of Psychology, University of Hull, Hull, UK",524-530,Article,https://doi.org/10.3758/s13423-011-0083-z,https://link.springer.com/content/pdf/10.3758/s13423-011-0083-z.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Domain-specific conflict adaptation without feature repetitions,"Akçay, Çağlar, Hazeltine, Eliot","Department of Psychology, University of Washington, Box 351525, Seattle, WA, 98195, USA; Department of Psychology, University of Iowa, Iowa City, IA, 52242, USA",505-511,Article,https://doi.org/10.3758/s13423-011-0084-y,https://link.springer.com/content/pdf/10.3758/s13423-011-0084-y.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Why are names of people associated with so many phonological retrieval failures?,"Richard Hanley, J.","Department of Psychology, University of Essex, Colchester, Essex, CO4 3SQ, UK",612-617,Article,https://doi.org/10.3758/s13423-011-0082-0,https://link.springer.com/content/pdf/10.3758/s13423-011-0082-0.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Testing protects against proactive interference in face–name learning,"Weinstein, Yana, McDermott, Kathleen B., Szpunar, Karl K.","Department of Psychology, Washington University in St. Louis, Campus Box 1125, One Brookings Drive, St. Louis, MO, 63130, USA; Department of Psychology, Harvard University, Cambridge, MA, USA",518-523,Article,https://doi.org/10.3758/s13423-011-0085-x,https://link.springer.com/content/pdf/10.3758/s13423-011-0085-x.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Power laws from individual differences in learning and forgetting: mathematical analyses,"Murre, Jaap M. J., Chessa, Antonio G.","University of Amsterdam, Amsterdam, The Netherlands",592-597,Article,https://doi.org/10.3758/s13423-011-0076-y,https://link.springer.com/content/pdf/10.3758/s13423-011-0076-y.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,Nonselective motor-level changes associated with selective response inhibition: evidence from response force measurements,"Ko, Yao-Ting, Miller, Jeff","Department of Psychology, University of Otago, Dunedin, New Zealand",813-819,Article,https://doi.org/10.3758/s13423-011-0090-0,https://link.springer.com/content/pdf/10.3758/s13423-011-0090-0.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Acquired equivalence between stimuli trained in the same context,"Molet, Mikael, Miller, Holly C., Zentall, Thomas R.","Université de Lille, Nord de France, Lille, France; University of Kentucky, Pikeville, KY, USA; Université de Lille, Nord de France, Domaine universitaire du “Pont de Bois”, rue du Barreau, BP 60149, 59653, Villeneuve d’Ascq Cedex, France",618-623,Article,https://doi.org/10.3758/s13423-011-0087-8,https://link.springer.com/content/pdf/10.3758/s13423-011-0087-8.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,Effect-based control of facial expressions: Evidence from action–effect compatibility,"Kunde, Wilfried, Lozo, Ljubica, Neumann, Roland","Julius-Maximilians-Universität Würzburg, Lehrstuhl für Psychologie III, Röntgenring 11, 97070, Würzburg, Germany; Department of Psychology, Technische Universität Dortmund, Dortmund, Germany; Department of Psychology, Universität Trier, Trier, Germany",820-826,Article,https://doi.org/10.3758/s13423-011-0093-x,https://link.springer.com/content/pdf/10.3758/s13423-011-0093-x.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,Transliteration and transcription effects in biscriptal readers: The case of Greeklish,"Dimitropoulou, Maria, Duñabeitia, Jon Andoni, Carreiras, Manuel","Basque Center on Cognition, Brain and Language, Paseo Mikeletegi 69, 20009, Donostia, Spain; University of La Laguna, Tenerife, Spain; IKERBASQUE (Basque Foundation for Science), Bilbao, Spain; Departamento de Filología Vasca, University of the Basque Country UPV/EHU, Bilbao, Spain",729-735,Brief Report,https://doi.org/10.3758/s13423-011-0095-8,https://link.springer.com/content/pdf/10.3758/s13423-011-0095-8.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,The response order effect: People believe the first person who remembers an event,"Wright, Daniel B., Carlucci, Marianna E.","Psychology Department, Florida International University, 11200 S. W. 8th Street, Miami, FL, 33199, USA",805-812,Article,https://doi.org/10.3758/s13423-011-0089-6,https://link.springer.com/content/pdf/10.3758/s13423-011-0089-6.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,Discrimination of dynamic change and constancy over time by pigeons,"Hagmann, Carl Erick, Cook, Robert G.","Department of Psychology, Tufts University, Medford, MA, 02155, USA",697-704,Article,https://doi.org/10.3758/s13423-011-0094-9,https://link.springer.com/content/pdf/10.3758/s13423-011-0094-9.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,Spreading suppression and the guidance of search by movement: Evidence from negative color carry-over effects,"Dent, Kevin, Humphreys, Glyn W., Braithwaite, Jason J.","Behavioural Brain Sciences Centre, School of Psychology, University of Birmingham, Birmingham, B15 2TT, UK",690-696,Article,https://doi.org/10.3758/s13423-011-0091-z,https://link.springer.com/content/pdf/10.3758/s13423-011-0091-z.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,"Is more always better? Effects of semantic richness on lexical decision, speeded pronunciation, and semantic classification","Yap, Melvin J., Tan, Sarah E., Pexman, Penny M., Hargreaves, Ian S.","Department of Psychology, Faculty of Arts and Social Sciences, National University of Singapore, Block AS4, #02-07, Singapore, 117570, Republic of Singapore; University of Calgary, Calgary, AB, Canada",742-750,Brief Report,https://doi.org/10.3758/s13423-011-0092-y,https://link.springer.com/content/pdf/10.3758/s13423-011-0092-y.pdf
Psychonomic Bulletin & Review,18.0,3.0,2011.0,Human memory reconsolidation can be explained using the temporal context model,"Sederberg, Per B., Gershman, Samuel J., Polyn, Sean M., Norman, Kenneth A.","Department of Psychology, The Ohio State University, Columbus, OH, 43210, USA; Department of Psychology and Princeton Neuroscience Institute, Princeton University, Princeton, NJ, 08540, USA; Department of Psychology, Vanderbilt University, Nashville, TN, 37240, USA",455-468,Article,https://doi.org/10.3758/s13423-011-0086-9,https://link.springer.com/content/pdf/10.3758/s13423-011-0086-9.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,The organization of room geometry and object layout geometry in human memory,"Sluzenski, Julia, McNamara, Timothy P.","The Richard Stockton College of New Jersey, School of Social and Behavioral Sciences, P.O. Box 195, Pomona, NJ, 08240, USA; Vanderbilt University, Nashville, TN, USA",758-766,Brief Report,https://doi.org/10.3758/s13423-011-0098-5,https://link.springer.com/content/pdf/10.3758/s13423-011-0098-5.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,Hand movements reveal the time-course of shape and pigmentation processing in face categorization,"Freeman, Jonathan B., Ambady, Nalini","Department of Psychology, Tufts University, 490 Boston Avenue, Medford, MA, 02155, USA",705-712,Article,https://doi.org/10.3758/s13423-011-0097-6,https://link.springer.com/content/pdf/10.3758/s13423-011-0097-6.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,A query theory account of the effect of memory retrieval on the sunk cost bias,"Ting, Hsuchi, Wallsten, Thomas S.","Tepper School of Business, Carnegie Mellon University, 5000 Forbes Avenue, Pittsburgh, PA, 15213, USA; Department of Psychology, University of Maryland, College Park, MD, 20742, USA",767-773,Brief Report,https://doi.org/10.3758/s13423-011-0099-4,https://link.springer.com/content/pdf/10.3758/s13423-011-0099-4.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,Evidence of fixed capacity in visual object categorization,"Scharff, Alec, Palmer, John, Moore, Cathleen M.","Department of Psychology, University of Washington, Seattle, WA, 98195, USA; Department of Psychology, University of Iowa, Iowa City, IA, USA",713-721,Brief Report,https://doi.org/10.3758/s13423-011-0101-1,https://link.springer.com/content/pdf/10.3758/s13423-011-0101-1.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,Head for the hills: The influence of environmental slant on spatial memory organization,"Kelly, Jonathan W.","Department of Psychology, Iowa State University, W112 Lagomarcino Hall, Ames, IA, 50011–3180, USA",774-780,Brief Report,https://doi.org/10.3758/s13423-011-0100-2,https://link.springer.com/content/pdf/10.3758/s13423-011-0100-2.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,The diagnosticity of individual data for model selection: Comparing signal-detection models of recognition memory,"Jang, Yoonhee, Wixted, John T., Huber, David E.","Department of Psychology, University of California, San Diego, 9500 Gilman Drive, La Jolla, CA, 92093-0109, USA",751-757,Brief Report,https://doi.org/10.3758/s13423-011-0096-7,https://link.springer.com/content/pdf/10.3758/s13423-011-0096-7.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,Words can slow down category learning,"Brojde, Chandra L., Porter, Chelsea, Colunga, Eliana","Department of Psychology and Neuroscience, University of Colorado at Boulder, Boulder, CO, 80309, USA",798-804,Brief Report,https://doi.org/10.3758/s13423-011-0103-z,https://link.springer.com/content/pdf/10.3758/s13423-011-0103-z.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,Adaptive memory: fitness relevant stimuli show a memory advantage in a game of pelmanism,"Wilson, Stuart, Darling, Stephen, Sykes, Jonathan","Psychology & Sociology, School of Arts, Social Sciences and Management, Queen Margaret University, Queen Margaret University Drive, Musselburgh, East Lothian, EH21 6UU, Scotland, UK; School of Engineering and Computing, Glasgow Caledonian University, Glasgow, Scotland, UK",781-786,Brief Report,https://doi.org/10.3758/s13423-011-0102-0,https://link.springer.com/content/pdf/10.3758/s13423-011-0102-0.pdf
Psychonomic Bulletin & Review,18.0,5.0,2011.0,Catching the mind in flight: Using behavioral indices to detect mindless reading in real time,"Franklin, Michael S., Smallwood, Jonathan, Schooler, Jonathan W.","Department of Psychology, University of California, Bldg 551, Room 1304, Santa Barbara, CA, 93106–9660, USA; Department of Social Neuroscience, Max Planck Institute for Brain & Cognition, Leipzig, Germany",992-997,Brief Report,https://doi.org/10.3758/s13423-011-0109-6,https://link.springer.com/content/pdf/10.3758/s13423-011-0109-6.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,A Bayes factor meta-analysis of Bem’s ESP claim,"Rouder, Jeffrey N., Morey, Richard D.","University of Missouri, Columbia, MO, USA; University of Groningen, Groningen, The Netherlands",682-689,Article,https://doi.org/10.3758/s13423-011-0088-7,https://link.springer.com/content/pdf/10.3758/s13423-011-0088-7.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,The influence of number of syllables on word skipping during reading,"Fitzsimmons, Gemma, Drieghe, Denis","Shackleton Building, University of Southampton, Highfield, Southampton, SO17 1BJ, UK",736-741,Brief Report,https://doi.org/10.3758/s13423-011-0105-x,https://link.springer.com/content/pdf/10.3758/s13423-011-0105-x.pdf
Psychonomic Bulletin & Review,18.0,5.0,2011.0,Scene context influences without scene gist: Eye movements guided by spatial associations in visual search,"Castelhano, Monica S., Heaven, Chelsea","Department of Psychology, Queen’s University, 62 Arch St., Kingston, ON, K7L 3N6, Canada",890-896,Brief Report,https://doi.org/10.3758/s13423-011-0107-8,https://link.springer.com/content/pdf/10.3758/s13423-011-0107-8.pdf
Psychonomic Bulletin & Review,18.0,4.0,2011.0,Interactions between perceptual and numerical space,"Kramer, Peter, Stoianov, Ivilin, Umiltà, Carlo, Zorzi, Marco","Dipartimento di Psicologia Generale, Università di Padova, Via Venezia 8, 35131, Padova, Italy; Center for Cognitive Science, University of Padova, Via Venezia 8, Padova, Italy",722-728,Brief Report,https://doi.org/10.3758/s13423-011-0104-y,https://link.springer.com/content/pdf/10.3758/s13423-011-0104-y.pdf
Psychonomic Bulletin & Review,18.0,5.0,2011.0,More is not always better: paradoxical effects of repetition on semantic accessibility,"Kuhl, Brice A., Anderson, Michael C.","Department of Psychology, Yale University, New Haven, CT, USA; Medical Research Council Cognition and Brain Sciences Unit, Cambridge, England, UK",964-972,Brief Report,https://doi.org/10.3758/s13423-011-0110-0,https://link.springer.com/content/pdf/10.3758/s13423-011-0110-0.pdf
Psychonomic Bulletin & Review,18.0,5.0,2011.0,Is surface-based orientation influenced by a proportional relationship of shape parameters?,"Sturz, Bradley R., Bodily, Kent D.","Department of Psychology, Armstrong Atlantic State University, 229 Science Center, 11935 Abercorn Street, Savannah, GA, 31419, USA; Department of Psychology, Georgia Southern University, Statesboro, GA, USA",848-854,Brief Report,https://doi.org/10.3758/s13423-011-0111-z,https://link.springer.com/content/pdf/10.3758/s13423-011-0111-z.pdf
Psychonomic Bulletin & Review,18.0,5.0,2011.0,Memory and metamemory for inverted words: Illusions of competency and desirable difficulties,"Sungkhasettee, Victor W., Friedman, Michael C., Castel, Alan D.","Department of Psychology, University of California, 1285 Franz Hall Box 951563, Los Angeles, CA, 90095-1563, USA",973-978,Brief Report,https://doi.org/10.3758/s13423-011-0114-9,https://link.springer.com/content/pdf/10.3758/s13423-011-0114-9.pdf
Psychonomic Bulletin & Review,18.0,5.0,2011.0,Effects of testing on learning of functions,"Kang, Sean H. K., McDaniel, Mark A., Pashler, Harold","Department of Psychology, University of California, San Diego, La Jolla, CA, 92093–0109, USA; Department of Psychology, Washington University in St. Louis, St. Louis, MO, USA",998-1005,Brief Report,https://doi.org/10.3758/s13423-011-0113-x,https://link.springer.com/content/pdf/10.3758/s13423-011-0113-x.pdf
Psychonomic Bulletin & Review,18.0,5.0,2011.0,On perfect working-memory performance with large numbers of items,"Thiele, Jonathan E., Pratte, Michael S., Rouder, Jeffrey N.","Department of Psychological Sciences, University of Missouri, 210 McAlester Hall, Columbia, MO, 65211, USA; Psychology Department, Vanderbilt University, 301 Wilson Hall, Nashville, TN, 37240, USA",958-963,Brief Report,https://doi.org/10.3758/s13423-011-0108-7,https://link.springer.com/content/pdf/10.3758/s13423-011-0108-7.pdf
Psychonomic Bulletin & Review,18.0,5.0,2011.0,List-wide control is not entirely elusive: Evidence from picture–word Stroop,"Bugg, Julie M., Chanani, Swati","Department of Psychology, Washington University, Campus Box 1125, One Brookings Dr, St. Louis, MO, 63130, USA",930-936,Brief Report,https://doi.org/10.3758/s13423-011-0112-y,https://link.springer.com/content/pdf/10.3758/s13423-011-0112-y.pdf
