Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link,Article URL,Citations
Psychological Science,16,4,2005,Forgetting of Trauma Cues in Adults Reporting Continuous or Recovered Memories of Childhood Sexual Abuse,"Richard J. McNally, Carel S. Ristuccia, Carol A. Perlman",Harvard University,pp. 336–340,Research article,https://doi.org/10.1111/j.0956-7976.2005.01536.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01536.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01536.x,33.0
Psychological Science,16,4,2005,New Approaches to Using Census Data to Test the Critical-Period Hypothesis for Second-Language Acquisition,"Edward W. Wiley, Ellen Bialystok, Kenji Hakuta","University of Colorado—Boulder; York University, Toronto, Ontario, Canada; University of California, Merced",pp. 341–343,Research article,https://doi.org/10.1111/j.0956-7976.2005.01537.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01537.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01537.x,14.0
Psychological Science,16,5,2005,An Alternative to Null-Hypothesis Significance Tests,Peter R. Killeen,Arizona State University,pp. 345–353,Research article,https://doi.org/10.1111/j.0956-7976.2005.01538.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01538.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01538.x,296.0
Psychological Science,16,5,2005,Deciding to Defect: The Effects of Video-Game Violence on Cooperative Behavior,"Brad E. Sheese, William G. Graziano",Purdue University,pp. 354–357,Research article,https://doi.org/10.1111/j.0956-7976.2005.01539.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01539.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01539.x,51.0
Psychological Science,16,5,2005,Distinctive Processing Underlies Skilled Memory,"James P. Van Overschelde, Katherine A. Rawson, John Dunlosky, R. Reed Hunt","University of Maryland, College Park, Greensboro; Kent State University, Greensboro; Kent State University, Greensboro; University of North Carolina, Greensboro",pp. 358–361,Research article,https://doi.org/10.1111/j.0956-7976.2005.01540.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01540.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01540.x,18.0
Psychological Science,16,5,2005,Do Speakers Avoid Ambiguities During Dialogue?,"Sarah L. Haywood, Martin J. Pickering, Holly P. Branigan","University of Edinburgh, Edinburgh, United Kingdom",pp. 362–366,Research article,https://doi.org/10.1111/j.0956-7976.2005.01541.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01541.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01541.x,60.0
Psychological Science,16,5,2005,Gesture Paves the Way for Language Development,"Jana M. Iverson, Susan Goldin-Meadow",University of Pittsburgh; University of Chicago,pp. 367–371,Research article,https://doi.org/10.1111/j.0956-7976.2005.01542.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01542.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01542.x,651.0
Psychological Science,16,5,2005,Labeling Guides Object Individuation in 12-Month-Old Infants,"Fei Xu, Melissa Cote, Allison Baker","University of British Columbia, Vancouver, British Columbia, Canada; Northeastern University, Vancouver, British Columbia, Canada; Northeastern University, Vancouver, British Columbia, Canada",pp. 372–377,Research article,https://doi.org/10.1111/j.0956-7976.2005.01543.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01543.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01543.x,125.0
Psychological Science,16,5,2005,Synchrony in the Onset of Mental-State Reasoning: Evidence From Five Cultures,"Tara Callaghan, Philippe Rochat, Angeline Lillard, Mary Louise Claux","St. Francis Xavier University, Antionish, Nova Scotia, Canada; Emory University, Lima, Peru; University of Virginia, Lima, Peru; Catholic University of Peru, Lima, Peru; Emory University, Lima, Peru; Kyoto University, Kyoto, Japan; Chiang Mai University, Chiang Mai, Thailand; M.K.P. College, Dehradun, India",pp. 378–384,Research article,https://doi.org/10.1111/j.0956-7976.2005.01544.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01544.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01544.x,191.0
Psychological Science,16,5,2005,The Development of Cynicism,"Candice M. Mills, Frank C. Keil",Yale University,pp. 385–390,Research article,https://doi.org/10.1111/j.0956-7976.2005.01545.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01545.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01545.x,86.0
Psychological Science,16,5,2005,You Can't Always Get What You Want: Effortful Control and Children's Responses to Undesirable Gifts,"Jessica E. Kieras, Renée M. Tobin, William G. Graziano, Mary K. Rothbart","Department of Psychology, University of Oregon; Department of Psychology, Illinois State University; Department of Child Development and Family Studies, Purdue University; Department of Psychology, University of Oregon",pp. 391–396,Research article,https://doi.org/10.1111/j.0956-7976.2005.01546.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01546.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01546.x,98.0
Psychological Science,16,5,2005,Ironic Effects of Racial Bias During Interracial Interactions,"J. Nicole Shelton, Jennifer A. Richeson, Jessica Salvatore, Sophie Trawalter",Princeton University; Dartmouth College; Princeton University; Dartmouth College,pp. 397–402,Research article,https://doi.org/10.1111/j.0956-7976.2005.01547.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01547.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01547.x,118.0
Psychological Science,16,5,2005,Deciphering the Enigmatic Face: The Importance of Facial Dynamics in Interpreting Subtle Facial Expressions,"Zara Ambadar, Jonathan W. Schooler, Jeffrey F. Cohn","University of Pittsburgh, Vancouver, British Columbia, Canada; University of British Columbia, Vancouver, British Columbia, Canada; University of Pittsburgh, Vancouver, British Columbia, Canada",pp. 403–410,Research article,https://doi.org/10.1111/j.0956-7976.2005.01548.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01548.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01548.x,458.0
Psychological Science,16,5,2005,Consuming Now or Later?: The Interactive Effect of Timing and Attribute Alignability,"Selin A. Malkoc, Gal Zauberman, Canan Ulu",The University of North Carolina at Chapel Hill; The University of North Carolina at Chapel Hill; Duke University,pp. 411–417,Research article,https://doi.org/10.1111/j.0956-7976.2005.01549.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01549.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01549.x,84.0
Psychological Science,16,6,2005,"Research in the High-Stakes Era: Achievement, Resources, and No Child Left Behind",Peter W. Tuerk,University of Virginia,pp. 419–425,Research article,https://doi.org/10.1111/j.0956-7976.2005.01550.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01550.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01550.x,2.0
Psychological Science,16,6,2005,Avoiding the Death Risk of Avoiding a Dread Risk: The Aftermath of March 11 in Spain,Alejandro López-Rousseau,"Madrid, Spain",pp. 426–428,Research article,https://doi.org/10.1111/j.0956-7976.2005.01551.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01551.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01551.x,20.0
Psychological Science,16,6,2005,Dynamic Influences of Culture on Cooperation in the Prisoner's Dilemma,"Rosanna Yin-mei Wong, Ying-yi Hong","Hong Kong University of Science and Technology, Hong Kong, China; University of Illinois at Urbana-Champaign, Hong Kong, China",pp. 429–434,Research article,https://doi.org/10.1111/j.0956-7976.2005.01552.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01552.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01552.x,99.0
Psychological Science,16,6,2005,Investment Behavior and the Negative Side of Emotion,"Baba Shiv, George Loewenstein, Antoine Bechara, Hanna Damasio, Antonio R. Damasio",Stanford University; Carnegie Mellon University; University of Iowa; University of Iowa; University of Iowa,pp. 435–439,Research article,https://doi.org/10.1111/j.0956-7976.2005.01553.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01553.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01553.x,118.0
Psychological Science,16,6,2005,Reversibility of the Other-Race Effect in Face Recognition During Childhood,"S. Sangrigoli, C. Pallier, A.-M. Argenti, V.A.G. Ventureyra, S. de Schonen","Laboratoire Cognition et Développement, CNRS, Boulogne-Billancourt, France; INSERM U562, Service Hospitalier Frédéric Joliot, CEA/DSV/DRM, and IFR49, Orsay, France; Laboratoire de Sciences Cognitives et Psycholinguistique, ENS/CNRS/EHESS, Paris, France; Laboratoire de Sciences Cognitives et Psycholinguistique, ENS/CNRS/EHESS, Paris, France; Laboratoire Cognition et Développement, CNRS, Boulogne-Billancourt, France; Hôpital Robert Debré, Paris, France",pp. 440–444,Research article,https://doi.org/10.1111/j.0956-7976.2005.01554.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01554.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01554.x,146.0
Psychological Science,16,6,2005,Aging Neuromodulation Impairs Associative Binding: Neurocomputational Account,"Shu-Chen Li, Moshe Naveh-Benjamin, Ulman Lindenberger","Center for Lifespan Psychology, Max Planck Institute for Human Development, Berlin, Germany; Department of Psychological Sciences, University of Missouri-Columbia; Center for Lifespan Psychology, Max Planck Institute for Human Development, Berlin, Germany; School of Psychology, Saarland University, Saarbrücken, Germany",pp. 445–450,Research article,https://doi.org/10.1111/j.0956-7976.2005.01555.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01555.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01555.x,24.0
Psychological Science,16,6,2005,Linguistic Constraints on Statistical Computations: The Role of Consonants and Vowels in Continuous Speech Processing,"Luca L. Bonatti, Marcela Peña, Marina Nespor, Jacques Mehler","International School for Advanced Studies, Trieste, Italy; University of Paris VIII at Saint Denis, Saint Denis, France; International School for Advanced Studies, Trieste, Italy; Laboratorio de Neurociencias, Escuela de Psicología, Pontificia Universidad Católica de Chile, Macul, Chile; University of Ferrara, Ferrara, Italy; International School for Advanced Studies, Trieste, Italy; Laboratoire de Science Cognitive et Psycholinguistique, CNRS and EHESS, Paris, France",pp. 451–459,Research article,https://doi.org/10.1111/j.0956-7976.2005.01556.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01556.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01556.x,159.0
Psychological Science,16,6,2005,Measurement of Individual Differences: Lessons From Memory Assessment in Research and Clinical Practice,Bob Uttl,"Institute of Psychology, University of Tsukuba, Tsukuba City, Japan",pp. 460–467,Research article,https://doi.org/10.1111/j.0956-7976.2005.01557.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01557.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01557.x,38.0
Psychological Science,16,6,2005,When Good Things Go Bad: The Reflex Physiology of Defense,"Margaret M. Bradley, Brad Moulder, Peter J. Lang",University of Florida,pp. 468–473,Research article,https://doi.org/10.1111/j.0956-7976.2005.01558.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01558.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01558.x,54.0
Psychological Science,16,6,2005,Constructed Criteria: Redefining Merit to Justify Discrimination,"Eric Luis Uhlmann, Geoffrey L. Cohen",Yale University,pp. 474–480,Research article,https://doi.org/10.1111/j.0956-7976.2005.01559.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01559.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01559.x,202.0
Psychological Science,16,6,2005,Investigating True and False Confessions Within a Novel Experimental Paradigm,"Melissa B. Russano, Christian A. Meissner, Fadia M. Narchet, Saul M. Kassin",Roger Williams University; Florida International University; Florida International University; Williams College,pp. 481–486,Research article,https://doi.org/10.1111/j.0956-7976.2005.01560.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01560.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01560.x,74.0
Psychological Science,16,6,2005,The Distribution and Development of Handedness for Manual Gestures in Captive Chimpanzees (Pan troglodytes),"William D. Hopkins, Jamie Russell, Hani Freeman, Nicole Buehler","Division of Psychobiology, Yerkes National Primate Research Center, Atlanta, GA; Department of Psychology, Berry College; Division of Psychobiology, Yerkes National Primate Research Center, Atlanta, GA; Division of Psychobiology, Yerkes National Primate Research Center, Atlanta, GA; Department of Psychology, Southwestern University; Division of Psychobiology, Yerkes National Primate Research Center, Atlanta, GA; Department of Psychology, Southwestern University; Department of Veterinary Sciences, The University of Texas M.D. Anderson Cancer Center",pp. 487–493,Research article,https://doi.org/10.1111/j.0956-7976.2005.01561.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01561.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01561.x,31.0
Psychological Science,16,7,2005,“That Is Bloody Revolting!”: Inhibitory Control of Thoughts Better Left Unsaid,"William von Hippel, Karen Gonsalkorale","University of New South Wales, Sydney, Australia",pp. 497–500,Research article,https://doi.org/10.1111/j.0956-7976.2005.01563.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01563.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01563.x,86.0
Psychological Science,16,7,2005,Development of Affective Decision Making for Self and Other: Evidence for the Integration of First- and Third-Person Perspectives,"Angela Prencipe, Philip David Zelazo","University of Toronto, Toronto, Ontario, Canada",pp. 501–505,Research article,https://doi.org/10.1111/j.0956-7976.2005.01564.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01564.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01564.x,127.0
Psychological Science,16,7,2005,What Face Inversion Does to Infants' Counting Abilities,"Luea L. Bonatti, Emmanuel Frot, Jacques Mehler","International School for Advanced Studies, Trieste, Italy; University of Paris VIII at Saint Denis, Saint Denis, France; University of Paris VIII at Saint Denis, Saint Denis, France; International School for Advanced Studies, Trieste, Italy",pp. 506–510,Research article,https://doi.org/10.1111/j.0956-7976.2005.01565.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01565.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01565.x,29.0
Psychological Science,16,7,2005,Learning Perceptual Organization in Infancy,"Paul C. Quinn, Ramesh S. Bhatt",University of Delaware; University of Kentucky,pp. 511–515,Research article,https://doi.org/10.1111/j.0956-7976.2005.01567.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01567.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01567.x,44.0
Psychological Science,16,7,2005,"When Your Brain Decides What You See: Grouping Across Monocular, Binocular, and Stimulus Rivalry","Joel Pearson, Colin W.G. Clifford","Colour, Form & Motion Lab, Visual Perception Unit, School of Psychology, The University of Sydney, New South Wales, Australia",pp. 516–519,Research article,https://doi.org/10.1111/j.0956-7976.2005.01566.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01566.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01566.x,23.0
Psychological Science,16,7,2005,"Visual Sensing Is Seeing: Why “Mindsight,” in Hindsight, Is Blind","Daniel J. Simons, Gabriel Nevarez, Walter R. Boot",University of Illinois at Urbana-Champaign,pp. 520–524,Research article,https://doi.org/10.1111/j.0956-7976.2005.01568.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01568.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01568.x,17.0
Psychological Science,16,7,2005,Remembering by the Seat of Your Pants,"Stephen D. Goldinger, Whitney A. Hansen",Arizona State University,pp. 525–529,Research article,https://doi.org/10.1111/j.0956-7976.2005.01569.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01569.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01569.x,26.0
Psychological Science,16,7,2005,Letter-by-Letter Acquired Dyslexia Is Due to the Serial Encoding of Letters,"Keith Rayner, Rebecca L. Johnson","University of Massachusetts, Amherst",pp. 530–534,Research article,https://doi.org/10.1111/j.0956-7976.2005.01570.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01570.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01570.x,41.0
Psychological Science,16,7,2005,How to Make the Word-Length Effect Disappear in Letter-by-Letter Dyslexia: Implications for an Account of the Disorder,"Daniel Fiset, Martin Arguin, Daniel Bub, Glyn W. Humphreys, M. Jane Riddoch","Centre de Recherche en Neuropsychologie et Cognition, Département de Psychologie, Université'de Montreal, Montreal, Quebec, Canada, and Centre de Recherche, Institut Universitaire de Gériatrie de Montréal, Montreal, Quebec, Canada; Centre de Recherche en Neuropsychologie et Cognition, Département de Psychologie, Université'de Montreal, Montreal, Quebec, Canada, and Centre de Recherche, Institut Universitaire de Gériatrie de Montréal, Montreal, Quebec, Canada; Department of Psychology, University of Victoria, Victoria, British Columbia, Canada; Behavioural Brain Sciences Centre, School of Psychology, Birmingham University, Birmingham, United Kingdom; Behavioural Brain Sciences Centre, School of Psychology, Birmingham University, Birmingham, United Kingdom",pp. 535–541,Research article,https://doi.org/10.1111/j.0956-7976.2005.01571.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01571.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01571.x,47.0
Psychological Science,16,7,2005,Inducing Infants to Detect a Physical Violation in a Single Trial,"Su-hua Wang, Renée Baillargeon","University of California, Santa Cruz; University of Illinois at Urbana-Champaign",pp. 542–549,Research article,https://doi.org/10.1111/j.0956-7976.2005.01572.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01572.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01572.x,18.0
Psychological Science,16,7,2005,Reasoning From Unfamiliar Premises: A Study With Unschooled Adults,"Maria Dias, Antonio Roazzi, Paul L. Harris","Federal University of Pernambuco, Recife, Brazil; Federal University of Pernambuco, Recife, Brazil; Harvard University, Recife, Brazil",pp. 550–554,Research article,https://doi.org/10.1111/j.0956-7976.2005.01573.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01573.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01573.x,22.0
Psychological Science,16,7,2005,Mate Choice and Friendship in Twins: Evidence for Genetic Similarity,"J. Philippe Rushton, Trudy Ann Bons","The University of Western Ontario, London, Ontario, Canada",pp. 555–559,Research article,https://doi.org/10.1111/j.0956-7976.2005.01574.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01574.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01574.x,71.0
Psychological Science,16,7,2005,The Role of Chaos in Poverty and Children's Socioemotional Adjustment,"Gary W. Evans, Carrie Gonnella, Lyscha A. Marcynyszyn, Lauren Gentile",Cornell University,pp. 560–565,Research article,https://doi.org/10.1111/j.0956-7976.2005.01575.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01575.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01575.x,441.0
Psychological Science,16,7,2005,Believe It or Not: On the Possibility of Suspending Belief,"Uri Hasson, Joseph P. Simmons, Alexander Todorov","Brain Research Imaging Center, The University of Chicago; Department of Psychology, Princeton University; Department of Psychology, Princeton University",pp. 566–571,Research article,https://doi.org/10.1111/j.0956-7976.2005.01576.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01576.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01576.x,52.0
Psychological Science,16,7,2005,Why Do Women Underperform Under Stereotype Threat?: Evidence for the Role of Negative Thinking,"Mara Cadinu, Anne Maass, Alessandra Rosabianca, Jeff Kiesner","University of Padova, Padova, Italy",pp. 572–578,Research article,https://doi.org/10.1111/j.0956-7976.2005.01577.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2005.01577.x,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2005.01577.x,232.0
Psychological Science,16,8,2005,Sexual Arousal Patterns of Bisexual Men,"Gerulf Rieger, Meredith L. Chivers, J. Michael Bailey","Northwestern University, Toronto, Ontario, Canada; Centre for Addiction and Mental Health, Toronto, Ontario, Canada; Northwestern University, Toronto, Ontario, Canada",pp. 579–584,Research article,https://doi.org/10.1111/j.1467-9280.2005.01578.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01578.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01578.x,154.0
Psychological Science,16,8,2005,Sequential Effects of Phonological Priming in Visual Word Recognition,"Manuel Carreiras, Ludovic Ferrand, Jonathan Grainger, Manuel Perea","Universidad de La Laguna, Tenerife, Spain; CNRS and Université René Descartes, Paris, France; LPC-CNRS, Université de Provence, Marseille, France; Universitat de València, Valencia, Spain",pp. 585–589,Research article,https://doi.org/10.1111/j.1467-9280.2005.01579.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01579.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01579.x,79.0
Psychological Science,16,8,2005,Discounting and Conditionalization: Dissociable Cognitive Processes in Human Causal Inference,"Kelly M. Goedert, Jennifer Harsch, Barbara A. Spellman",Seton Hall University; Pacific Lutheran University; University of Virginia,pp. 590–595,Research article,https://doi.org/10.1111/j.1467-9280.2005.01580.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01580.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01580.x,7.0
Psychological Science,16,8,2005,Familiarity Breeds Searching: Infants Reverse Their Novelty Preferences When Reaching for Hidden Objects,"Jeanne L. Shinskey, Yuko Munakata","University of South Carolina, Boulder; University of Colorado, Boulder",pp. 596–600,Research article,https://doi.org/10.1111/j.1467-9280.2005.01581.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01581.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01581.x,31.0
Psychological Science,16,8,2005,Can a Self-Propelled Box Have a Goal?: Psychological Reasoning in 5-Month-Old Infants,"Yuyan Luo, Renée Baillargeon",University of Illinois,pp. 601–608,Research article,https://doi.org/10.1111/j.1467-9280.2005.01582.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01582.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01582.x,259.0
Psychological Science,16,8,2005,Less Is More: Executive Function and Symbolic Representation in Preschool Children,"Stephanie M. Carlson, Angela C. Davis, Jamie G. Leach",University of Washington,pp. 609–616,Research article,https://doi.org/10.1111/j.1467-9280.2005.01583.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01583.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01583.x,202.0
Psychological Science,16,8,2005,Subliminal Speech Priming,"Sid Kouider, Emmanuel Dupoux","Laboratoire de Sciences Cognitives et Psycholinguistique, EHESS-ENS-CNRS, Paris, France; Cognitive Neuroimaging Unit, INSERM, IFR 49, SHFJ, Orsay, France; Laboratoire de Sciences Cognitives et Psycholinguistique, EHESS-ENS-CNRS, Paris, France",pp. 617–625,Research article,https://doi.org/10.1111/j.1467-9280.2005.01584.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01584.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01584.x,54.0
Psychological Science,16,8,2005,The Least Likely of Times: How Remembering the Past Biases Forecasts of the Future,"Carey K. Morewedge, Daniel T. Gilbert, Timothy D. Wilson",Harvard University; Harvard University; University of Virginia,pp. 626–630,Research article,https://doi.org/10.1111/j.1467-9280.2005.01585.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01585.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01585.x,127.0
Psychological Science,16,8,2005,How Global Versus Local Perception Fits Regulatory Focus,"Jens Förster, E. Tory Higgins","International University Bremen, Bremen, Germany; Columbia University, Bremen, Germany",pp. 631–636,Research article,https://doi.org/10.1111/j.1467-9280.2005.01586.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01586.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01586.x,311.0
Psychological Science,16,8,2005,Independent Resources for Attentional Tracking in the Left and Right Visual Hemifields,"George A. Alvarez, Patrick Cavanagh",Harvard University,pp. 637–643,Research article,https://doi.org/10.1111/j.1467-9280.2005.01587.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01587.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01587.x,230.0
Psychological Science,16,8,2005,Attention Alters the Appearance of Spatial Frequency and Gap Size,"Joetta Gobell, Marisa Carrasco","Department of Psychology and Center for Neural Science, New York University",pp. 644–651,Research article,https://doi.org/10.1111/j.1467-9280.2005.01588.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01588.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01588.x,130.0
Psychological Science,16,8,2005,The Meaning of “Natural”: Process More Important Than Content,Paul Rozin,University of Pennsylvania,pp. 652–658,Research article,https://doi.org/10.1111/j.1467-9280.2005.01589.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01589.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01589.x,298.0
Psychological Science,16,9,2005,"Health, Wealth, and Happiness: Financial Resources Buffer Subjective Well-Being After the Onset of a Disability","Dylan M. Smith, Kenneth M. Langa, Mohammed U. Kabeto, Peter A. Ubel","VA Health Services Research & Development Center of Excellence, Ann Arbor, Michigan; Department of Internal Medicine, University of Michigan; VA Health Services Research & Development Center of Excellence, Ann Arbor, Michigan; Department of Internal Medicine, University of Michigan; Department of Internal Medicine, University of Michigan; Department of Internal Medicine, University of Michigan",pp. 663–666,Research article,https://doi.org/10.1111/j.1467-9280.2005.01592.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01592.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01592.x,108.0
Psychological Science,16,9,2005,When Things Don't Add Up: The Role of Perceived Fungibility in Repeated-Play Decisions,"Michael L. DeKay, Tai Gyu Kim",Carnegie Mellon University; University of Delaware,pp. 667–672,Research article,https://doi.org/10.1111/j.1467-9280.2005.01593.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01593.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01593.x,14.0
Psychological Science,16,9,2005,Perceived Causality as a Cue to Temporal Distance,"David Faro, France Leclerc, Reid Hastie",University of Chicago,pp. 673–677,Research article,https://doi.org/10.1111/j.1467-9280.2005.01594.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01594.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01594.x,16.0
Psychological Science,16,9,2005,Young Children Infer Causal Strength From Probabilities and Interventions,"Tamar Kushnir, Alison Gopnik",University of California at Berkeley,pp. 678–683,Research article,https://doi.org/10.1111/j.1467-9280.2005.01595.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2005.01595.x,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2005.01595.x,104.0
