Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link,Citations
Journal of Experimental Social Psychology,45,4,2009,Instructional manipulation checks: Detecting satisficing to increase statistical power,"Daniel M. Oppenheimer, Tom Meyvis, Nicolas Davidenko",Pending,867-872,Short communication,https://doi.org/10.1016/j.jesp.2009.03.009,https://www.sciencedirect.com/science/article/pii/S0022103109000766/pdfft?md5=48cc91e480d6c74cfd4d1899b68d1f9f&pid=1-s2.0-S0022103109000766-main.pdf,2429
Journal of Experimental Social Psychology,45,4,2009,Helping to overcome intervention inertia in bystander’s dilemmas: Behavioral disinhibition can improve the greater good,"Kees van den Bos, Patrick A. Müller, Anke A.L. van Bussel",Pending,873-878,Short communication,https://doi.org/10.1016/j.jesp.2009.03.014,https://www.sciencedirect.com/science/article/pii/S0022103109000997/pdfft?md5=8398e1bbc4441719a0dde3e712dd6ddf&pid=1-s2.0-S0022103109000997-main.pdf,36
Journal of Experimental Social Psychology,45,4,2009,Let there be no mistake! On assessment mode and the transference effect in social perception,"Antonio Pierro, Edward Orehek, Arie W. Kruglanski",Pending,879-883,Short communication,https://doi.org/10.1016/j.jesp.2009.03.010,https://www.sciencedirect.com/science/article/pii/S0022103109000808/pdfft?md5=9d641cc1ece39a4fddde3e541accf5c8&pid=1-s2.0-S0022103109000808-main.pdf,13
Journal of Experimental Social Psychology,45,4,2009,Cultural chameleons and iconoclasts: Assimilation and reactance to cultural cues in biculturals’ expressed personalities as a function of identity conflict,"Aurelia Mok, Michael W. Morris",Pending,884-889,Short communication,https://doi.org/10.1016/j.jesp.2009.04.004,https://www.sciencedirect.com/science/article/pii/S0022103109000845/pdfft?md5=ef0e07677a225fa5f0d19f27575b26e9&pid=1-s2.0-S0022103109000845-main.pdf,73
Journal of Experimental Social Psychology,45,4,2009,Political mindset: Effects of schema priming on liberal-conservative political positions,"Christopher J. Bryan, Carol S. Dweck, Lee Ross, Aaron C. Kay, Natalia O. Mislavsky",Pending,890-895,Short communication,https://doi.org/10.1016/j.jesp.2009.04.007,https://www.sciencedirect.com/science/article/pii/S0022103109000882/pdfft?md5=3689ec0ff70402c6c27ebf9af8254121&pid=1-s2.0-S0022103109000882-main.pdf,39
Journal of Experimental Social Psychology,45,4,2009,Prosocial video games reduce aggressive cognitions,"Tobias Greitemeyer, Silvia Osswald",Pending,896-900,Short communication,https://doi.org/10.1016/j.jesp.2009.04.005,https://www.sciencedirect.com/science/article/pii/S0022103109000857/pdfft?md5=c72ba6e8a0fb0355129af6608a9b999a&pid=1-s2.0-S0022103109000857-main.pdf,106
Journal of Experimental Social Psychology,45,4,2009,Threat causes liberals to think like conservatives,"Paul R. Nail, Ian McGregor, April E. Drinkwater, Garrett M. Steele, Anthony W. Thompson",Pending,901-907,Short communication,https://doi.org/10.1016/j.jesp.2009.04.013,https://www.sciencedirect.com/science/article/pii/S0022103109000948/pdfft?md5=77cf939f4dccdb6bf44dbb471c621640&pid=1-s2.0-S0022103109000948-main.pdf,192
Journal of Experimental Social Psychology,45,4,2009,Resource-dependent effects during sex categorization,"L. Omar Rivera, Clarissa J. Arms-Chavez, Michael A. Zárate",Pending,908-912,Short communication,https://doi.org/10.1016/j.jesp.2009.04.023,https://www.sciencedirect.com/science/article/pii/S0022103109000973/pdfft?md5=c378a88805ebbb2620f1026253970bf4&pid=1-s2.0-S0022103109000973-main.pdf,3
Journal of Experimental Social Psychology,45,4,2009,Residential mobility and conditionality of group identification,"Shigehiro Oishi, Keiko Ishii, Janetta Lun",Pending,913-919,Short communication,https://doi.org/10.1016/j.jesp.2009.04.028,https://www.sciencedirect.com/science/article/pii/S0022103109001103/pdfft?md5=3d0d650392453f66cabbac137980b68c&pid=1-s2.0-S0022103109001103-mainext.pdf,43
Journal of Experimental Social Psychology,45,4,2009,Entitativity and prejudice: Examining their relationship and the moderating effect of attitude certainty,"Anna-Kaisa Newheiser, Nicole Tausch, John F. Dovidio, Miles Hewstone",Pending,920-926,Short communication,https://doi.org/10.1016/j.jesp.2009.04.024,https://www.sciencedirect.com/science/article/pii/S0022103109001061/pdfft?md5=3f3f0e7b714bea0969be79935e271d2d&pid=1-s2.0-S0022103109001061-main.pdf,29
Journal of Experimental Social Psychology,45,4,2009,Cognitive consequences of affirming the self: The relationship between self-affirmation and object construal,"Cheryl J. Wakslak, Yaacov Trope",Pending,927-932,Short communication,https://doi.org/10.1016/j.jesp.2009.05.002,https://www.sciencedirect.com/science/article/pii/S0022103109001140/pdfft?md5=b4dc95127f13d6cd6a51d6dcd636ab8f&pid=1-s2.0-S0022103109001140-main.pdf,86
Journal of Experimental Social Psychology,45,4,2009,When the expectations from a message will not be realized: Naïve theories can eliminate expectation–congruent judgments via correction,"Ian M. Handley, Dolores Albarracín, Rick D. Brown, Hong Li, ... G. Tarcan Kumkale",Pending,933-939,Short communication,https://doi.org/10.1016/j.jesp.2009.05.010,https://www.sciencedirect.com/science/article/pii/S002210310900119X/pdfft?md5=6d7fdb02c2599599b65b9a7286c26450&pid=1-s2.0-S002210310900119X-main.pdf,7
Journal of Experimental Social Psychology,45,4,2009,RETRACTED: When thoughts don’t feel like they used to: Changing feelings of subjective ease in judgments of the past,"Lawrence J. Sanna, Lindsay A. Kennedy, Edward C. Chang, Paul M. Miceli",Pending,940-946,,https://doi.org/10.1016/j.jesp.2009.05.012,https://www.sciencedirect.com/science/article/pii/S0022103109001243/pdfft?md5=518cedb657c61d498473d92fef3496cd&pid=1-s2.0-S0022103109001243-main.pdf,N/A
Journal of Experimental Social Psychology,45,4,2009,Bad riddance or good rubbish? Ownership and not loss aversion causes the endowment effect,"Carey K. Morewedge, Lisa L. Shu, Daniel T. Gilbert, Timothy D. Wilson",Pending,947-951,Short communication,https://doi.org/10.1016/j.jesp.2009.05.014,https://www.sciencedirect.com/science/article/pii/S0022103109001279/pdfft?md5=8ce31ea4a15c100c5b53cc268b7d008f&pid=1-s2.0-S0022103109001279-main.pdf,232
Journal of Experimental Social Psychology,45,4,2009,Editor’s note: A special FlashReports section on the election of Barack Obama,Joel Cooper,Pending,N/A,Editorial,https://doi.org/10.1016/j.jesp.2009.05.007,https://www.sciencedirect.com/science/article/pii/S0022103109001218/pdfft?md5=c8637c9c0681845923d67f2022711e6d&pid=1-s2.0-S0022103109001218-main.pdf,3
Journal of Experimental Social Psychology,45,4,2009,The “Obama Effect”: How a salient role model reduces race-based performance differences,"David M. Marx, Sei Jin Ko, Ray A. Friedman",Pending,953-956,Short communication,https://doi.org/10.1016/j.jesp.2009.03.012,https://www.sciencedirect.com/science/article/pii/S0022103109000742/pdfft?md5=914b913c8a7e4ed3825e3d611439cdf1&pid=1-s2.0-S0022103109000742-main.pdf,152
Journal of Experimental Social Psychology,45,4,2009,The Obama effect: An experimental test,"Joshua Aronson, Sheana Jannone, Matthew McGlone, Tanisha Johnson-Campbell",Pending,957-960,Short communication,https://doi.org/10.1016/j.jesp.2009.05.006,https://www.sciencedirect.com/science/article/pii/S0022103109001206/pdfft?md5=0c532a9563c6b31f82941157eebd3b1a&pid=1-s2.0-S0022103109001206-main.pdf,N/A
Journal of Experimental Social Psychology,45,4,2009,The Obama effect: Decreasing implicit prejudice and stereotyping,"E. Ashby Plant, Patricia G. Devine, William T.L. Cox, Corey Columb, ... B. Michelle Peruche",Pending,961-964,Short communication,https://doi.org/10.1016/j.jesp.2009.04.018,https://www.sciencedirect.com/science/article/pii/S0022103109001024/pdfft?md5=e0fb3f41b351b4b26b8273d8db586a35&pid=1-s2.0-S0022103109001024-main.pdf,112
Journal of Experimental Social Psychology,45,4,2009,Anti-egalitarians for Obama? Group-dominance motivation and the Obama vote,"Eric D. Knowles, Brian S. Lowery, Rebecca L. Schaumberg",Pending,965-969,Short communication,https://doi.org/10.1016/j.jesp.2009.05.005,https://www.sciencedirect.com/science/article/pii/S0022103109001176/pdfft?md5=c0ecb198b0f1d8356cb2ebc7b3048591&pid=1-s2.0-S0022103109001176-main.pdf,34
Journal of Experimental Social Psychology,45,4,2009,"Claiming a moral minority, saccades help create a biased majority: Tracking eye movements to base rates in social predictions",Emily Balcetis,Pending,970-973,Short communication,https://doi.org/10.1016/j.jesp.2009.02.018,https://www.sciencedirect.com/science/article/pii/S0022103109000456/pdfft?md5=f35e0f71e587aab0de376d6a3295da99&pid=1-s2.0-S0022103109000456-main.pdf,N/A
Journal of Experimental Social Psychology,45,4,2009,Experiencing Alien-Nation: Effects of a simulation intervention on attitudes toward homosexuals,"Gordon Hodson, Becky L. Choma, Kimberly Costello",Pending,974-978,Short communication,https://doi.org/10.1016/j.jesp.2009.02.010,https://www.sciencedirect.com/science/article/pii/S0022103109000419/pdfft?md5=0a7202cf777e8c47e039f3e1b18cd98a&pid=1-s2.0-S0022103109000419-main.pdf,N/A
Journal of Experimental Social Psychology,45,4,2009,Counterfactual structure and learning from experience in negotiations,"Laura J. Kray, Adam D. Galinsky, Keith D. Markman",Pending,979-982,Short communication,https://doi.org/10.1016/j.jesp.2009.03.008,https://www.sciencedirect.com/science/article/pii/S0022103109000754/pdfft?md5=37f255163d1c7a80ee9a114418353ca1&pid=1-s2.0-S0022103109000754-main.pdf,41
Journal of Experimental Social Psychology,45,4,2009,"Sad, thus true: Negativity bias in judgments of truth",Benjamin E. Hilbig,Pending,983-986,Short communication,https://doi.org/10.1016/j.jesp.2009.04.012,https://www.sciencedirect.com/science/article/pii/S0022103109000936/pdfft?md5=723affdf42f00584def34059ddab4178&pid=1-s2.0-S0022103109000936-main.pdf,84
Journal of Experimental Social Psychology,45,4,2009,How emotion communication guides reciprocity: Establishing cooperation through disappointment and anger,"Maarten J.J. Wubben, David De Cremer, Eric van Dijk",Pending,987-990,Short communication,https://doi.org/10.1016/j.jesp.2009.04.010,https://www.sciencedirect.com/science/article/pii/S0022103109000912/pdfft?md5=1af2b2ec26a59f908d8af7920649ac21&pid=1-s2.0-S0022103109000912-main.pdf,N/A
Journal of Experimental Social Psychology,45,4,2009,Physiological markers of challenge and threat mediate the effects of performance-based goals on performance,"Aïna Chalabaev, Brenda Major, François Cury, Philippe Sarrazin",Pending,991-994,Short communication,https://doi.org/10.1016/j.jesp.2009.04.009,https://www.sciencedirect.com/science/article/pii/S0022103109000900/pdfft?md5=7f34a58f3e1c0d4f9aed1a698d12bd2e&pid=1-s2.0-S0022103109000900-main.pdf,50
Journal of Experimental Social Psychology,45,4,2009,"Political ideology, exploration of novel stimuli, and attitude formation","Natalie J. Shook, Russell H. Fazio",Pending,995-998,Short communication,https://doi.org/10.1016/j.jesp.2009.04.003,https://www.sciencedirect.com/science/article/pii/S0022103109000833/pdfft?md5=27d9590a947ba42b47d740f87db9c6a4&pid=1-s2.0-S0022103109000833-main.pdf,144
Journal of Experimental Social Psychology,45,4,2009,Message framing and color priming: How subtle threat cues affect persuasion,"Mary A. Gerend, Tricia Sias",Pending,999-1002,Short communication,https://doi.org/10.1016/j.jesp.2009.04.002,https://www.sciencedirect.com/science/article/pii/S0022103109000821/pdfft?md5=94dc145131493e699f3e4991459d41a8&pid=1-s2.0-S0022103109000821-main.pdf,111
Journal of Experimental Social Psychology,45,4,2009,"Threat, high self-esteem, and reactive approach-motivation: Electroencephalographic evidence","Ian McGregor, Kyle A. Nash, Michael Inzlicht",Pending,1003-1007,Short communication,https://doi.org/10.1016/j.jesp.2009.04.011,https://www.sciencedirect.com/science/article/pii/S0022103109000924/pdfft?md5=cc4a11ebf3a040ad86d891b1757c3ef7&pid=1-s2.0-S0022103109000924-main.pdf,51
Journal of Experimental Social Psychology,45,4,2009,A tool for thought! When comparative thinking reduces stereotyping effects,"Katja Corcoran, Tanja Hundhammer, Thomas Mussweiler",Pending,1008-1011,Short communication,https://doi.org/10.1016/j.jesp.2009.04.015,https://www.sciencedirect.com/science/article/pii/S002210310900095X/pdfft?md5=36d8526a453297a5a8f99f3d717b2724&pid=1-s2.0-S002210310900095X-main.pdf,31
Journal of Experimental Social Psychology,45,4,2009,A matter of design: Priming context and person perception,"C. Neil Macrae, Jasmin Cloutier",Pending,1012-1015,Short communication,https://doi.org/10.1016/j.jesp.2009.04.021,https://www.sciencedirect.com/science/article/pii/S0022103109001036/pdfft?md5=7f0eebf491404766f27ec26b162ea1f0&pid=1-s2.0-S0022103109001036-main.pdf,24
Journal of Experimental Social Psychology,45,4,2009,Who’s chasing whom? The impact of gender and relationship status on mate poaching,"Jessica Parker, Melissa Burkley",Pending,1016-1019,Short communication,https://doi.org/10.1016/j.jesp.2009.04.022,https://www.sciencedirect.com/science/article/pii/S0022103109001048/pdfft?md5=90a6d2d671264563a09ae24afbb76fb5&pid=1-s2.0-S0022103109001048-main.pdf,25
Journal of Experimental Social Psychology,45,4,2009,Putting behavior on hold decreases reward value of need-instrumental objects outside of awareness,"Harm Veling, Henk Aarts",Pending,1020-1023,Short communication,https://doi.org/10.1016/j.jesp.2009.04.020,https://www.sciencedirect.com/science/article/pii/S0022103109001012/pdfft?md5=f7b5697972e9841ad3c5babf6b56da88&pid=1-s2.0-S0022103109001012-main.pdf,35
Journal of Experimental Social Psychology,45,4,2009,Counter-stereotypic beliefs in math do not protect school girls from stereotype threat,"Pascal Huguet, Isabelle Régner",Pending,1024-1027,Short communication,https://doi.org/10.1016/j.jesp.2009.04.029,https://www.sciencedirect.com/science/article/pii/S002210310900105X/pdfft?md5=dc2719ff6b9098365bf9dc277dc610ad&pid=1-s2.0-S002210310900105X-main.pdf,82
Journal of Experimental Social Psychology,45,4,2009,Person perception by active versus passive perceivers,"Ashley S. Waggoner, Eliot R. Smith, Elizabeth C. Collins",Pending,1028-1031,Short communication,https://doi.org/10.1016/j.jesp.2009.04.026,https://www.sciencedirect.com/science/article/pii/S0022103109001085/pdfft?md5=5d48abbb4a1b85c6ea8317cf16e91bd8&pid=1-s2.0-S0022103109001085-main.pdf,31
Journal of Experimental Social Psychology,45,4,2009,Solo status revisited: Examining racial group differences in the self-regulatory consequences of self-presenting as a racial solo,"Sarah E. Johnson, Jennifer A. Richeson",Pending,1032-1035,Short communication,https://doi.org/10.1016/j.jesp.2009.04.031,https://www.sciencedirect.com/science/article/pii/S0022103109001127/pdfft?md5=5eedded0d124c5a85349606bc7ec9e7d&pid=1-s2.0-S0022103109001127-main.pdf,8
Journal of Experimental Social Psychology,45,4,2009,Social cues for creativity: The impact of behavioral mimicry on convergent and divergent thinking,"Claire E. Ashton-James, Tanya L. Chartrand",Pending,1036-1040,Short communication,https://doi.org/10.1016/j.jesp.2009.04.030,https://www.sciencedirect.com/science/article/pii/S0022103109001115/pdfft?md5=acbcb989bd06cc5c5ebae5be04f50a44&pid=1-s2.0-S0022103109001115-main.pdf,40
Journal of Experimental Social Psychology,45,4,2009,Interacting with women can impair men’s cognitive functioning,"Johan C. Karremans, Thijs Verwijmeren, Tila M. Pronk, Meyke Reitsma",Pending,1041-1044,Short communication,https://doi.org/10.1016/j.jesp.2009.05.004,https://www.sciencedirect.com/science/article/pii/S0022103109001164/pdfft?md5=e2bcccd092d89f1d5d22e1d6ef851633&pid=1-s2.0-S0022103109001164-main.pdf,48
Journal of Experimental Social Psychology,45,4,2009,Hot under the collar in a lukewarm environment: Words associated with hot temperature increase aggressive thoughts and hostile perceptions,"C. Nathan DeWall, Brad J. Bushman",Pending,1045-1047,Short communication,https://doi.org/10.1016/j.jesp.2009.05.003,https://www.sciencedirect.com/science/article/pii/S0022103109001152/pdfft?md5=1a6a7a108fffa0e9dd48d72b4b45a57a&pid=1-s2.0-S0022103109001152-main.pdf,48
Journal of Experimental Social Psychology,45,4,2009,Self-face advantage is modulated by social threat – Boss effect on self-face recognition,"Yina Ma, Shihui Han",Pending,1048-1051,Short communication,https://doi.org/10.1016/j.jesp.2009.05.008,https://www.sciencedirect.com/science/article/pii/S0022103109001188/pdfft?md5=4fff59120fff5ff7649ea284c6dbfe66&pid=1-s2.0-S0022103109001188-main.pdf,54
Journal of Experimental Social Psychology,45,4,2009,Can intuition improve deception detection performance?,"Justin S. Albrechtsen, Christian A. Meissner, Kyle J. Susa",Pending,1052-1055,Short communication,https://doi.org/10.1016/j.jesp.2009.05.017,https://www.sciencedirect.com/science/article/pii/S0022103109001292/pdfft?md5=9a0c61b760af6976e08417ba0e615814&pid=1-s2.0-S0022103109001292-main.pdf,79
Journal of Experimental Social Psychology,45,5,2009,C2: Filler Advert: corporateenduser_210x280_BW.pdf,,Pending,N/A,,https://doi.org/10.1016/S0022-1031(09)00186-3,https://www.sciencedirect.com/science/article/pii/S0022103109001863/pdfft?md5=31a0faa0c868d68f21fb05dfa3ee7290&pid=1-s2.0-S0022103109001863-main.pdf,N/A
Journal of Experimental Social Psychology,45,5,2009,Social network composition and attitude strength: Exploring the dynamics within newly formed social networks,"Lindsey Clark Levitan, Penny S. Visser",Pending,1057-1067,Research article,https://doi.org/10.1016/j.jesp.2009.06.001,https://www.sciencedirect.com/science/article/pii/S0022103109001309/pdfft?md5=80649d2db9b34dc4bf23061131e28d6f&pid=1-s2.0-S0022103109001309-main.pdf,77
Journal of Experimental Social Psychology,45,5,2009,"Culture, self, and the emergence of reactance: Is there a “universal” freedom?","Eva Jonas, Verena Graupmann, Daniela Niesta Kayser, Mark Zanna, ... Dieter Frey",Pending,1068-1080,Research article,https://doi.org/10.1016/j.jesp.2009.06.005,https://www.sciencedirect.com/science/article/pii/S0022103109001334/pdfft?md5=0ea17b2ede664d20fa46e20a2c02b790&pid=1-s2.0-S0022103109001334-main.pdf,82
Journal of Experimental Social Psychology,45,5,2009,Stereotype strength and attentional bias: Preference for confirming versus disconfirming information depends on processing capacity,"Thomas J. Allen, Jeffrey W. Sherman, Frederica R. Conrey, Steven J. Stroessner",Pending,1081-1087,Research article,https://doi.org/10.1016/j.jesp.2009.06.002,https://www.sciencedirect.com/science/article/pii/S0022103109001322/pdfft?md5=22e810c11cac9ef0bac6ee35ce82d9b4&pid=1-s2.0-S0022103109001322-main.pdf,42
Journal of Experimental Social Psychology,45,5,2009,Spontaneous trait inference and construal level theory: Psychological distance increases nonconscious trait thinking,"SoYon Rim, James S. Uleman, Yaacov Trope",Pending,1088-1097,Research article,https://doi.org/10.1016/j.jesp.2009.06.015,https://www.sciencedirect.com/science/article/pii/S0022103109001462/pdfft?md5=b9db3ff06073ec817fd8f2bed0f1cdec&pid=1-s2.0-S0022103109001462-main.pdf,117
Journal of Experimental Social Psychology,45,5,2009,"How to like yourself better, or chocolate less: Changing implicit attitudes with one IAT task","Irena D. Ebert, Melanie C. Steffens, Rul von Stülpnagel, Petra Jelenec",Pending,1098-1104,Short communication,https://doi.org/10.1016/j.jesp.2009.06.008,https://www.sciencedirect.com/science/article/pii/S0022103109001371/pdfft?md5=af6624f49b2d21add92527ddaaa9aeb4&pid=1-s2.0-S0022103109001371-main.pdf,43
Journal of Experimental Social Psychology,45,5,2009,Followers’ satisfaction from working with group-prototypic leaders: Promotion focus as moderator,"Antonio Pierro, Lavinia Cicero, E. Tory Higgins",Pending,1105-1110,Short communication,https://doi.org/10.1016/j.jesp.2009.06.020,https://www.sciencedirect.com/science/article/pii/S0022103109001735/pdfft?md5=e839af257e2548489c25ce3cb950c7f3&pid=1-s2.0-S0022103109001735-main.pdf,17
Journal of Experimental Social Psychology,45,5,2009,Evidence for the underestimation of implicit in-group favoritism among low-status groups,"Michael A. Olson, Matthew T. Crawford, Will Devlin",Pending,1111-1116,Short communication,https://doi.org/10.1016/j.jesp.2009.06.021,https://www.sciencedirect.com/science/article/pii/S0022103109001723/pdfft?md5=fe80d54778ec445830a751276566024b&pid=1-s2.0-S0022103109001723-main.pdf,22
Journal of Experimental Social Psychology,45,5,2009,Mix me a list: Context moderates the truth effect and the mere-exposure effect,"Alice Dechêne, Christoph Stahl, Jochim Hansen, Michaela Wänke",Pending,1117-1122,Short communication,https://doi.org/10.1016/j.jesp.2009.06.019,https://www.sciencedirect.com/science/article/pii/S002210310900167X/pdfft?md5=24fbcebafdb59071b81a13d06286944e&pid=1-s2.0-S002210310900167X-main.pdf,74
Journal of Experimental Social Psychology,45,5,2009,Interracial contexts debilitate same-race face recognition,"Steven G. Young, Kurt Hugenberg, Micheal J. Bernstein, Donald F. Sacco",Pending,1123-1126,Short communication,https://doi.org/10.1016/j.jesp.2009.05.009,https://www.sciencedirect.com/science/article/pii/S002210310900122X/pdfft?md5=f4d4fd0527622e80fdaf57adc246ebec&pid=1-s2.0-S002210310900122X-main.pdf,N/A
Journal of Experimental Social Psychology,45,5,2009,Lessons from a Faraway land: The effect of spatial distance on creative cognition,"Lile Jia, Edward R. Hirt, Samuel C. Karpen",Pending,1127-1131,Short communication,https://doi.org/10.1016/j.jesp.2009.05.015,https://www.sciencedirect.com/science/article/pii/S0022103109001267/pdfft?md5=9dc5c9efb5cc68829da366cd2829bd4d&pid=1-s2.0-S0022103109001267-main.pdf,94
Journal of Experimental Social Psychology,45,5,2009,Faces of politicians: Babyfacedness predicts inferred competence but not electoral success,"Panu Poutvaara, Henrik Jordahl, Niclas Berggren",Pending,1132-1135,Short communication,https://doi.org/10.1016/j.jesp.2009.06.007,https://www.sciencedirect.com/science/article/pii/S0022103109001383/pdfft?md5=ec64a8c60cc0074a624017b5ce8f0eed&pid=1-s2.0-S0022103109001383-main.pdf,102
Journal of Experimental Social Psychology,45,5,2009,Male risk-taking as a context-sensitive signaling device,"Michael D. Baker, Jon K. Maner",Pending,1136-1139,Short communication,https://doi.org/10.1016/j.jesp.2009.06.006,https://www.sciencedirect.com/science/article/pii/S002210310900136X/pdfft?md5=05714d0ee1b6fe3fb7fdf6c47e9593b2&pid=1-s2.0-S002210310900136X-main.pdf,74
Journal of Experimental Social Psychology,45,5,2009,Appreciating art verbally: Verbalization can make a work of art be both undeservedly loved and unjustly maligned,Ayumi Yamada,Pending,1140-1143,Short communication,https://doi.org/10.1016/j.jesp.2009.06.016,https://www.sciencedirect.com/science/article/pii/S0022103109001474/pdfft?md5=7e5f51774eb5914f5717f5c9e3e380ae&pid=1-s2.0-S0022103109001474-main.pdf,10
Journal of Experimental Social Psychology,45,5,2009,Low ranks make the difference: How achievement goals and ranking information affect cooperation intentions,"P. Marijn Poortvliet, Onne Janssen, Nico W. Van Yperen, Evert Van de Vliert",Pending,1144-1147,Short communication,https://doi.org/10.1016/j.jesp.2009.06.013,https://www.sciencedirect.com/science/article/pii/S0022103109001437/pdfft?md5=6de34f0bc60b4377a4294f2061377163&pid=1-s2.0-S0022103109001437-main.pdf,36
Journal of Experimental Social Psychology,45,5,2009,Planning is for doing: Implementation intentions go beyond the mere creation of goal-directed associations,"Esther K. Papies, Henk Aarts, Nanne K. de Vries",Pending,1148-1151,Short communication,https://doi.org/10.1016/j.jesp.2009.06.011,https://www.sciencedirect.com/science/article/pii/S0022103109001401/pdfft?md5=32581510b77c6f918a5a9f02a75bd557&pid=1-s2.0-S0022103109001401-main.pdf,50
Journal of Experimental Social Psychology,45,5,2009,The effects of perceived competence and sociability on electoral outcomes,"Luigi Castelli, Luciana Carraro, Claudia Ghitti, Massimiliano Pastore",Pending,1152-1155,Short communication,https://doi.org/10.1016/j.jesp.2009.06.018,https://www.sciencedirect.com/science/article/pii/S0022103109001450/pdfft?md5=09df381d519c808dd7e46b93c737e7bc&pid=1-s2.0-S0022103109001450-main.pdf,52
Journal of Experimental Social Psychology,45,5,2009,A dual-process account of female facial attractiveness preferences: Sexual and nonsexual routes,"Robert G. Franklin, Reginald B. Adams",Pending,1156-1159,Short communication,https://doi.org/10.1016/j.jesp.2009.06.014,https://www.sciencedirect.com/science/article/pii/S0022103109001449/pdfft?md5=294990f6d71405db5e95449cd53c3c35&pid=1-s2.0-S0022103109001449-main.pdf,26
Journal of Experimental Social Psychology,45,5,2009,Priming family values: How being a parent affects moral evaluations of harmless but offensive acts,"Richard P. Eibach, Lisa K. Libby, Joyce Ehrlinger",Pending,1160-1163,Short communication,https://doi.org/10.1016/j.jesp.2009.06.017,https://www.sciencedirect.com/science/article/pii/S0022103109001425/pdfft?md5=1a64f4dae29942e0d6ae95f46d44a4ed&pid=1-s2.0-S0022103109001425-main.pdf,40
Journal of Experimental Social Psychology,45,6,2009,Ethnic differences in the stigma of obesity: Identification and engagement with a thin ideal,"Michelle R. Hebl, Eden B. King, Andrew Perkins",Pending,1165-1172,Research article,https://doi.org/10.1016/j.jesp.2009.04.017,https://www.sciencedirect.com/science/article/pii/S0022103109000985/pdfft?md5=2d6dabb412acdb74e4c2ab8967c90dba&pid=1-s2.0-S0022103109000985-main.pdf,43
Journal of Experimental Social Psychology,45,6,2009,The paradox of Alypius and the pursuit of unwanted information,"Justin Kruger, Matt Evans",Pending,1173-1179,Research article,https://doi.org/10.1016/j.jesp.2009.06.009,https://www.sciencedirect.com/science/article/pii/S0022103109001486/pdfft?md5=336cba3667dfe0d773c7089473d21a84&pid=1-s2.0-S0022103109001486-main.pdf,40
Journal of Experimental Social Psychology,45,6,2009,Becoming irreplaceable: How comparisons to the partner’s alternatives differentially affect low and high self-esteem people,"Sandra L. Murray, Sadie Leder, Jennifer C.D. MacGregor, John G. Holmes, ... Brianna Harris",Pending,1180-1191,Research article,https://doi.org/10.1016/j.jesp.2009.07.001,https://www.sciencedirect.com/science/article/pii/S0022103109001747/pdfft?md5=7b7cf1266876afec16b46b64e45ecd78&pid=1-s2.0-S0022103109001747-main.pdf,30
Journal of Experimental Social Psychology,45,6,2009,To err is human: How regulatory focus and action orientation predict performance following errors,"Martijn A. de Lange, Ad van Knippenberg",Pending,1192-1199,Research article,https://doi.org/10.1016/j.jesp.2009.07.009,https://www.sciencedirect.com/science/article/pii/S0022103109001826/pdfft?md5=ed2c8f1de7d4e0f7c483ef9969c54589&pid=1-s2.0-S0022103109001826-main.pdf,18
Journal of Experimental Social Psychology,45,6,2009,The nonconscious road to perceptions of performance: Achievement priming augments outcome expectancies and experienced self-agency,"Ruud Custers, Henk Aarts, Masanori Oikawa, Andrew Elliot",Pending,1200-1208,Research article,https://doi.org/10.1016/j.jesp.2009.07.013,https://www.sciencedirect.com/science/article/pii/S0022103109002029/pdfft?md5=5d57a8078a69cee0e3ab8d54f0c388a2&pid=1-s2.0-S0022103109002029-main.pdf,20
Journal of Experimental Social Psychology,45,6,2009,Men’s misperceptions about the acceptability and attractiveness of aggression,"Joseph A. Vandello, Sean Ransom, Vanessa E. Hettinger, Kevin Askew",Pending,1209-1219,Research article,https://doi.org/10.1016/j.jesp.2009.08.006,https://www.sciencedirect.com/science/article/pii/S0022103109002091/pdfft?md5=722b3d24139484c87b8264cff98d0fd6&pid=1-s2.0-S0022103109002091-main.pdf,26
Journal of Experimental Social Psychology,45,6,2009,Pulling yourself together: Meditation promotes congruence between implicit and explicit self-esteem,"Sander L. Koole, Olesya Govorun, Clara Michelle Cheng, Marcello Gallucci",Pending,1220-1226,Short communication,https://doi.org/10.1016/j.jesp.2009.05.018,https://www.sciencedirect.com/science/article/pii/S0022103109001310/pdfft?md5=27041af0e6788518492cf72317f184be&pid=1-s2.0-S0022103109001310-main.pdf,65
Journal of Experimental Social Psychology,45,6,2009,Take it or leave it for something better? Responses to fair offers in ultimatum bargaining,"Rob M.A. Nelissen, Dorien S.I. van Someren, Marcel Zeelenberg",Pending,1227-1231,Short communication,https://doi.org/10.1016/j.jesp.2009.06.004,https://www.sciencedirect.com/science/article/pii/S0022103109001358/pdfft?md5=7af4724ecf3a77d2efd6d603e3f06a92&pid=1-s2.0-S0022103109001358-main.pdf,16
