Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link,Citations
Journal of Experimental Psychology: General,143,3,2014,The role of belief in occurrence within autobiographical memory.,"Scoboria, Alan; Jackson, Dennis L.; Talarico, Jennifer; Hanczakowski, Maciej; Wysman, Lauren; Mazzoni, Giuliana",Pending,1242-1258,Articles,https://doi.org/10.1037/a0034110,Pending,82
Journal of Experimental Psychology: General,143,3,2014,Recalibrating gender perception: Face aftereffects and the perceptual underpinnings of gender-related biases.,"Lick, David J.; Johnson, Kerri L.",Pending,1259-1276,Articles,https://doi.org/10.1037/a0034516,Pending,8
Journal of Experimental Psychology: General,143,3,2014,Planning-related motor processes underlie mental practice and imitation learning.,"Bach, Patric; Allami, Bassem Khalaf; Tucker, Mike; Ellis, Rob",Pending,1277-1294,Articles,https://doi.org/10.1037/a0035604,Pending,11
Journal of Experimental Psychology: General,143,3,2014,Altruism in the wild: When affiliative motives to help positive people overtake empathic motives to help the distressed.,"Hauser, David J.; Preston, Stephanie D.; Stansfield, R. Brent",Pending,1295-1305,Articles,https://doi.org/10.1037/a0035464,Pending,16
Journal of Experimental Psychology: General,143,3,2014,The nondiscriminating heart: Lovingkindness meditation training decreases implicit intergroup bias.,"Kang, Yoona; Gray, Jeremy R.; Dovidio, John F.",Pending,1306-1313,Articles,https://doi.org/10.1037/a0034150,Pending,108
Journal of Experimental Psychology: General,143,3,2014,MAGELLAN: A cognitive map–based model of human wayfinding.,"Manning, Jeremy R.; Lew, Timothy F.; Li, Ningcheng; Sekuler, Robert; Kahana, Michael J.",Pending,1314-1330,Articles,https://doi.org/10.1037/a0035542,Pending,7
Journal of Experimental Psychology: General,143,3,2014,Rigorously testing multialternative decision field theory against random utility models.,"Berkowitsch, Nicolas A. J.; Scheibehenne, Benjamin; Rieskamp, Jörg",Pending,1331-1348,Articles,https://doi.org/10.1037/a0035159,Pending,52
Journal of Experimental Psychology: General,143,3,2014,The diminishing criterion model for metacognitive regulation of time investment.,"Ackerman, Rakefet",Pending,1349-1368,Articles,https://doi.org/10.1037/a0035098,Pending,67
Journal of Experimental Psychology: General,143,3,2014,Awareness of implicit attitudes.,"Hahn, Adam; Judd, Charles M.; Hirsh, Holen K.; Blair, Irene V.",Pending,1369-1392,Articles,https://doi.org/10.1037/a0035028,Pending,154
Journal of Experimental Psychology: General,143,3,2014,Attentional flexibility during approach and avoidance motivational states: The role of context in shifts of attentional breadth.,"Calcott, Rebecca D.; Berkman, Elliot T.",Pending,1393-1408,Articles,https://doi.org/10.1037/a0035060,Pending,16
Journal of Experimental Psychology: General,143,3,2014,Beyond a mask and against the bottleneck: Retroactive dual-task interference during working memory consolidation of a masked visual target.,"Nieuwenstein, Mark; Wyble, Brad",Pending,1409-1427,Articles,https://doi.org/10.1037/a0035257,Pending,39
Journal of Experimental Psychology: General,143,4,2014,Which way is which? Examining global/local processing with symbolic cues.,"Mills, Mark; Dodd, Michael D.",Pending,1429-1436,Brief Reports,https://doi.org/10.1037/a0036454,Pending,7
Journal of Experimental Psychology: General,143,4,2014,Talk this way: The effect of prosodically conveyed semantic information on memory for novel words.,"Shintel, Hadas; Anderson, Nathan L.; Fenn, Kimberly M.",Pending,1437-1442,Brief Reports,https://doi.org/10.1037/a0036605,Pending,5
Journal of Experimental Psychology: General,143,4,2014,Direct suppression as a mechanism for controlling unpleasant memories in daily life.,"Küpper, Charlotte S.; Benoit, Roland G.; Dalgleish, Tim; Anderson, Michael C.",Pending,1443-1449,Brief Reports,https://doi.org/10.1037/a0036518,Pending,61
Journal of Experimental Psychology: General,143,4,2014,Negative affect improves the quality of memories: Trading capacity for precision in sensory and working memory.,"Spachtholz, Philipp; Kuhbandner, Christof; Pekrun, Reinhard",Pending,1450-1456,Brief Reports,https://doi.org/10.1037/xge0000012,Pending,39
Journal of Experimental Psychology: General,143,4,2014,Bayesian tests to quantify the result of a replication attempt.,"Verhagen, Josine; Wagenmakers, Eric-Jan",Pending,1457-1475,Articles,https://doi.org/10.1037/a0036731,Pending,128
Journal of Experimental Psychology: General,143,4,2014,Eye tracking and pupillometry are indicators of dissociable latent decision processes.,"Cavanagh, James F.; Wiecki, Thomas V.; Kochar, Angad; Frank, Michael J.",Pending,1476-1488,Articles,https://doi.org/10.1037/a0035813,Pending,127
Journal of Experimental Psychology: General,143,4,2014,"A probabilistic, dynamic, and attribute-wise model of intertemporal choice.","Dai, Junyi; Busemeyer, Jerome R.",Pending,1489-1514,Articles,https://doi.org/10.1037/a0035976,Pending,103
Journal of Experimental Psychology: General,143,4,2014,Chemical communication of fear: A case of male–female asymmetry.,"de Groot, Jasper H. B.; Semin, Gün R.; Smeets, Monique A. M.",Pending,1515-1525,Articles,https://doi.org/10.1037/a0035950,Pending,25
Journal of Experimental Psychology: General,143,4,2014,The reminding effect: Presentation of associates enhances memory for related words in a list.,"Tullis, Jonathan G.; Benjamin, Aaron S.; Ross, Brian H.",Pending,1526-1540,Articles,https://doi.org/10.1037/a0036036,Pending,27
Journal of Experimental Psychology: General,143,4,2014,"If you negate, you may forget: Negated repetitions impair memory compared with affirmative repetitions.","Mayo, Ruth; Schul, Yaacov; Rosenthal, Meytal",Pending,1541-1552,Articles,https://doi.org/10.1037/a0036122,Pending,12
Journal of Experimental Psychology: General,143,4,2014,Individual differences in memory search and their relation to intelligence.,"Healey, M. Karl; Crutchley, Patrick; Kahana, Michael J.",Pending,1553-1569,Articles,https://doi.org/10.1037/a0036306,Pending,29
Journal of Experimental Psychology: General,143,4,2014,Collaboration changes both the content and the structure of memory: Building the architecture of shared representations.,"Congleton, Adam R.; Rajaram, Suparna",Pending,1570-1584,Articles,https://doi.org/10.1037/a0035974,Pending,36
Journal of Experimental Psychology: General,143,4,2014,The role of object categories in hybrid visual and memory search.,"Cunningham, Corbin A.; Wolfe, Jeremy M.",Pending,1585-1599,Articles,https://doi.org/10.1037/a0036313,Pending,59
Journal of Experimental Psychology: General,143,4,2014,The myth of harmless wrongs in moral cognition: Automatic dyadic completion from sin to suffering.,"Gray, Kurt; Schein, Chelsea; Ward, Adrian F.",Pending,1600-1615,Articles,https://doi.org/10.1037/a0036149,Pending,166
Journal of Experimental Psychology: General,143,4,2014,Good for God? Religious motivation reduces perceived responsibility for and morality of good deeds.,"Gervais, Will M.",Pending,1616-1626,Articles,https://doi.org/10.1037/a0036678,Pending,11
Journal of Experimental Psychology: General,143,4,2014,Theoretically motivated interventions for reducing sexual risk taking in adolescence: A randomized controlled experiment applying fuzzy-trace theory.,"Reyna, Valerie F.; Mills, Britain A.",Pending,1627-1648,Articles,https://doi.org/10.1037/a0036717,Pending,69
Journal of Experimental Psychology: General,143,4,2014,When is irony effortful?,"Spotorno, Nicola; Noveck, Ira A.",Pending,1649-1665,Articles,https://doi.org/10.1037/a0036630,Pending,24
Journal of Experimental Psychology: General,143,4,2014,In doubt and disorderly: Ambivalence promotes compensatory perceptions of order.,"van Harreveld, Frenk; Rutjens, Bastiaan T.; Schneider, Iris K.; Nohlen, Hannah U.; Keskinis, Konstantinos",Pending,1666-1676,Articles,https://doi.org/10.1037/a0036099,Pending,49
Journal of Experimental Psychology: General,143,4,2014,Performance on the Iowa Gambling Task: From 5 to 89 years of age.,"Beitz, Kevin M.; Salthouse, Timothy A.; Davis, Hasker P.",Pending,1677-1689,Articles,https://doi.org/10.1037/a0035823,Pending,51
Journal of Experimental Psychology: General,143,4,2014,Do adults make scale errors too? How function sometimes trumps size.,"Casler, Krista; Hoffman, Kathleen; Eshleman, Angelica",Pending,1690-1700,Articles,https://doi.org/10.1037/a0036309,Pending,8
Journal of Experimental Psychology: General,143,4,2014,Unconscious conflicts in unconscious contexts: The role of awareness and timing in flexible conflict adaptation.,"Reuss, Heiko; Desender, Kobe; Kiesel, Andrea; Kunde, Wilfried",Pending,1701-1718,Articles,https://doi.org/10.1037/a0036437,Pending,37
Journal of Experimental Psychology: General,143,4,2014,The influence of social power on weight perception.,"Lee, Eun Hee; Schnall, Simone",Pending,1719-1725,Articles,https://doi.org/10.1037/a0035699,Pending,30
Journal of Experimental Psychology: General,143,4,2014,Synchronization of speech and gesture: Evidence for interaction in action.,"Chu, Mingyuan; Hagoort, Peter",Pending,1726-1741,Articles,https://doi.org/10.1037/a0036281,Pending,23
Journal of Experimental Psychology: General,143,4,2014,The (perceived) meaning of spontaneous thoughts.,"Morewedge, Carey K.; Giblin, Colleen E.; Norton, Michael I.",Pending,1742-1754,Articles,https://doi.org/10.1037/a0036775,Pending,36
Journal of Experimental Psychology: General,143,4,2014,When do I wear me out? Mental simulation and the diminution of self-control.,"Macrae, C. Neil; Christian, Brittany M.; Golubickis, Marius; Karanasiou, Magdalene; Troksiarova, Lenka; McNamara, Diana L.; Miles, Lynden K.",Pending,1755-1764,Articles,https://doi.org/10.1037/a0036100,Pending,25
Journal of Experimental Psychology: General,143,4,2014,Reducing implicit racial preferences: I. A comparative investigation of 17 interventions.,"Lai, Calvin K.; Marini, Maddalena; Lehr, Steven A.; Cerruti, Carlo; Shin, Jiyun-Elizabeth L.; Joy-Gaba, Jennifer A.; Ho, Arnold K.; Teachman, Bethany A.; Wojcik, Sean P.; Koleva, Spassena P.; Frazier, Rebecca S.; Heiphetz, Larisa; Chen, Eva E.; Turner, Rhiannon N.; Haidt, Jonathan; Kesebir, Selin; Hawkins, Carlee Beth; Schaefer, Hillary S.; Rubichi, Sandro; Sartori, Giuseppe; Dial, Christopher M.; Sriram, N.; Banaji, Mahzarin R.; Nosek, Brian A.",Pending,1765-1785,Articles,https://doi.org/10.1037/a0036260,Pending,270
Journal of Experimental Psychology: General,143,5,2014,Moving time: The influence of action on duration perception.,"Press, Clare; Berlot, Eva; Bird, Geoffrey; Ivry, Richard; Cook, Richard",Pending,1787-1793,Brief Reports,https://doi.org/10.1037/a0037650,Pending,18
Journal of Experimental Psychology: General,143,5,2014,Action video games do not improve the speed of information processing in simple perceptual tasks.,"van Ravenzwaaij, Don; Boekel, Wouter; Forstmann, Birte U.; Ratcliff, Roger; Wagenmakers, Eric-Jan",Pending,1794-1805,Articles,https://doi.org/10.1037/a0036923,Pending,43
Journal of Experimental Psychology: General,143,5,2014,Central and peripheral components of working memory storage.,"Cowan, Nelson; Saults, J. Scott; Blume, Christopher L.",Pending,1806-1836,Articles,https://doi.org/10.1037/a0036814,Pending,101
Journal of Experimental Psychology: General,143,5,2014,Selective influence of working memory load on exceptionally slow reaction times.,"Shahar, Nitzan; Teodorescu, Andrei R.; Usher, Marius; Pereg, Maayan; Meiran, Nachshon",Pending,1837-1860,Articles,https://doi.org/10.1037/a0037190,Pending,28
Journal of Experimental Psychology: General,143,5,2014,Does achievement motivation mediate the semantic achievement priming effect?,"Engeser, Stefan; Baumann, Nicola",Pending,1861-1874,Articles,https://doi.org/10.1037/a0036864,Pending,14
Journal of Experimental Psychology: General,143,5,2014,Hysteresis in the dynamic perception of scenes and objects.,"Poltoratski, Sonia; Tong, Frank",Pending,1875-1892,Articles,https://doi.org/10.1037/a0037365,Pending,9
Journal of Experimental Psychology: General,143,5,2014,Visual feature processing in the early visual cortex affects duration perception.,"Zhou, Bin; Yang, Shaojuan; Mao, Lihua; Han, Shihui",Pending,1893-1902,Articles,https://doi.org/10.1037/a0037294,Pending,18
Journal of Experimental Psychology: General,143,5,2014,Predicting object features across saccades: Evidence from object recognition and visual search.,"Herwig, Arvid; Schneider, Werner X.",Pending,1903-1922,Articles,https://doi.org/10.1037/a0036781,Pending,57
Journal of Experimental Psychology: General,143,5,2014,Saccade-like behavior in the fast-phases of optokinetic nystagmus: An illustration of the emergence of volitional actions from automatic reflexes.,"Harrison, James J.; Freeman, Tom C. A.; Sumner, Petroc",Pending,1923-1938,Articles,https://doi.org/10.1037/a0037021,Pending,8
Journal of Experimental Psychology: General,143,5,2014,Involuntary memories of emotional scenes: The effects of cue discriminability and emotion over time.,"Staugaard, Søren R.; Berntsen, Dorthe",Pending,1939-1957,Articles,https://doi.org/10.1037/a0037185,Pending,35
Journal of Experimental Psychology: General,143,5,2014,"Arguments, more than confidence, explain the good performance of reasoning groups.","Trouche, Emmanuel; Sander, Emmanuel; Mercier, Hugo",Pending,1958-1971,Articles,https://doi.org/10.1037/a0037099,Pending,60
Journal of Experimental Psychology: General,143,5,2014,Domain-specific enhancement of metacognitive ability following meditation training.,"Baird, Benjamin; Mrazek, Michael D.; Phillips, Dawa T.; Schooler, Jonathan W.",Pending,1972-1979,Articles,https://doi.org/10.1037/a0036882,Pending,49
Journal of Experimental Psychology: General,143,5,2014,Mistakenly seeking solitude.,"Epley, Nicholas; Schroeder, Juliana",Pending,1980-1999,Articles,https://doi.org/10.1037/a0037323,Pending,149
Journal of Experimental Psychology: General,143,5,2014,Ecologically rational choice and the structure of the environment.,"Pleskac, Timothy J.; Hertwig, Ralph",Pending,2000-2019,Articles,https://doi.org/10.1037/xge0000013,Pending,76
Journal of Experimental Psychology: General,143,5,2014,Statistical power and optimal design in experiments in which samples of participants respond to samples of stimuli.,"Westfall, Jacob; Kenny, David A.; Judd, Charles M.",Pending,2020-2045,Articles,https://doi.org/10.1037/xge0000014,Pending,374
Journal of Experimental Psychology: General,143,5,2014,Memories of traumatic events in childhood fade after experiencing similar less stressful events: Results from two natural experiments.,"Weems, Carl F.; Russell, Justin D.; Banks, Donice M.; Graham, Rebecca A.; Neill, Erin L.; Scott, Brandon G.",Pending,2046-2055,Articles,https://doi.org/10.1037/xge0000016,Pending,22
Journal of Experimental Psychology: General,143,6,2014,Emodiversity and the emotional ecosystem.,"Quoidbach, Jordi; Gruber, June; Mikolajczak, Moïra; Kogan, Alexsandr; Kotsou, Ilios; Norton, Michael I.",Pending,2057-2066,Brief Reports,https://doi.org/10.1037/a0038025,Pending,120
Journal of Experimental Psychology: General,143,6,2014,Cognitive control under social influence in baboons.,"Huguet, Pascal; Barbet, Isabelle; Belletier, Clément; Monteil, Jean-Marc; Fagot, Joël",Pending,2067-2073,Brief Reports,https://doi.org/10.1037/xge0000026,Pending,26
Journal of Experimental Psychology: General,143,6,2014,"""Bayesian tests to quantify the result of a replication attempt"": Correction to Verhagen and Wagenmakers (2014).","Verhagen, Josine; Wagenmakers, Eric-Jan",Pending,2073,Other,https://doi.org/10.1037/a0038326,Pending,1
Journal of Experimental Psychology: General,143,6,2014,Humans use directed and random exploration to solve the explore–exploit dilemma.,"Wilson, Robert C.; Geana, Andra; White, John M.; Ludvig, Elliot A.; Cohen, Jonathan D.",Pending,2074-2081,Brief Reports,https://doi.org/10.1037/a0038199,Pending,157
Journal of Experimental Psychology: General,143,6,2014,The engine of thought is a hybrid: Roles of associative and structured knowledge in reasoning.,"Bright, Aimée K.; Feeney, Aidan",Pending,2082-2102,Articles,https://doi.org/10.1037/a0037653,Pending,10
Journal of Experimental Psychology: General,143,6,2014,Guilt enhances the sense of control and drives risky judgments.,"Kouchaki, Maryam; Oveis, Christopher; Gino, Francesca",Pending,2103-2110,Articles,https://doi.org/10.1037/a0037932,Pending,17
Journal of Experimental Psychology: General,143,6,2014,Don’t bet on it! Wagering as a measure of awareness in decision making under uncertainty.,"Konstantinidis, Emmanouil; Shanks, David R.",Pending,2111-2134,Articles,https://doi.org/10.1037/a0037977,Pending,19
Journal of Experimental Psychology: General,143,6,2014,Group-based discrimination in judgments of moral purity-related behaviors: Experimental and archival evidence.,"Masicampo, E. J.; Barth, Maria; Ambady, Nalini",Pending,2135-2152,Articles,https://doi.org/10.1037/a0037831,Pending,9
Journal of Experimental Psychology: General,143,6,2014,A hedonic story has a transmission advantage over a eudaimonic story.,"Oishi, Shigehiro; Kesebir, Selin; Eggleston, Casey; Miao, Felicity F.",Pending,2153-2166,Articles,https://doi.org/10.1037/a0038013,Pending,4
Journal of Experimental Psychology: General,143,6,2014,"What’s easier: Doing what you want, or being told what to do? Cued versus voluntary language and task switching.","Gollan, Tamar H.; Kleinman, Daniel; Wierenga, Christina E.",Pending,2167-2195,Articles,https://doi.org/10.1037/a0038006,Pending,79
Journal of Experimental Psychology: General,143,6,2014,Justice is not blind: Visual attention exaggerates effects of group identification on legal punishment.,"Granot, Yael; Balcetis, Emily; Schneider, Kristin E.; Tyler, Tom R.",Pending,2196-2208,Articles,https://doi.org/10.1037/a0037893,Pending,30
Journal of Experimental Psychology: General,143,6,2014,Finding brands and losing your religion?,"Cutright, Keisha M.; Erdem, Tülin; Fitzsimons, Gavan J.; Shachar, Ron",Pending,2209-2222,Articles,https://doi.org/10.1037/a0037876,Pending,15
Journal of Experimental Psychology: General,143,6,2014,Causal inference and the hierarchical structure of experience.,"Johnson, Samuel G. B.; Keil, Frank C.",Pending,2223-2241,Articles,https://doi.org/10.1037/a0038192,Pending,17
Journal of Experimental Psychology: General,143,6,2014,Pillars of judgment: How memory abilities affect performance in rule-based and exemplar-based judgments.,"Hoffmann, Janina A.; von Helversen, Bettina; Rieskamp, Jörg",Pending,2242-2261,Articles,https://doi.org/10.1037/a0037989,Pending,40
Journal of Experimental Psychology: General,143,6,2014,The influence of object location on identity: A “spatial congruency bias”.,"Golomb, Julie D.; Kupitz, Colin N.; Thiemann, Carina T.",Pending,2262-2278,Articles,https://doi.org/10.1037/xge0000017,Pending,44
Journal of Experimental Psychology: General,143,6,2014,The value of vengeance and the demand for deterrence.,"Crockett, Molly J.; Özdemir, Yagiz; Fehr, Ernst",Pending,2279-2286,Articles,https://doi.org/10.1037/xge0000018,Pending,63
Journal of Experimental Psychology: General,143,6,2014,Reward reveals dissociable aspects of sustained attention.,"Esterman, Michael; Reagan, Andrew; Liu, Guanyu; Turner, Caroline; DeGutis, Joseph",Pending,2287-2295,Articles,https://doi.org/10.1037/xge0000019,Pending,52
Journal of Experimental Psychology: General,143,6,2014,Fast mapping rapidly integrates information into existing memory networks.,"Coutanche, Marc N.; Thompson-Schill, Sharon L.",Pending,2296-2303,Articles,https://doi.org/10.1037/xge0000020,Pending,78
Journal of Experimental Psychology: General,143,6,2014,Complexity matching in dyadic conversation.,"Abney, Drew H.; Paxton, Alexandra; Dale, Rick; Kello, Christopher T.",Pending,2304-2315,Articles,https://doi.org/10.1037/xge0000021,Pending,81
Journal of Experimental Psychology: General,143,6,2014,Stimulus devaluation induced by stopping action.,"Wessel, Jan R.; O'Doherty, John P.; Berkebile, Michael M.; Linderman, David; Aron, Adam R.",Pending,2316-2329,Articles,https://doi.org/10.1037/xge0000022,Pending,34
Journal of Experimental Psychology: General,143,6,2014,Sartorial symbols of social class elicit class-consistent behavioral and physiological responses: A dyadic approach.,"Kraus, Michael W.; Mendes, Wendy Berry",Pending,2330-2340,Articles,https://doi.org/10.1037/xge0000023,Pending,66
Journal of Experimental Psychology: General,143,6,2014,Familiarity and recollection in heuristic decision making.,"Schwikert, Shane R.; Curran, Tim",Pending,2341-2365,Articles,https://doi.org/10.1037/xge0000024,Pending,13
Journal of Experimental Psychology: General,143,6,2014,The topography of generosity: Asymmetric evaluations of prosocial actions.,"Klein, Nadav; Epley, Nicholas",Pending,2366-2379,Articles,https://doi.org/10.1037/xge0000025,Pending,44
Journal of Experimental Psychology: General,143,6,2014,The detrimental effect of interference in multiplication facts storing: Typical development and individual differences.,"De Visscher, Alice; Noël, Marie-Pascale",Pending,2380-2400,Articles,https://doi.org/10.1037/xge0000029,Pending,44
Journal of Experimental Psychology: General,144,1,2015,Positive consequences of conflict on decision making: When a conflict mindset facilitates choice.,"Savary, Jennifer; Kleiman, Tali; Hassin, Ran R.; Dhar, Ravi",Pending,1-6,Brief Reports,https://doi.org/10.1037/a0038551,Pending,30
Journal of Experimental Psychology: General,144,1,2015,How to make loss aversion disappear and reverse: Tests of the decision by sampling origin of loss aversion.,"Walasek, Lukasz; Stewart, Neil",Pending,7-11,Brief Reports,https://doi.org/10.1037/xge0000039,Pending,77
Journal of Experimental Psychology: General,144,1,2015,If all your friends jumped off a bridge: The effect of others’ actions on engagement in and recommendation of risky behaviors.,"Helfinstein, Sarah M.; Mumford, Jeanette A.; Poldrack, Russell A.",Pending,12-17,Brief Reports,https://doi.org/10.1037/xge0000043,Pending,7
Journal of Experimental Psychology: General,144,1,2015,The relationship between action-effect monitoring and attention capture.,"Kumar, Neeraj; Manjaly, Jaison A.; Sunny, Meera Mary",Pending,18-23,Brief Reports,https://doi.org/10.1037/xge0000032,Pending,10
Journal of Experimental Psychology: General,144,1,2015,Priming memories of past wins induces risk seeking.,"Ludvig, Elliot A.; Madan, Christopher R.; Spetch, Marcia L.",Pending,24-29,Brief Reports,https://doi.org/10.1037/xge0000046,Pending,39
Journal of Experimental Psychology: General,144,1,2015,Working memory storage is intrinsically domain specific.,"Fougnie, Daryl; Zughni, Samir; Godwin, Douglass; Marois, René",Pending,30-47,Articles,https://doi.org/10.1037/a0038211,Pending,53
Journal of Experimental Psychology: General,144,1,2015,Children with autism do not show sequence effects with auditory stimuli.,"Molesworth, Catherine; Chevallier, Coralie; Happé, Francesca; Hampton, James A.",Pending,48-57,Articles,https://doi.org/10.1037/a0038204,Pending,8
Journal of Experimental Psychology: General,144,1,2015,"No correlation, no evidence for attention shift in category learning: Different mechanisms behind illusory correlations and the inverse base-rate effect.","Kutzner, Florian L.; Fiedler, Klaus",Pending,58-75,Articles,https://doi.org/10.1037/a0038462,Pending,12
Journal of Experimental Psychology: General,144,1,2015,Finding a needle in a haystack: Toward a psychologically informed method for aviation security screening.,"Ormerod, Thomas C.; Dando, Coral J.",Pending,76-84,Articles,https://doi.org/10.1037/xge0000030,Pending,31
Journal of Experimental Psychology: General,144,1,2015,Evaluation of seven hypotheses for metamemory performance in rhesus monkeys.,"Basile, Benjamin M.; Schroeder, Gabriel R.; Brown, Emily Kathryn; Templer, Victoria L.; Hampton, Robert R.",Pending,85-102,Articles,https://doi.org/10.1037/xge0000031,Pending,50
Journal of Experimental Psychology: General,144,1,2015,The perceptual homunculus: The perception of the relative proportions of the human body.,"Linkenauger, Sally A.; Wong, Hong Yu; Geuss, Michael; Stefanucci, Jeanine K.; McCulloch, Kathleen C.; Bülthoff, Heinrich H.; Mohler, Betty J.; Proffitt, Dennis R.",Pending,103-113,Articles,https://doi.org/10.1037/xge0000028,Pending,39
Journal of Experimental Psychology: General,144,1,2015,Algorithm aversion: People erroneously avoid algorithms after seeing them err.,"Dietvorst, Berkeley J.; Simmons, Joseph P.; Massey, Cade",Pending,114-126,Articles,https://doi.org/10.1037/xge0000033,Pending,290
Journal of Experimental Psychology: General,144,1,2015,Conceptual structure and the procedural affordances of rational numbers: Relational reasoning with fractions and decimals.,"DeWolf, Melissa; Bassok, Miriam; Holyoak, Keith J.",Pending,127-150,Articles,https://doi.org/10.1037/xge0000034,Pending,40
Journal of Experimental Psychology: General,144,1,2015,The social power of regret: The effect of social appraisal and anticipated emotions on fair and unfair allocations in resource dilemmas.,"van der Schalk, Job; Kuppens, Toon; Bruder, Martin; Manstead, Antony S. R.",Pending,151-157,Articles,https://doi.org/10.1037/xge0000036,Pending,22
Journal of Experimental Psychology: General,144,1,2015,When goals conflict with values: Counterproductive attentional and oculomotor capture by reward-related stimuli.,"Le Pelley, Mike E.; Pearson, Daniel; Griffiths, Oren; Beesley, Tom",Pending,158-171,Articles,https://doi.org/10.1037/xge0000037,Pending,201
Journal of Experimental Psychology: General,144,1,2015,Time perception: The surprising effects of surprising stimuli.,"Matthews, William J.",Pending,172-197,Articles,https://doi.org/10.1037/xge0000041,Pending,37
Journal of Experimental Psychology: General,144,1,2015,The invariance assumption in process-dissociation models: An evaluation across three domains.,"Klauer, Karl Christoph; Dittrich, Kerstin; Scholtes, Christine; Voss, Andreas",Pending,198-221,Articles,https://doi.org/10.1037/xge0000044,Pending,19
Journal of Experimental Psychology: General,144,1,2015,Adults are intuitive mind-body dualists.,"Forstmann, Matthias; Burgmer, Pascal",Pending,222-235,Articles,https://doi.org/10.1037/xge0000045,Pending,49
Journal of Experimental Psychology: General,144,1,2015,The effect of horizontal eye movements on free recall: A preregistered adversarial collaboration.,"Matzke, Dora; Nieuwenhuis, Sander; van Rijn, Hedderik; Slagter, Heleen A.; van der Molen, Maurits W.; Wagenmakers, Eric-Jan",Pending,e1-e15,Replication Articles (Online Only),https://doi.org/10.1037/xge0000038,Pending,47
Journal of Experimental Psychology: General,144,2,2015,Object-based attention in real-world scenes.,"Malcolm, George L.; Shomstein, Sarah",Pending,257-263,Brief Report,https://doi.org/10.1037/xge0000060,Pending,30
Journal of Experimental Psychology: General,144,2,2015,Reward guides attention to object categories in real-world scenes.,"Hickey, Clayton; Kaiser, Daniel; Peelen, Marius V.",Pending,264-273,Articles,https://doi.org/10.1037/a0038627,Pending,56
Journal of Experimental Psychology: General,144,2,2015,Recollection and unitization in associating actors with extrinsic and intrinsic motions.,"Kersten, Alan W.; Earles, Julie L.; Berger, Johanna D.",Pending,274-298,Articles,https://doi.org/10.1037/a0038809,Pending,6
Journal of Experimental Psychology: General,144,2,2015,A change of task prolongs early processes: Evidence from ERPs in lexical tasks.,"Elchlepp, Heike; Lavric, Aureliu; Monsell, Stephen",Pending,299-325,Articles,https://doi.org/10.1037/a0038740,Pending,15
Journal of Experimental Psychology: General,144,2,2015,Speeded naming or naming speed? The automatic effect of object speed on performance.,"Ben-Haim, Moshe Shay; Chajut, Eran; Hassin, Ran R.; Algom, Daniel",Pending,326-338,Articles,https://doi.org/10.1037/a0038569,Pending,3
Journal of Experimental Psychology: General,144,2,2015,Affective processing requires awareness.,"Lähteenmäki, Mikko; Hyönä, Jukka; Koivisto, Mika; Nummenmaa, Lauri",Pending,339-365,Articles,https://doi.org/10.1037/xge0000040,Pending,58
Journal of Experimental Psychology: General,144,2,2015,Emotional arousal and discount rate in intertemporal choice are reference dependent.,"Lempert, Karolina M.; Glimcher, Paul W.; Phelps, Elizabeth A.",Pending,366-373,Articles,https://doi.org/10.1037/xge0000047,Pending,16
Journal of Experimental Psychology: General,144,2,2015,Anxious and egocentric: How specific emotions influence perspective taking.,"Todd, Andrew R.; Forstmann, Matthias; Burgmer, Pascal; Brooks, Alison Wood; Galinsky, Adam D.",Pending,374-391,Articles,https://doi.org/10.1037/xge0000048,Pending,85
Journal of Experimental Psychology: General,144,2,2015,Automatic integration of social information in emotion recognition.,"Mumenthaler, Christian; Sander, David",Pending,392-399,Articles,https://doi.org/10.1037/xge0000059,Pending,34
Journal of Experimental Psychology: General,144,2,2015,An investigation of the efficacy of acceptance-based behavioral therapy for academic procrastination.,"Glick, Debra M.; Orsillo, Susan M.",Pending,400-409,Articles,https://doi.org/10.1037/xge0000050,Pending,45
Journal of Experimental Psychology: General,144,2,2015,The cost of learning: Interference effects in memory development.,"Darby, Kevin P.; Sloutsky, Vladimir M.",Pending,410-431,Articles,https://doi.org/10.1037/xge0000051,Pending,29
Journal of Experimental Psychology: General,144,2,2015,"Individual differences in ensemble perception reveal multiple, independent levels of ensemble representation.","Haberman, Jason; Brady, Timothy F.; Alvarez, George A.",Pending,432-446,Articles,https://doi.org/10.1037/xge0000053,Pending,99
Journal of Experimental Psychology: General,144,2,2015,Text exposure predicts spoken production of complex sentences in 8- and 12-year-old children and adults.,"Montag, Jessica L.; MacDonald, Maryellen C.",Pending,447-468,Articles,https://doi.org/10.1037/xge0000054,Pending,45
Journal of Experimental Psychology: General,144,2,2015,Flash fire and slow burn: Women’s cardiovascular reactivity and recovery following hostile and benevolent sexism.,"Salomon, Kristen; Burgess, Kaleena D.; Bosson, Jennifer K.",Pending,469-479,Articles,https://doi.org/10.1037/xge0000061,Pending,27
