Journal,Volume,Issue,Publication Year,Title,Authors,Pages,Type,DOI,PDF Link
Journal of Experimental Psychology: General,143,6,2014,"""Emodiversity and the emotional ecosystem"": Correction to Quoidbach et al. (2014).",No authorship indicated,2066-2066,Other,https://doi.org/10.1037/a0038431,https://psycnet.apa.orgxge/143/6/2066.pdf
Journal of Experimental Psychology: General,143,6,2014,Cognitive control under social influence in baboons.,"Huguet, Pascal; Barbet, Isabelle; Belletier, Clément; Monteil, Jean-Marc; Fagot, Joël",2067-2067-2073,Brief Reports,https://doi.org/10.1037/xge0000026,https://psycnet.apa.orgxge/143/6/2067.pdf
Journal of Experimental Psychology: General,143,6,2014,"""Bayesian tests to quantify the result of a replication attempt"": Correction to Verhagen and Wagenmakers (2014).","Verhagen, Josine; Wagenmakers, Eric-Jan",2073-2073,Other,https://doi.org/10.1037/a0038326,https://psycnet.apa.orgxge/143/6/2073.pdf
Journal of Experimental Psychology: General,143,6,2014,Humans use directed and random exploration to solve the explore–exploit dilemma.,"Wilson, Robert C.; Geana, Andra; White, John M.; Ludvig, Elliot A.; Cohen, Jonathan D.",2074-2074-2081,Brief Reports,https://doi.org/10.1037/a0038199,https://psycnet.apa.orgxge/143/6/2074.pdf
Journal of Experimental Psychology: General,143,6,2014,The engine of thought is a hybrid: Roles of associative and structured knowledge in reasoning.,"Bright, Aimée K.; Feeney, Aidan",2082-2082-2102,Articles,https://doi.org/10.1037/a0037653,https://psycnet.apa.orgxge/143/6/2082.pdf
Journal of Experimental Psychology: General,143,6,2014,Guilt enhances the sense of control and drives risky judgments.,"Kouchaki, Maryam; Oveis, Christopher; Gino, Francesca",2103-2103-2110,Articles,https://doi.org/10.1037/a0037932,https://psycnet.apa.orgxge/143/6/2103.pdf
Journal of Experimental Psychology: General,143,6,2014,Don’t bet on it! Wagering as a measure of awareness in decision making under uncertainty.,"Konstantinidis, Emmanouil; Shanks, David R.",2111-2111-2134,Articles,https://doi.org/10.1037/a0037977,https://psycnet.apa.orgxge/143/6/2111.pdf
Journal of Experimental Psychology: General,143,6,2014,Group-based discrimination in judgments of moral purity-related behaviors: Experimental and archival evidence.,"Masicampo, E. J.; Barth, Maria; Ambady, Nalini",2135-2135-2152,Articles,https://doi.org/10.1037/a0037831,https://psycnet.apa.orgxge/143/6/2135.pdf
Journal of Experimental Psychology: General,143,6,2014,A hedonic story has a transmission advantage over a eudaimonic story.,"Oishi, Shigehiro; Kesebir, Selin; Eggleston, Casey; Miao, Felicity F.",2153-2153-2166,Articles,https://doi.org/10.1037/a0038013,https://psycnet.apa.orgxge/143/6/2153.pdf
Journal of Experimental Psychology: General,143,6,2014,"What’s easier: Doing what you want, or being told what to do? Cued versus voluntary language and task switching.","Gollan, Tamar H.; Kleinman, Daniel; Wierenga, Christina E.",2167-2167-2195,Articles,https://doi.org/10.1037/a0038006,https://psycnet.apa.orgxge/143/6/2167.pdf
Journal of Experimental Psychology: General,143,6,2014,Justice is not blind: Visual attention exaggerates effects of group identification on legal punishment.,"Granot, Yael; Balcetis, Emily; Schneider, Kristin E.; Tyler, Tom R.",2196-2196-2208,Articles,https://doi.org/10.1037/a0037893,https://psycnet.apa.orgxge/143/6/2196.pdf
Journal of Experimental Psychology: General,143,6,2014,Finding brands and losing your religion?,"Cutright, Keisha M.; Erdem, Tülin; Fitzsimons, Gavan J.; Shachar, Ron",2209-2209-2222,Articles,https://doi.org/10.1037/a0037876,https://psycnet.apa.orgxge/143/6/2209.pdf
Journal of Experimental Psychology: General,143,6,2014,Causal inference and the hierarchical structure of experience.,"Johnson, Samuel G. B.; Keil, Frank C.",2223-2223-2241,Articles,https://doi.org/10.1037/a0038192,https://psycnet.apa.orgxge/143/6/2223.pdf
Journal of Experimental Psychology: General,143,6,2014,Pillars of judgment: How memory abilities affect performance in rule-based and exemplar-based judgments.,"Hoffmann, Janina A.; von Helversen, Bettina; Rieskamp, Jörg",2242-2242-2261,Articles,https://doi.org/10.1037/a0037989,https://psycnet.apa.orgxge/143/6/2242.pdf
Journal of Experimental Psychology: General,143,6,2014,The influence of object location on identity: A “spatial congruency bias”.,"Golomb, Julie D.; Kupitz, Colin N.; Thiemann, Carina T.",2262-2262-2278,Articles,https://doi.org/10.1037/xge0000017,https://psycnet.apa.orgxge/143/6/2262.pdf
Journal of Experimental Psychology: General,143,6,2014,The value of vengeance and the demand for deterrence.,"Crockett, Molly J.; Özdemir, Yagiz; Fehr, Ernst",2279-2279-2286,Articles,https://doi.org/10.1037/xge0000018,https://psycnet.apa.orgxge/143/6/2279.pdf
Journal of Experimental Psychology: General,143,6,2014,Reward reveals dissociable aspects of sustained attention.,"Esterman, Michael; Reagan, Andrew; Liu, Guanyu; Turner, Caroline; DeGutis, Joseph",2287-2287-2295,Articles,https://doi.org/10.1037/xge0000019,https://psycnet.apa.orgxge/143/6/2287.pdf
Journal of Experimental Psychology: General,143,6,2014,Fast mapping rapidly integrates information into existing memory networks.,"Coutanche, Marc N.; Thompson-Schill, Sharon L.",2296-2296-2303,Articles,https://doi.org/10.1037/xge0000020,https://psycnet.apa.orgxge/143/6/2296.pdf
Journal of Experimental Psychology: General,143,6,2014,Complexity matching in dyadic conversation.,"Abney, Drew H.; Paxton, Alexandra; Dale, Rick; Kello, Christopher T.",2304-2304-2315,Articles,https://doi.org/10.1037/xge0000021,https://psycnet.apa.orgxge/143/6/2304.pdf
Journal of Experimental Psychology: General,143,6,2014,Stimulus devaluation induced by stopping action.,"Wessel, Jan R.; O'Doherty, John P.; Berkebile, Michael M.; Linderman, David; Aron, Adam R.",2316-2316-2329,Articles,https://doi.org/10.1037/xge0000022,https://psycnet.apa.orgxge/143/6/2316.pdf
Journal of Experimental Psychology: General,143,6,2014,Sartorial symbols of social class elicit class-consistent behavioral and physiological responses: A dyadic approach.,"Kraus, Michael W.; Mendes, Wendy Berry",2330-2330-2340,Articles,https://doi.org/10.1037/xge0000023,https://psycnet.apa.orgxge/143/6/2330.pdf
Journal of Experimental Psychology: General,143,6,2014,Familiarity and recollection in heuristic decision making.,"Schwikert, Shane R.; Curran, Tim",2341-2341-2365,Articles,https://doi.org/10.1037/xge0000024,https://psycnet.apa.orgxge/143/6/2341.pdf
Journal of Experimental Psychology: General,143,6,2014,The topography of generosity: Asymmetric evaluations of prosocial actions.,"Klein, Nadav; Epley, Nicholas",2366-2366-2379,Articles,https://doi.org/10.1037/xge0000025,https://psycnet.apa.orgxge/143/6/2366.pdf
Journal of Experimental Psychology: General,143,6,2014,The detrimental effect of interference in multiplication facts storing: Typical development and individual differences.,"De Visscher, Alice; Noël, Marie-Pascale",2380-2380-2400,Articles,https://doi.org/10.1037/xge0000029,https://psycnet.apa.orgxge/143/6/2380.pdf
Journal of Experimental Psychology: General,144,1,2015,Positive consequences of conflict on decision making: When a conflict mindset facilitates choice.,"Savary, Jennifer; Kleiman, Tali; Hassin, Ran R.; Dhar, Ravi",1-1-6,Brief Reports,https://doi.org/10.1037/a0038551,https://psycnet.apa.orgxge/144/1/1.pdf
Journal of Experimental Psychology: General,144,1,2015,How to make loss aversion disappear and reverse: Tests of the decision by sampling origin of loss aversion.,"Walasek, Lukasz; Stewart, Neil",7-7-11,Brief Reports,https://doi.org/10.1037/xge0000039,https://psycnet.apa.orgxge/144/1/7.pdf
Journal of Experimental Psychology: General,144,1,2015,If all your friends jumped off a bridge: The effect of others’ actions on engagement in and recommendation of risky behaviors.,"Helfinstein, Sarah M.; Mumford, Jeanette A.; Poldrack, Russell A.",12-12-17,Brief Reports,https://doi.org/10.1037/xge0000043,https://psycnet.apa.orgxge/144/1/12.pdf
Journal of Experimental Psychology: General,144,1,2015,The relationship between action-effect monitoring and attention capture.,"Kumar, Neeraj; Manjaly, Jaison A.; Sunny, Meera Mary",18-18-23,Brief Reports,https://doi.org/10.1037/xge0000032,https://psycnet.apa.orgxge/144/1/18.pdf
Journal of Experimental Psychology: General,144,1,2015,Priming memories of past wins induces risk seeking.,"Ludvig, Elliot A.; Madan, Christopher R.; Spetch, Marcia L.",24-24-29,Brief Reports,https://doi.org/10.1037/xge0000046,https://psycnet.apa.orgxge/144/1/24.pdf
Journal of Experimental Psychology: General,144,1,2015,Working memory storage is intrinsically domain specific.,"Fougnie, Daryl; Zughni, Samir; Godwin, Douglass; Marois, René",30-30-47,Articles,https://doi.org/10.1037/a0038211,https://psycnet.apa.orgxge/144/1/30.pdf
Journal of Experimental Psychology: General,144,1,2015,Children with autism do not show sequence effects with auditory stimuli.,"Molesworth, Catherine; Chevallier, Coralie; Happé, Francesca; Hampton, James A.",48-48-57,Articles,https://doi.org/10.1037/a0038204,https://psycnet.apa.orgxge/144/1/48.pdf
Journal of Experimental Psychology: General,144,1,2015,"No correlation, no evidence for attention shift in category learning: Different mechanisms behind illusory correlations and the inverse base-rate effect.","Kutzner, Florian L.; Fiedler, Klaus",58-58-75,Articles,https://doi.org/10.1037/a0038462,https://psycnet.apa.orgxge/144/1/58.pdf
Journal of Experimental Psychology: General,144,1,2015,Finding a needle in a haystack: Toward a psychologically informed method for aviation security screening.,"Ormerod, Thomas C.; Dando, Coral J.",76-76-84,Articles,https://doi.org/10.1037/xge0000030,https://psycnet.apa.orgxge/144/1/76.pdf
Journal of Experimental Psychology: General,144,1,2015,Evaluation of seven hypotheses for metamemory performance in rhesus monkeys.,"Basile, Benjamin M.; Schroeder, Gabriel R.; Brown, Emily Kathryn; Templer, Victoria L.; Hampton, Robert R.",85-85-102,Articles,https://doi.org/10.1037/xge0000031,https://psycnet.apa.orgxge/144/1/85.pdf
Journal of Experimental Psychology: General,144,1,2015,The perceptual homunculus: The perception of the relative proportions of the human body.,"Linkenauger, Sally A.; Wong, Hong Yu; Geuss, Michael; Stefanucci, Jeanine K.; McCulloch, Kathleen C.; Bülthoff, Heinrich H.; Mohler, Betty J.; Proffitt, Dennis R.",103-103-113,Articles,https://doi.org/10.1037/xge0000028,https://psycnet.apa.orgxge/144/1/103.pdf
Journal of Experimental Psychology: General,144,1,2015,Algorithm aversion: People erroneously avoid algorithms after seeing them err.,"Dietvorst, Berkeley J.; Simmons, Joseph P.; Massey, Cade",114-114-126,Articles,https://doi.org/10.1037/xge0000033,https://psycnet.apa.orgxge/144/1/114.pdf
Journal of Experimental Psychology: General,144,1,2015,Conceptual structure and the procedural affordances of rational numbers: Relational reasoning with fractions and decimals.,"DeWolf, Melissa; Bassok, Miriam; Holyoak, Keith J.",127-127-150,Articles,https://doi.org/10.1037/xge0000034,https://psycnet.apa.orgxge/144/1/127.pdf
Journal of Experimental Psychology: General,144,1,2015,The social power of regret: The effect of social appraisal and anticipated emotions on fair and unfair allocations in resource dilemmas.,"van der Schalk, Job; Kuppens, Toon; Bruder, Martin; Manstead, Antony S. R.",151-151-157,Articles,https://doi.org/10.1037/xge0000036,https://psycnet.apa.orgxge/144/1/151.pdf
Journal of Experimental Psychology: General,144,1,2015,When goals conflict with values: Counterproductive attentional and oculomotor capture by reward-related stimuli.,"Le Pelley, Mike E.; Pearson, Daniel; Griffiths, Oren; Beesley, Tom",158-158-171,Articles,https://doi.org/10.1037/xge0000037,https://psycnet.apa.orgxge/144/1/158.pdf
Journal of Experimental Psychology: General,144,1,2015,Time perception: The surprising effects of surprising stimuli.,"Matthews, William J.",172-172-197,Articles,https://doi.org/10.1037/xge0000041,https://psycnet.apa.orgxge/144/1/172.pdf
Journal of Experimental Psychology: General,144,1,2015,The invariance assumption in process-dissociation models: An evaluation across three domains.,"Klauer, Karl Christoph; Dittrich, Kerstin; Scholtes, Christine; Voss, Andreas",198-198-221,Articles,https://doi.org/10.1037/xge0000044,https://psycnet.apa.orgxge/144/1/198.pdf
Journal of Experimental Psychology: General,144,1,2015,Adults are intuitive mind-body dualists.,"Forstmann, Matthias; Burgmer, Pascal",222-222-235,Articles,https://doi.org/10.1037/xge0000045,https://psycnet.apa.orgxge/144/1/222.pdf
Journal of Experimental Psychology: General,144,1,2015,"The conjunction fallacy, confirmation, and quantum theory: Comment on Tentori, Crupi, and Russo (2013).","Busemeyer, Jerome R.; Wang, Zheng; Pothos, Emmanuel M.; Trueblood, Jennifer S.",236-236-243,Commentaries,https://doi.org/10.1037/xge0000035,https://psycnet.apa.orgxge/144/1/236.pdf
Journal of Experimental Psychology: General,144,1,2015,Automaticity of unconscious response inhibition: Comment on Chiu and Aron (2014).,"Lin, Zhicheng; Murray, Scott O.",244-244-254,Commentaries,https://doi.org/10.1037/xge0000042,https://psycnet.apa.orgxge/144/1/244.pdf
Journal of Experimental Psychology: General,144,1,2015,The effect of horizontal eye movements on free recall: A preregistered adversarial collaboration.,"Matzke, Dora; Nieuwenhuis, Sander; van Rijn, Hedderik; Slagter, Heleen A.; van der Molen, Maurits W.; Wagenmakers, Eric-Jan",e1-e1-e15,Replication Articles (Online Only),https://doi.org/10.1037/xge0000038,https://psycnet.apa.orgxge/144/1/e1.pdf
Journal of Experimental Psychology: General,144,2,2015,Object-based attention in real-world scenes.,"Malcolm, George L.; Shomstein, Sarah",257-257-263,Brief Report,https://doi.org/10.1037/xge0000060,https://psycnet.apa.orgxge/144/2/257.pdf
Journal of Experimental Psychology: General,144,2,2015,Reward guides attention to object categories in real-world scenes.,"Hickey, Clayton; Kaiser, Daniel; Peelen, Marius V.",264-264-273,Articles,https://doi.org/10.1037/a0038627,https://psycnet.apa.orgxge/144/2/264.pdf
Journal of Experimental Psychology: General,144,2,2015,Recollection and unitization in associating actors with extrinsic and intrinsic motions.,"Kersten, Alan W.; Earles, Julie L.; Berger, Johanna D.",274-274-298,Articles,https://doi.org/10.1037/a0038809,https://psycnet.apa.orgxge/144/2/274.pdf
Journal of Experimental Psychology: General,144,2,2015,A change of task prolongs early processes: Evidence from ERPs in lexical tasks.,"Elchlepp, Heike; Lavric, Aureliu; Monsell, Stephen",299-299-325,Articles,https://doi.org/10.1037/a0038740,https://psycnet.apa.orgxge/144/2/299.pdf
Journal of Experimental Psychology: General,144,2,2015,Speeded naming or naming speed? The automatic effect of object speed on performance.,"Ben-Haim, Moshe Shay; Chajut, Eran; Hassin, Ran R.; Algom, Daniel",326-326-338,Articles,https://doi.org/10.1037/a0038569,https://psycnet.apa.orgxge/144/2/326.pdf
Journal of Experimental Psychology: General,144,2,2015,Affective processing requires awareness.,"Lähteenmäki, Mikko; Hyönä, Jukka; Koivisto, Mika; Nummenmaa, Lauri",339-339-365,Articles,https://doi.org/10.1037/xge0000040,https://psycnet.apa.orgxge/144/2/339.pdf
Journal of Experimental Psychology: General,144,2,2015,Emotional arousal and discount rate in intertemporal choice are reference dependent.,"Lempert, Karolina M.; Glimcher, Paul W.; Phelps, Elizabeth A.",366-366-373,Articles,https://doi.org/10.1037/xge0000047,https://psycnet.apa.orgxge/144/2/366.pdf
Journal of Experimental Psychology: General,144,2,2015,Anxious and egocentric: How specific emotions influence perspective taking.,"Todd, Andrew R.; Forstmann, Matthias; Burgmer, Pascal; Brooks, Alison Wood; Galinsky, Adam D.",374-374-391,Articles,https://doi.org/10.1037/xge0000048,https://psycnet.apa.orgxge/144/2/374.pdf
Journal of Experimental Psychology: General,144,2,2015,Automatic integration of social information in emotion recognition.,"Mumenthaler, Christian; Sander, David",392-392-399,Articles,https://doi.org/10.1037/xge0000059,https://psycnet.apa.orgxge/144/2/392.pdf
Journal of Experimental Psychology: General,144,2,2015,An investigation of the efficacy of acceptance-based behavioral therapy for academic procrastination.,"Glick, Debra M.; Orsillo, Susan M.",400-400-409,Articles,https://doi.org/10.1037/xge0000050,https://psycnet.apa.orgxge/144/2/400.pdf
Journal of Experimental Psychology: General,144,2,2015,The cost of learning: Interference effects in memory development.,"Darby, Kevin P.; Sloutsky, Vladimir M.",410-410-431,Articles,https://doi.org/10.1037/xge0000051,https://psycnet.apa.orgxge/144/2/410.pdf
Journal of Experimental Psychology: General,144,2,2015,"Individual differences in ensemble perception reveal multiple, independent levels of ensemble representation.","Haberman, Jason; Brady, Timothy F.; Alvarez, George A.",432-432-446,Articles,https://doi.org/10.1037/xge0000053,https://psycnet.apa.orgxge/144/2/432.pdf
Journal of Experimental Psychology: General,144,2,2015,Text exposure predicts spoken production of complex sentences in 8- and 12-year-old children and adults.,"Montag, Jessica L.; MacDonald, Maryellen C.",447-447-468,Articles,https://doi.org/10.1037/xge0000054,https://psycnet.apa.orgxge/144/2/447.pdf
Journal of Experimental Psychology: General,144,2,2015,Flash fire and slow burn: Women’s cardiovascular reactivity and recovery following hostile and benevolent sexism.,"Salomon, Kristen; Burgess, Kaleena D.; Bosson, Jennifer K.",469-469-479,Articles,https://doi.org/10.1037/xge0000061,https://psycnet.apa.orgxge/144/2/469.pdf
Journal of Experimental Psychology: General,144,2,2015,Passive Facebook usage undermines affective well-being: Experimental and longitudinal evidence.,"Verduyn, Philippe; Lee, David Seungjae; Park, Jiyoung; Shablack, Holly; Orvell, Ariana; Bayer, Joseph; Ybarra, Oscar; Jonides, John; Kross, Ethan",480-480-488,Articles,https://doi.org/10.1037/xge0000057,https://psycnet.apa.orgxge/144/2/480.pdf
Journal of Experimental Psychology: General,144,2,2015,Dynamics of postdecisional processing of confidence.,"Yu, Shuli; Pleskac, Timothy J.; Zeigenfuse, Matthew D.",489-489-510,Articles,https://doi.org/10.1037/xge0000062,https://psycnet.apa.orgxge/144/2/489.pdf
Journal of Experimental Psychology: General,144,2,2015,Disfluent fonts don’t help people solve math problems.,"Meyer, Andrew; Frederick, Shane; Burnham, Terence C.; Guevara Pinto, Juan D.; Boyer, Ty W.; Ball, Linden J.; Pennycook, Gordon; Ackerman, Rakefet; Thompson, Valerie A.; Schuldt, Jonathon P.",e16-e16-e30,Replication Articles (Online Only),https://doi.org/10.1037/xge0000049,https://psycnet.apa.orgxge/144/2/e16.pdf
Journal of Experimental Psychology: General,144,2,2015,"Exploring the secrecy burden: Secrets, preoccupation, and perceptual judgments.","Slepian, Michael L.; Camp, Nicholas P.; Masicampo, E. J.",e31-e31-e42,Replication Articles (Online Only),https://doi.org/10.1037/xge0000052,https://psycnet.apa.orgxge/144/2/e31.pdf
Journal of Experimental Psychology: General,144,2,2015,Everyday musical experience is sufficient to perceive the speech-to-song illusion.,"Vanden Bosch der Nederlanden, Christina M.; Hannon, Erin E.; Snyder, Joel S.",e43-e43-e49,Replication Articles (Online Only),https://doi.org/10.1037/xge0000056,https://psycnet.apa.orgxge/144/2/e43.pdf
Journal of Experimental Psychology: General,144,3,2015,Large pupils predict goal-driven eye movements.,"Mathôt, Sebastiaan; Siebold, Alisha; Donk, Mieke; Vitu, Françoise",513-513-521,Brief Reports,https://doi.org/10.1037/a0039168,https://psycnet.apa.orgxge/144/3/513.pdf
Journal of Experimental Psychology: General,144,3,2015,Controllable objects seem closer.,"Wakslak, Cheryl J.; Kim, B. Kyu",522-522-527,Brief Reports,https://doi.org/10.1037/xge0000066,https://psycnet.apa.orgxge/144/3/522.pdf
Journal of Experimental Psychology: General,144,3,2015,A self-serving bias in children’s memories?,"Tasimi, Arber; Johnson, Marcia K.",528-528-533,Brief Reports,https://doi.org/10.1037/xge0000072,https://psycnet.apa.orgxge/144/3/528.pdf
Journal of Experimental Psychology: General,144,3,2015,Changing visual perspective changes processing style: A distinct pathway by which imagery guides cognition.,"Shaeffer, Eric M.; Libby, Lisa K.; Eibach, Richard P.",534-534-538,Brief Reports,https://doi.org/10.1037/xge0000073,https://psycnet.apa.orgxge/144/3/534.pdf
Journal of Experimental Psychology: General,144,3,2015,Speakers of different languages process the visual world differently.,"Chabal, Sarah; Marian, Viorica",539-539-550,Brief Reports,https://doi.org/10.1037/xge0000075,https://psycnet.apa.orgxge/144/3/539.pdf
Journal of Experimental Psychology: General,144,3,2015,"""Why does working memory capacity predict variation in reading comprehension? On the influence of mind wandering and executive attention"": Correction to McVay and Kane (2012).",No authorship indicated,550-550,Other,https://doi.org/10.1037/a0039137,https://psycnet.apa.orgxge/144/3/550.pdf
Journal of Experimental Psychology: General,144,3,2015,The dynamics of categorization: Unraveling rapid categorization.,"Mack, Michael L.; Palmeri, Thomas J.",551-551-569,Articles,https://doi.org/10.1037/a0039184,https://psycnet.apa.orgxge/144/3/551.pdf
Journal of Experimental Psychology: General,144,3,2015,Visual perception involves event-type representations: The case of containment versus occlusion.,"Strickland, Brent; Scholl, Brian J.",570-570-580,Articles,https://doi.org/10.1037/a0037750,https://psycnet.apa.orgxge/144/3/570.pdf
Journal of Experimental Psychology: General,144,3,2015,Interactivity fosters Bayesian reasoning without instruction.,"Vallée-Tourangeau, Gaëlle; Abadie, Marlène; Vallée-Tourangeau, Frédéric",581-581-603,Articles,https://doi.org/10.1037/a0039161,https://psycnet.apa.orgxge/144/3/581.pdf
Journal of Experimental Psychology: General,144,3,2015,"A ten-year follow-up of a study of memory for the attack of September 11, 2001: Flashbulb memories and memories for flashbulb events.","Hirst, William; Phelps, Elizabeth A.; Meksin, Robert; Vaidya, Chandan J.; Johnson, Marcia K.; Mitchell, Karen J.; Buckner, Randy L.; Budson, Andrew E.; Gabrieli, John D. E.; Lustig, Cindy; Mather, Mara; Ochsner, Kevin N.; Schacter, Daniel; Simons, Jon S.; Lyle, Keith B.; Cuc, Alexandru F.; Olsson, Andreas",604-604-623,Articles,https://doi.org/10.1037/xge0000055,https://psycnet.apa.orgxge/144/3/604.pdf
Journal of Experimental Psychology: General,144,3,2015,Mapping out past and future minds: The perceived trajectory of rationality versus emotionality over time.,"O'Brien, Ed",624-624-638,Articles,https://doi.org/10.1037/xge0000064,https://psycnet.apa.orgxge/144/3/624.pdf
Journal of Experimental Psychology: General,144,3,2015,"""Dynamics of postdecisional processing of confidence"": Correction to Yu et al. (2015).",No authorship indicated,638-638,Other,https://doi.org/10.1037/a0039293,https://psycnet.apa.orgxge/144/3/638.pdf
Journal of Experimental Psychology: General,144,3,2015,The propagation of self-control: Self-control in one domain simultaneously improves self-control in other domains.,"Tuk, Mirjam A.; Zhang, Kuangjie; Sweldens, Steven",639-639-654,Articles,https://doi.org/10.1037/xge0000065,https://psycnet.apa.orgxge/144/3/639.pdf
Journal of Experimental Psychology: General,144,3,2015,Power effects on cognitive control: Turning conflict into action.,"Schmid, Petra C.; Kleiman, Tali; Amodio, David M.",655-655-663,Articles,https://doi.org/10.1037/xge0000068,https://psycnet.apa.orgxge/144/3/655.pdf
Journal of Experimental Psychology: General,144,3,2015,Simultaneous perceptual and response biases on sequential face attractiveness judgments.,"Pegors, Teresa K.; Mattar, Marcelo G.; Bryan, Peter B.; Epstein, Russell A.",664-664-673,Articles,https://doi.org/10.1037/xge0000069,https://psycnet.apa.orgxge/144/3/664.pdf
Journal of Experimental Psychology: General,144,3,2015,Searching for explanations: How the Internet inflates estimates of internal knowledge.,"Fisher, Matthew; Goddu, Mariel K.; Keil, Frank C.",674-674-687,Articles,https://doi.org/10.1037/xge0000070,https://psycnet.apa.orgxge/144/3/674.pdf
Journal of Experimental Psychology: General,144,3,2015,Mechanisms of social avoidance learning can explain the emergence of adaptive and arbitrary behavioral traditions in humans.,"Lindström, Björn; Olsson, Andreas",688-688-703,Articles,https://doi.org/10.1037/xge0000071,https://psycnet.apa.orgxge/144/3/688.pdf
Journal of Experimental Psychology: General,144,3,2015,"""The propagation of self-control: Self-control in one domain simultaneously improves self-control in other domains"": Correction to Tuk, Zhang, and Sweldens (2015).",No authorship indicated,703-703,Other,https://doi.org/10.1037/a0039292,https://psycnet.apa.orgxge/144/3/703.pdf
Journal of Experimental Psychology: General,144,3,2015,Interruptions disrupt reading comprehension.,"Foroughi, Cyrus K.; Werner, Nicole E.; Barragán, Daniela; Boehm-Davis, Deborah A.",704-704-709,Articles,https://doi.org/10.1037/xge0000074,https://psycnet.apa.orgxge/144/3/704.pdf
Journal of Experimental Psychology: General,144,4,2015,Competition makes observers remember faces as more aggressive.,"Balas, Benjamin; Thomas, Laura E.",711-711-716,Brief Reports,https://doi.org/10.1037/xge0000078,https://psycnet.apa.orgxge/144/4/711.pdf
Journal of Experimental Psychology: General,144,4,2015,Social identity and socially shared retrieval-induced forgetting: The effects of group membership.,"Coman, Alin; Hirst, William",717-717-722,Brief Reports,https://doi.org/10.1037/xge0000077,https://psycnet.apa.orgxge/144/4/717.pdf
Journal of Experimental Psychology: General,144,4,2015,Holistic processing from learned attention to parts.,"Chua, Kao-Wei; Richler, Jennifer J.; Gauthier, Isabel",723-723-729,Brief Reports,https://doi.org/10.1037/xge0000063,https://psycnet.apa.orgxge/144/4/723.pdf
Journal of Experimental Psychology: General,144,4,2015,Individual differences in the perception of melodic contours and pitch-accent timing in speech: Support for domain-generality of pitch processing.,"Morrill, Tuuli H.; McAuley, J. Devin; Dilley, Laura C.; Hambrick, David Z.",730-730-736,Brief Reports,https://doi.org/10.1037/xge0000081,https://psycnet.apa.orgxge/144/4/730.pdf
Journal of Experimental Psychology: General,144,4,2015,Losing the boundary: Cognition biases action well after action selection.,"Buc Calderon, Cristian; Verguts, Tom; Gevers, Wim",737-737-743,Brief Reports,https://doi.org/10.1037/xge0000087,https://psycnet.apa.orgxge/144/4/737.pdf
Journal of Experimental Psychology: General,144,4,2015,Why some colors appear more memorable than others: A model combining categories and particulars in color working memory.,"Bae, Gi-Yeul; Olkkonen, Maria; Allred, Sarah R.; Flombaum, Jonathan I.",744-744-763,Articles,https://doi.org/10.1037/xge0000076,https://psycnet.apa.orgxge/144/4/744.pdf
Journal of Experimental Psychology: General,144,4,2015,The mind in the object—Psychological valuation of materialized human expression.,"Kreuzbauer, Robert; King, Dan; Basu, Shankha",764-764-787,Articles,https://doi.org/10.1037/xge0000080,https://psycnet.apa.orgxge/144/4/764.pdf
Journal of Experimental Psychology: General,144,4,2015,Prosocial behavior leads to happiness in a small-scale rural society.,"Aknin, Lara B.; Broesch, Tanya; Hamlin, J. Kiley; Van de Vondervoort, Julia W.",788-788-795,Articles,https://doi.org/10.1037/xge0000082,https://psycnet.apa.orgxge/144/4/788.pdf
Journal of Experimental Psychology: General,144,4,2015,A series of meta-analytic tests of the depletion effect: Self-control does not seem to rely on a limited resource.,"Carter, Evan C.; Kofler, Lilly M.; Forster, Daniel E.; McCullough, Michael E.",796-796-815,Articles,https://doi.org/10.1037/xge0000083,https://psycnet.apa.orgxge/144/4/796.pdf
Journal of Experimental Psychology: General,144,4,2015,"""The mind in the object—Psychological valuation of materialized human expression"": Correction to Kreuzbauer, King, and Basu (2015).",No authorship indicated,815-815,Other,https://doi.org/10.1037/a0039581,https://psycnet.apa.orgxge/144/4/815.pdf
Journal of Experimental Psychology: General,144,4,2015,Dual recollection in episodic memory.,"Brainerd, C. J.; Gomes, C. F. A.; Nakamura, K.",816-816-843,Articles,https://doi.org/10.1037/xge0000084,https://psycnet.apa.orgxge/144/4/816.pdf
Journal of Experimental Psychology: General,144,4,2015,The snooze of lose: Rapid reaching reveals that losses are processed more slowly than gains.,"Chapman, Craig S.; Gallivan, Jason P.; Wong, Jeremy D.; Wispinski, Nathan J.; Enns, James T.",844-844-863,Articles,https://doi.org/10.1037/xge0000085,https://psycnet.apa.orgxge/144/4/844.pdf
Journal of Experimental Psychology: General,144,4,2015,The role of attention in motivated behavior.,"Suri, Gaurav; Gross, James J.",864-864-872,Articles,https://doi.org/10.1037/xge0000088,https://psycnet.apa.orgxge/144/4/864.pdf
Journal of Experimental Psychology: General,144,4,2015,Consequences of joint action: Entanglement with your partner.,"Soliman, Tamer M.; Ferguson, Ryan; Dexheimer, M. Scott; Glenberg, Arthur M.",873-873-888,Articles,https://doi.org/10.1037/xge0000089,https://psycnet.apa.orgxge/144/4/873.pdf
